D067556182,98_128
D0675566,141_164
D0675566,1830_6
D0675566,192_177
D0675566,1933_52
D0675566,1938_18
D0675566,1995_29
D0675566,2234_142
D0675566,854_36
D0675572,107_104
D0675572,1103_118
D0675572,1455_81
D0675572,1476_168
D0675572,159_118
D0675572,2073_2
D0675572,2169_108
D0675572,405_155
D0675572,611_113
D0675572,895_31
D0675572,960_166
D0675579,1219_43
D0675579,1995_109
D0675579,384_2
D0675579,416_23
D0675579,782_91
D0675586,1152_32
D0675586,1477_14
D0675586,1790_155
D0675586,1927_88
D0675586,2299_54
D0675586,301_42
D0675586,343_121
D0675586,407_148
D0675586,918_59
D0675586,985_66
D0675589,180_92
D0675589,1859_61
D0675589,187_178
D0675595,1116_160
D0675595,1139_164
D0675595,1383_50
D0675595,663_111
D0675595,87_57
D067560400,1533_95
D067560400,2048_87
D067560400,2398_107
D067560400,849_39
D0675609,1030_98
D0675609,1272_57
D0675609,1845_95
D0675609,345_42
D0675609,942_169
D0675614,1013_44
D0675614,1042_182
D0675614,1135_80
D0675614,1158_79
D0675614,1587_72
D0675614,2013_1
D0675614,2069_184
D0675614,2112_22
D0675614,657_104
D0675614,8_2
D067561681,1538_72
D067561681,1612_93
D067561681,1631_123
D067561681,192_0
D067561681,1986_0
D067561681,2427_68
D0675619,1229_149
D0675619,2042_60
D0675619,2173_143
D0675619,2303_115
D0675619,380_137
D0675619,647_83
D0675619,658_160
D0675619,888_18
D067561902,1041_132
D067561902,1304_109
D067561902,1409_24
D067561902,1733_187
D067561902,2174_122
D067561902,381_171
D067561902,643_80
D067561902,701_170
D067561902,788_123
D067561902,879_76
D067561902,915_169
D0675627,1220_77
D0675627,1685_119
D0675627,1762_51
D0675627,1791_142
D0675627,1929_116
D0675627,192_171
D0675627,2055_74
D0675627,663_117
D0675627,842_45
D0675627,869_152
D0675628,1131_97
D0675628,1149_132
D0675628,1709_99
D0675628,1932_47
D0675628,1998_10
D0675628,2050_19
D0675628,2274_159
D0675628,2437_121
D067563036,1658_183
D067563036,2206_11
D067563036,2359_171
D067563036,2452_172
D067563036,254_179
D067563036,344_125
D067563036,500_61
D067563043,1265_25
D067563043,143_24
D067563043,18_105
D067563043,227_39
D0675637,1593_146
D0675637,1710_94
D0675637,1732_127
D0675637,315_89
D0675637,694_55
D067564088,104_44
D067564088,14_44
D067564088,1580_163
D067564088,1635_132
D067564088,1710_83
D067564088,1837_145
D067564088,2338_133
D067564088,2450_82
D067564088,27_145
D067564088,814_42
D067564088,854_184
D067564088,870_42
D0675642,1510_89
D0675642,1766_96
D0675642,1891_146
D0675642,2057_130
D0675642,2194_70
D0675642,2243_132
D0675642,2253_100
D0675642,226_111
D0675642,2359_98
D0675642,44_166
D0675642,992_137
D0675655,1294_81
D0675655,1484_139
D0675655,1580_61
D0675655,1751_178
D0675655,353_118
D0675655,738_123
D0675655,772_58
D067567089,1020_76
D067567089,1461_180
D067567089,1463_18
D067567089,1870_115
D067567089,1950_152
D067567089,2146_163
D067567089,2369_108
D0675677,1153_132
D0675677,1447_99
D0675677,159_9
D0675677,2350_183
D0675677,517_70
D0675677,613_47
D0675677,638_106
D067568277,1780_161
D067568277,212_128
D067568277,224_12
D067568277,327_167
D067568277,432_168
D067568277,450_175
D067568277,493_122
D067568277,913_44
D0675690,1072_70
D0675690,1303_26
D0675690,132_119
D0675690,174_162
D0675690,1991_128
D067570379,1172_67
D067570379,1189_159
D067570379,1377_123
D067570379,1775_33
D067570379,249_180
D067570379,654_61
D067570379,709_160
D067571758,1165_184
D067571758,1522_166
D067571758,1580_36
D067571758,1642_98
D067571758,1722_48
D067571758,1844_120
D067571758,555_57
D067571758,688_3
D067571758,704_26
D0675719,1073_47
D0675719,1247_7
D0675719,1738_170
D0675719,1852_152
D0675719,2162_61
D0675719,2256_42
D0675719,2435_167
D0675722,2223_26
D0675722,499_99
D0675722,589_37
D0675722,6_142
D0675722,923_149
D067573301,1028_46
D067573301,1208_42
D067573301,1321_69
D067573301,1546_104
D067573301,1636_12
D067573301,1694_93
D067573301,1880_26
D067573301,2051_149
D067573301,2269_175
D067573301,311_132
D067573301,326_56
D067573301,349_57
D067573301,590_7
D067574063,1141_21
D067574063,1429_0
D067574063,1608_185
D067574063,1740_15
D067574063,1743_32
D067574063,2360_20
D067574063,50_181
D067574063,730_23
D067574063,957_168
D067574889,152_58
D067574889,1563_77
D067574889,1827_88
D067574889,2278_174
D067574889,2398_27
D067574889,603_152
D067574889,859_15
D0675755,1767_150
D0675755,1827_148
D0675755,432_145
D0675755,482_123
D0675755,892_130
D0675762,1226_50
D0675762,2109_104
D0675762,373_143
D0675762,744_173
D0675762,847_18
D067577392,2031_124
D067577392,2146_63
D067577392,2374_34
D067577392,833_129
D067577392,994_131
D067580927,1051_67
D067580927,1275_134
D067580927,1515_97
D067580927,1591_118
D067580927,1674_54
D067580927,2025_15
D067580927,2178_34
D067580927,238_9
D067580927,2415_185
D067580927,327_138
D067580927,53_128
D067580927,693_113
D067580927,924_13
D067581344,2472_134
D067581344,278_106
D067581344,852_132
D067581344,954_81
D0675814,1124_7
D0675814,1324_111
D0675814,1579_20
D0675814,158_122
D0675814,1968_67
D0675814,2237_163
D0675814,2348_80
D0675814,2418_26
D0675814,720_79
D0675814,792_118
D0675814,895_18
D0675814,921_122
D0675830,145_64
D0675830,2052_164
D0675830,2267_169
D0675830,2464_142
D0675830,57_49
D067588886,1218_39
D067588886,1684_69
D067588886,1812_57
D067588886,454_73
D067588886,778_22
D0675890,1007_26
D0675890,1637_97
D0675890,1771_90
D0675890,1780_129
D0675890,18_5
D0675890,2459_68
D0675890,461_3
D0675890,677_6
D0675890,763_164
D0675893,1051_114
D0675893,1358_31
D0675893,169_17
D0675893,1776_78
D0675893,1820_55
D0675893,1822_165
D0675893,2326_6
D0675893,666_153
D0675893,928_3
D067590131,1257_53
D067590131,12_71
D067590131,1558_93
D067590131,282_48
D067590131,49_148
D067590131,830_73
D067590858,1355_178
D067590858,1530_13
D067590858,1965_67
D067590858,2035_79
D067590858,2349_35
D067590858,2433_112
D067590858,503_53
D067590858,646_146
D067591169,1453_17
D067591169,1652_187
D067591169,285_86
D067591169,45_179
D067591169,989_101
D067592548,1141_182
D067592548,1560_185
D067592548,183_72
D067592548,2129_188
D067592548,2249_147
D067592548,2339_115
D067592548,789_85
D067592548,987_147
D067592692,2352_183
D067592692,249_43
D067592692,402_91
D067592692,469_152
D067592692,71_102
D0675929,1290_107
D0675929,1558_54
D0675929,702_106
D0675929,81_64
