D099922160,839_144
D099922672,1453_132
D099922672,356_94
D099922672,361_101
D099922672,769_22
D099922672,86_190
D099922689,1053_44
D099922689,1337_137
D099922689,1426_12
D099922689,2401_130
D099922689,84_110
D099922689,961_1
D0999231,1494_120
D0999231,1779_91
D0999231,281_84
D0999231,711_162
D0999231,943_54
D0999278,1175_138
D0999278,1347_125
D0999278,157_170
D0999278,1698_137
D0999278,16_17
D0999278,2027_55
D0999278,373_36
D099930417,1655_38
D099930417,2059_20
D099930417,497_183
D099930417,841_61
D0999309,1228_150
D0999309,1311_44
D0999309,1361_14
D0999309,2242_91
D0999309,2324_65
D0999309,458_184
D0999309,618_112
D0999309,646_48
D0999309,693_26
D0999309,75_91
D0999309,829_149
D0999318,1316_184
D0999318,1395_153
D0999318,1456_17
D0999318,1468_12
D0999318,1731_158
D0999318,2096_155
D0999318,2458_65
D0999318,651_66
D0999318,897_34
D0999323,1721_173
D0999323,1734_24
D0999323,1748_17
D0999323,1923_63
D0999323,196_61
D0999323,2250_10
D0999323,34_122
D0999323,876_102
D099932411,2109_48
D099932411,2234_139
D099932411,237_105
D099932411,2412_95
D099932411,2425_127
D099932411,252_141
D099932411,30_0
D099932411,689_88
D099932411,782_98
D099932848,1045_144
D099932848,1327_140
D099932848,1379_30
D099932848,2290_73
D099932848,2337_79
D099932848,2340_38
D0999333,1265_135
D0999333,1569_22
D0999333,216_31
D0999333,2383_189
D0999333,2399_131
D0999333,330_177
D0999333,780_131
D099934927,1703_48
D099934927,1964_79
D099934927,516_138
D099934927,615_145
D099934927,649_51
D099934927,847_6
D099934927,897_31
D099937836,1151_132
D099937836,433_168
D099937836,557_48
D099937836,565_61
D0999386,1225_24
D0999386,1522_83
D0999386,1733_102
D0999386,829_1
D0999386,849_126
D0999388,1189_178
D0999388,119_92
D0999388,1470_3
D0999388,942_118
D0999388,967_162
D099939021,1053_132
D099939021,1148_18
D099939021,1357_130
D099939021,1644_40
D099939021,1674_65
D099939021,1892_89
D099939021,1952_96
D099939021,201_165
D099939021,2310_147
D099939021,2384_158
D099939021,271_58
D099939021,499_136
D099939021,789_160
D0999393,1256_151
D0999393,1676_27
D0999393,1936_185
D0999393,322_169
D0999393,913_145
D099940324,1611_71
D099940324,1652_118
D099940324,1674_85
D099940324,257_24
D099940324,637_163
D099940324,707_31
D0999411,2182_56
D0999411,354_149
D0999411,381_147
D0999411,541_70
D0999411,76_112
D0999416,1008_97
D0999416,1344_188
D0999416,143_189
D0999416,1454_36
D0999416,1740_75
D0999416,18_120
D0999416,2121_21
D0999416,834_5
D0999430,1073_180
D0999430,1337_22
D0999430,1737_108
D0999430,1934_99
D0999430,2228_36
D0999430,345_171
D0999430,404_170
D0999446,1342_74
D0999446,1688_13
D0999446,2242_23
D0999446,2443_171
D0999446,331_132
D0999446,498_90
D0999446,71_84
D0999446,95_123
D0999446,983_9
D099944759,1549_121
D099944759,1825_152
D099944759,2018_124
D099944759,2195_121
D099944759,443_8
D099944759,472_165
D099944759,636_8
D099945428,1119_152
D099945428,1142_8
D099945428,1482_125
D099945428,1575_97
D099945428,1624_75
D099945428,2335_78
D099945428,2452_134
D099945428,280_33
D099945428,795_45
D099946272,1341_135
D099946272,1379_37
D099946272,1605_33
D099946272,2113_106
D099946272,2439_75
D099946272,384_180
D099946272,408_171
D099946272,56_174
D099946272,818_89
D0999482,1298_86
D0999482,1755_108
D0999482,1774_64
D0999482,846_8
D0999482,950_19
D0999508,1086_102
D0999508,1276_119
D0999508,1530_58
D0999508,31_96
D0999508,345_111
D0999508,466_22
D0999508,67_53
D0999508,900_56
D099954512,1061_42
D099954512,1279_149
D099954512,1815_86
D099954512,2453_183
D099954512,817_175
D099954611,1378_191
D099954611,1683_24
D099954611,1807_84
D099954611,1949_10
D099954611,807_104
D099955359,1099_84
D099955359,114_95
D099955359,1226_70
D099955359,1520_18
D099955359,1768_89
D099955359,2098_98
D099955359,2262_114
D099955359,680_28
D099955359,710_110
D099955359,950_147
D099956271,1147_48
D099956271,1148_182
D099956271,1154_58
D099956271,1591_139
D099956271,1854_156
D099956271,2232_178
D099956271,2303_129
D099956271,2365_174
D099956271,237_134
D099956271,426_124
D099956271,470_33
D099956271,471_4
D099956271,599_160
D0999569,1659_154
D0999569,19_149
D0999569,2219_95
D0999569,2404_25
D0999569,270_48
D0999579,1140_136
D0999579,1280_186
D0999579,1643_168
D0999579,1706_46
D0999579,1945_73
D0999579,263_154
D0999579,651_19
D0999579,675_21
D0999579,776_47
D0999580,1170_12
D0999580,1244_170
D0999580,1402_86
D0999580,2306_57
D0999580,2352_74
D099959470,1735_163
D099959470,18_178
D099959470,2024_127
D099959470,2364_59
D0999607,1766_9
D0999607,2261_89
D0999607,2439_91
D0999607,272_156
D0999607,372_47
D0999607,492_133
D0999607,595_1
D099963590,1301_187
D099963590,2223_87
D099963590,229_177
D099963590,316_62
D099963590,360_19
D099963590,360_65
D099963590,494_102
D099963590,51_67
D099963590,541_179
D099963590,608_163
D099963590,904_35
D099963590,91_21
D0999657,1016_78
D0999657,1894_108
D0999657,2315_80
D0999657,33_80
D0999657,461_53
D0999657,773_89
D0999657,805_99
D0999658,1401_178
D0999658,141_61
D0999658,1874_176
D0999658,2084_9
D0999658,2122_37
D0999658,2197_104
D0999658,2300_136
D0999658,57_29
D0999658,969_157
D099966683,1355_123
D099966683,1843_72
D099966683,2294_1
D099966683,351_42
D099966683,504_96
D099966683,558_80
D099968298,1213_18
D099968298,201_148
D099968298,234_14
D099968298,797_98
D099968298,944_67
D0999730,1184_86
D0999730,1592_89
D0999730,1871_30
D0999730,2323_184
D0999730,2378_8
D0999730,457_1
D0999730,533_144
D0999730,676_126
D0999730,895_16
D099974169,1073_136
D099974169,1611_164
D099974169,1661_183
D099974169,166_45
D099974169,1683_111
D099974169,1880_64
D099974169,2104_82
D099974169,2112_153
D099974169,2448_91
D0999751,1120_25
D0999751,1325_118
D0999751,1449_150
D0999751,1978_104
D0999751,2139_23
D0999751,2225_155
D0999751,2345_21
D0999751,744_75
D0999751,751_94
D099975210,1114_16
D099975210,1120_163
D099975210,151_7
D099975210,1595_184
D099975210,1806_78
D099975210,707_169
D0999760,1012_146
D0999760,1372_181
D0999760,1493_105
D0999760,1621_15
D0999760,1744_135
D0999760,2455_36
D0999760,262_18
D0999760,594_96
D0999760,940_132
D099976347,1436_175
D099976347,1802_81
D099976347,2133_65
D099976347,518_114
D099976347,710_21
D099976347,763_81
D099976521,1393_25
D099976521,190_144
D099976521,721_127
