D014145896,860_160
D014148514,1021_173
D014148514,11_39
D014148514,1345_147
D014148514,1639_140
D014148514,1764_189
D014148514,1922_169
D014148514,2089_32
D014148514,2350_44
D014148514,917_50
D014148514,926_20
D014149795,1156_176
D014149795,1266_153
D014149795,1340_133
D014149795,1403_184
D014149795,1718_15
D014149795,1722_166
D014149795,1974_134
D014149795,2089_151
D014149795,346_102
D014155536,1413_159
D014155536,1689_81
D014155536,1691_73
D014155536,455_179
D014155536,611_31
D014155536,974_5
D014158810,1002_69
D014158810,1057_29
D014158810,1201_98
D014158810,1335_181
D014158810,1497_127
D014158810,1705_51
D014158810,197_80
D014164842,1363_56
D014164842,1954_98
D014164842,2008_164
D014164842,2141_168
D014164842,2205_110
D014164842,2271_169
D014164842,2423_33
D014164842,578_101
D014164842,99_72
D014168109,1820_77
D014168109,2262_152
D014168109,316_19
D014168109,734_42
D014168109,819_12
D014168109,8_137
D014168154,1127_8
D014168154,1239_153
D014168154,1888_51
D014168154,2234_68
D014168154,435_148
D014168154,77_159
D014168710,1060_20
D014168710,1189_99
D014168710,1590_55
D014168710,186_158
D014168710,1910_52
D014168710,2474_83
D014168710,263_1
D014168710,330_10
D014168710,427_43
D014168710,428_119
D014172663,1178_1
D014172663,1653_92
D014172663,664_52
D014181245,1130_147
D014181245,1409_162
D014181245,1945_122
D014181245,1990_165
D014181245,2145_2
D014181245,2296_24
D014181245,648_124
D014181245,747_130
D014181245,792_8
D014182204,1021_46
D014182204,1098_45
D014182204,360_60
D014182204,473_82
D014182204,943_169
D014194191,1562_117
D014194191,1712_128
D014194191,2230_109
D014194191,2464_115
D014194191,420_149
D014194191,841_116
D014194191,939_22
D014194191,982_158
D014194351,1148_61
D014194351,129_159
D014194351,1419_161
D014194351,1427_19
D014194351,1432_142
D014194351,1703_44
D014194351,2112_33
D014194351,2205_47
D014194351,76_60
D014194351,992_40
D014195464,1073_70
D014195464,155_97
D014195464,1853_119
D014195464,2210_10
D014195464,2268_159
D014195464,2322_15
D014195464,2387_125
D014195464,263_182
D014195464,272_69
D014195464,645_56
D014195464,646_122
D014195464,64_111
D014195532,1445_90
D014195532,1826_90
D014195532,2112_183
D014195532,2224_136
D014195532,2266_69
D014195532,2316_70
D014195532,589_76
D014196508,1318_125
D014196508,1679_175
D014196508,1710_116
D014196508,1718_82
D014196508,1738_21
D014196508,1759_91
D014196508,1951_37
D014196508,1987_37
D014196508,2473_32
D014196508,336_101
D014196508,422_33
D014196508,564_23
D014197475,1110_64
D014197475,1552_23
D014197475,1996_107
D014197475,2134_113
D014197475,598_130
D014199134,1267_58
D014199134,1566_30
D014199134,1946_186
D014199134,2083_79
D014199134,2200_140
D014199134,2475_115
D014199134,584_13
D014199134,782_94
D014209734,1508_90
D014209734,1847_102
D014209734,2027_10
D014209734,2339_153
D014209734,242_138
D014209734,266_81
D014209734,268_58
D014209734,318_22
D014209734,483_30
D014209734,905_77
D014210174,1187_114
D014210174,1315_47
D014210174,1468_146
D014210174,1539_108
D014210174,1558_53
D014210174,1604_50
D014210174,1616_178
D014210174,1680_158
D014210174,1913_176
D014210174,2333_41
D014210174,592_84
D014210174,645_22
D014210174,813_18
D014210822,1965_122
D014210822,2063_118
D014210822,2191_124
D014210822,2404_133
D014210822,2476_159
D014210822,296_149
D014210822,402_182
D014211539,1147_83
D014211539,1469_38
D014211539,1559_77
D014211539,1633_70
D014211539,1732_2
D014211539,1914_20
D014211539,2356_57
D014211539,412_182
D014211539,555_14
D014211539,79_42
D014211539,801_64
D014211539,924_68
D014213946,1065_154
D014213946,114_149
D014213946,1157_40
D014213946,1342_167
D014213946,1377_76
D014213946,505_25
D014213946,583_39
D014213946,610_170
D014213946,713_16
D014219658,1451_85
D014219658,1552_123
D014219658,178_69
D014219658,2046_126
D014219658,2347_136
D014219658,494_179
D014219658,720_123
D014219658,787_117
D014219658,963_98
D014221965,1790_40
D014221965,2133_70
D014221965,2187_38
D014221965,2464_19
D014222535,117_124
D014222535,1286_48
D014222535,1300_14
D014222535,1365_25
D014222535,1382_101
D014222535,1532_74
D014222535,1555_55
D014222535,1849_121
D014222535,2011_46
D014222535,2103_62
D014222535,2254_88
D014222535,4_99
D014222535,655_185
D014223815,1100_41
D014223815,1512_140
D014223815,1548_129
D014223815,1668_186
D014223815,1702_35
D014223815,185_117
D014223815,1865_153
D014223815,2033_35
D014223815,330_164
D014223815,623_115
D014223815,762_58
D014223815,922_159
D014224140,1500_149
D014224140,1568_35
D014224140,2395_139
D014224140,2450_121
D014224140,514_180
D014224140,824_112
D014226434,1336_19
D014226434,1694_178
D014226434,1701_65
D014226434,1766_48
