D046449337,2440_18
D046453945,1014_76
D046453945,1606_88
D046453945,1778_100
D046453945,2176_180
D046453945,245_138
D046453945,253_145
D046453945,380_69
D046453945,526_14
D046453945,905_115
D046454768,1862_172
D046454768,2434_102
D046454768,363_41
D046454768,366_3
D046454768,68_175
D046460820,33_121
D046460820,631_142
D046460820,772_84
D046460820,784_180
D046463968,1396_23
D046463968,1600_186
D046463968,1835_158
D046463968,1999_147
D046463968,2121_156
D046463968,2156_54
D046463968,233_117
D046463968,283_55
D046463968,305_173
D046463968,708_59
D046467911,1042_127
D046467911,1365_136
D046467911,1925_105
D046467911,2006_99
D046467911,2130_26
D046467911,2184_158
D046467911,285_124
D046467911,440_39
D046468178,1602_162
D046468178,1731_120
D046468178,1906_144
D046468178,1930_183
D046468178,2179_16
D046468178,2350_46
D046468178,2362_109
D046468994,1000_28
D046468994,1042_176
D046468994,1989_148
D046468994,204_162
D046468994,2369_107
D046468994,379_131
D046468994,42_6
D046468994,46_38
D046468994,799_141
D046468994,870_131
D046476852,1271_41
D046476852,1546_80
D046476852,1553_163
D046476852,33_35
D046480491,1232_113
D046480491,1413_129
D046480491,1554_26
D046480491,2078_44
D046480491,245_88
D046480491,833_91
D046480491,84_182
D046485304,1167_95
D046485304,1203_2
D046485304,1325_113
D046485304,1854_42
D046485304,2146_20
D046485304,260_99
D046485304,428_59
D046485304,596_78
D046485304,881_169
D046485434,1007_107
D046485434,1134_110
D046485434,1312_110
D046485434,1437_45
D046485434,1667_91
D046485434,221_94
D046485434,445_14
D046485434,941_104
D046485434,989_136
D046487612,1004_154
D046487612,1188_19
D046487612,1745_167
D046487612,2292_77
D046487612,2293_29
D046487612,342_172
D046487612,440_146
D046487612,516_50
D046487612,809_129
D046487612,895_113
D046487612,996_148
D046488343,1327_52
D046488343,1639_152
D046488343,1674_123
D046488343,2046_3
D046488343,2314_164
D046488343,2425_121
D046488343,285_45
D046488343,761_39
D046490773,1989_150
D046490773,2299_100
D046490773,91_14
D046491596,1515_6
D046491596,2250_96
D046491596,599_81
D046494412,1302_107
D046494412,1327_32
D046494412,1549_81
D046494412,1913_6
D046494412,2249_113
D046494412,2420_159
D046494412,330_176
D046494412,401_91
D046494412,733_125
D046496744,1107_32
D046496744,1276_142
D046496744,1462_114
D046496744,1975_30
D046496744,1979_133
D046496744,569_58
D046498939,1147_149
D046498939,1354_29
D046498939,1598_69
D046498939,182_64
D046498939,1927_142
D046498939,2224_164
D046498939,2307_24
D046498939,2334_39
D046498939,2424_86
D046498939,66_71
D046498939,906_165
D046499363,11_159
D046499363,1200_44
D046499363,1252_49
D046499363,1614_55
D046499363,1980_26
D046499363,2024_97
D046499363,469_173
D046499363,572_86
D046499837,1051_180
D046499837,135_2
D046499837,16_12
D046499837,1807_51
D046499837,1829_186
D046499837,2213_45
D046499837,2315_143
D046505583,154_184
D046505583,1615_132
D046505583,1730_43
D046505583,2017_62
D046505583,2020_159
D046505583,2037_63
D046505583,2053_44
D046505583,2356_117
D046507433,1014_50
D046507433,1067_54
D046507433,1438_132
D046507433,1603_122
D046507433,1633_167
D046507433,1637_70
D046507433,2338_140
D046507433,297_28
D046507433,337_133
D046507433,363_151
D046507433,633_13
D046507433,871_86
D046509758,1493_83
D046509758,149_183
D046509758,563_48
D046509758,631_164
D046509758,725_166
D046509758,861_154
D046509758,912_6
D046509758,92_62
D046517517,1320_127
D046517517,151_121
D046517517,363_99
D046517517,936_53
D046519153,1257_176
D046519153,1529_105
D046519153,17_188
D046519153,311_112
D046522818,1050_97
D046522818,1290_185
D046522818,2208_12
D046522818,2240_16
D046522818,2326_122
D046522818,2363_141
D046522818,237_27
D046522818,2459_22
D046523600,1021_9
D046523600,165_97
D046523600,2246_38
D046523600,54_100
D046530295,1533_24
D046530295,1692_96
D046530295,323_25
D046530295,784_56
D046535016,1467_17
D046535016,153_169
D046535016,1800_180
D046535016,1967_106
D046535016,2224_76
D046535016,2239_5
D046535016,2388_186
D046535016,606_73
D046535016,695_46
D046535016,751_82
D046535016,877_149
D046535016,906_141
D046543837,104_54
D046543837,1286_89
D046543837,1303_23
D046543837,1494_59
D046543837,1741_67
D046543837,2317_155
D046543837,419_63
D046543837,460_119
D046543837,674_166
D046543837,702_35
D046543837,833_178
D046543837,856_26
D046543837,86_148
D046544865,102_122
D046544865,1103_123
D046544865,131_82
D046544865,1641_138
D046544865,2224_55
D046544865,2330_54
D046544865,2419_51
D046544865,600_38
D046547927,120_136
D046547927,1294_57
D046547927,1895_135
D046547927,356_69
D046547927,693_54
D046548917,1950_60
D046548917,276_74
D046548917,369_166
D046548917,437_5
D046548917,457_120
D046556561,1616_182
D046556561,2124_55
D046556561,2177_46
D046556561,2204_62
D046556561,228_109
D046556561,655_132
D046557469,1092_84
D046557469,2351_46
D046557469,626_44
D046557469,94_95
D046559579,1181_78
D046559579,1821_108
D046559579,1886_143
D046559579,2255_91
D046559579,2459_45
D046559579,474_11
D046559579,528_39
D046559579,872_123
D046561206,1130_148
D046561206,129_27
D046561206,1891_118
D046561206,1939_144
D046561206,638_160
D046561206,638_164
D046561206,775_111
D046561206,818_35
D046561206,917_12
D046562319,2378_68
D046562319,2424_94
D046562319,386_89
D046562319,750_46
D046562319,773_119
D046562395,1655_65
D046562395,193_165
D046562395,213_129
D046562395,242_44
D046562395,714_83
D046562395,829_45
D046562395,995_94
D046566270,1288_15
D046566270,1386_40
D046566270,1504_183
D046566270,1930_74
D046566270,2235_119
D046566270,269_77
D046566270,323_97
D046566270,463_127
D046566270,499_35
D046566270,774_27
D046566485,1183_173
D046566485,1299_117
D046566485,1695_100
D046566485,357_168
D046566485,528_137
D046566485,955_157
D046567048,160_185
D046567048,1713_88
D046567048,177_190
D046567048,2051_68
D046567048,216_29
D046567048,2421_170
D046567048,448_15
D046567048,65_37
D046567048,901_19
D046571618,1275_67
D046571618,1641_5
D046571618,2125_107
D046571618,324_152
D046571618,781_26
D046571618,937_130
D046578747,114_31
D046578747,1841_82
D046578747,1926_10
D046578747,2436_107
D046578747,2470_165
D046578747,704_35
D046582362,1878_117
