D060572837,577_57
D0605732,127_95
D0605732,1588_54
D0605732,1607_101
D0605732,295_114
D0605732,332_18
D0605732,520_171
D060573407,1072_110
D060573407,1263_11
D060573407,1290_164
D060573407,155_45
D060573407,1934_61
D060573407,1981_49
D060573407,2091_176
D060573407,2293_28
D060573407,465_23
D060573407,612_6
D060573407,777_29
D060573407,793_73
D060573407,82_96
D060575722,1144_152
D060575722,2095_111
D060575722,212_65
D060575722,2373_128
D060575722,277_133
D060575722,494_73
D060576262,170_162
D060576262,1965_60
D060576262,2257_44
D060576262,27_154
D060576262,319_124
D060576262,57_129
D060576262,855_3
D060576651,1641_53
D060576651,1734_6
D060576651,1759_185
D060576651,1897_134
D060576651,19_19
D060576651,2060_177
D060576651,409_132
D060576651,834_69
D060577214,174_40
D060577214,1901_6
D060577214,2439_164
D060577214,2468_54
D060577214,361_0
D060577214,814_52
D060577214,835_71
D060577214,83_115
D0605778,1660_74
D0605778,1800_8
D0605778,1901_7
D0605778,2011_31
D0605778,81_7
D060578068,1175_179
D060578068,1232_177
D060578068,130_4
D060578068,1421_6
D060578068,1576_38
D060578068,158_121
D060578068,1672_69
D060578068,1760_61
D060578068,2212_84
D060578068,2353_162
D060578068,2359_16
D060578068,925_125
D0605822,1234_124
D0605822,1710_21
D0605822,287_110
D060583604,1084_143
D060583604,1299_183
D060583604,1421_176
D060583604,2021_101
D060583604,2076_31
D060583604,275_11
D060583604,380_124
D060583604,605_59
D060583604,671_162
D0605855,1439_107
D0605855,881_83
D0605855,984_14
D060585745,1135_130
D060585745,1975_71
D060585745,1993_141
D060585745,727_152
D0605861,1184_79
D0605861,1301_20
D0605861,1538_37
D0605861,1818_34
D0605861,183_103
D0605861,580_168
D0605861,693_101
D0605861,850_85
D0605870,1137_75
D0605870,1281_158
D0605870,1484_109
D0605870,1617_118
D0605870,16_37
D0605870,2130_160
D0605870,578_28
D0605870,587_1
D0605870,655_137
D0605881,1188_64
D0605881,1308_50
D0605881,1581_140
D0605881,1691_177
D0605881,1719_109
D0605881,1753_143
D0605881,2098_45
D0605881,343_4
D0605881,525_95
D0605881,728_82
D060588388,1424_158
D060588388,1490_70
D060588388,1563_160
D060588388,1606_16
D060588388,1654_173
D060588388,2165_77
D060588388,929_69
D0605896,1068_131
D0605896,1097_167
D0605896,2086_143
D0605896,2147_25
D0605896,2245_14
D0605896,422_16
D0605896,809_69
D0605911,1321_130
D0605911,1596_133
D0605911,190_39
D0605911,437_141
D0605911,975_96
D0605916,1238_63
D0605916,129_19
D0605916,1703_80
D0605916,20_69
D0605916,27_32
D0605916,308_39
D0605916,336_48
D0605916,389_43
D0605916,981_171
D0605933,1016_86
D0605933,1035_23
D0605933,1076_70
D0605933,1177_155
D0605933,1772_174
D0605933,1942_144
D0605933,214_90
D0605933,2179_160
D0605935,1309_133
D0605935,1436_10
D0605935,21_86
D0605935,2332_123
D0605935,345_16
D0605951,1496_4
D0605951,1586_115
D0605951,178_178
D0605951,2298_30
D0605951,415_18
D0605951,533_163
D0605951,852_93
D0605960,1165_92
D0605960,1521_57
D0605960,1851_184
D0605960,1942_80
D0605960,1961_1
D0605960,2333_92
D0605960,350_153
D0605960,358_170
D0605960,491_144
D060596901,1050_178
D060596901,1188_154
D060596901,2369_64
D060596901,33_151
D060597465,1628_16
D060597465,1716_35
D060597465,1953_143
D060597465,2222_2
D060597465,2267_170
D060597465,584_6
D060597465,824_138
D0605991,1109_111
D0605991,1437_101
D0605991,1476_36
D0605991,171_183
D0605991,1822_143
D0605991,2353_174
D0605991,55_7
D0605991,632_23
D0605991,946_153
D0606000,1104_164
D0606000,1250_144
D0606000,2022_99
D0606000,865_57
D0606000,892_86
D0606010,1002_155
