D094810424,769_37
D0948106,133_144
D0948106,1501_67
D0948106,2122_48
D0948106,58_116
D0948106,96_95
D094813357,109_67
D094813357,1251_110
D094813357,1316_85
D094813357,1805_30
D094813357,1890_6
D094813357,2393_9
D094813357,245_124
D0948148,2088_136
D0948148,2154_99
D0948148,437_186
D0948148,651_140
D0948148,758_88
D094815528,1021_74
D094815528,1301_103
D094815528,1308_53
D094815528,1823_98
D094815528,1896_110
D094815528,73_82
D0948171,1165_154
D0948171,1277_46
D0948171,1481_163
D0948171,2088_147
D0948171,20_129
D0948171,474_31
D0948171,566_165
D0948171,905_146
D0948176,1430_93
D0948176,15_159
D0948176,1695_56
D0948176,2120_128
D0948176,2361_179
D0948176,2364_28
D0948176,2473_122
D0948188,1085_126
D0948188,1716_19
D0948188,2058_146
D0948188,2263_136
D0948188,2299_14
D0948188,321_13
D0948188,360_0
D0948188,519_27
D094819038,1276_40
D094819038,1898_79
D094819038,1960_90
D094819038,2035_31
D094819038,638_41
D094819038,986_154
D0948195,117_118
D0948195,1198_23
D0948195,127_49
D0948195,1380_108
D0948195,1872_170
D0948195,934_124
D0948195,967_70
D0948219,1224_148
D0948219,1340_67
D0948219,1501_93
D0948219,2279_138
D0948219,492_156
D0948219,785_55
D094822403,2228_172
D094822403,355_13
D094822403,490_138
D094822403,567_65
D094822403,777_71
D0948232,114_96
D0948232,1206_139
D0948232,1237_173
D0948232,161_110
D0948232,2167_46
D0948232,242_134
D0948232,247_40
D0948232,408_32
D094824674,2044_19
D094824674,363_145
D094824674,653_7
D0948263,1024_8
D0948263,121_18
D0948263,1553_124
D0948263,2138_80
D0948263,2186_176
D0948263,695_132
D0948263,718_5
D0948263,746_66
D0948264,1368_188
D0948264,1376_130
D0948264,1568_134
D0948264,1698_37
D0948264,1712_45
D0948264,1869_163
D0948264,2402_89
D0948264,33_4
D094827453,1103_20
D094827453,131_81
D094827453,1637_185
D094827453,197_170
D094827453,278_140
D094827453,352_42
D094827453,379_65
D094827453,591_106
D094827453,656_51
D0948280,114_37
D0948280,130_13
D0948280,1452_121
D0948280,1632_136
D0948280,1928_134
D0948280,2426_42
D0948280,2453_61
D0948280,271_41
D0948280,623_147
D094828795,1058_86
D094828795,1126_179
D094828795,1617_33
D094828795,1726_8
D094828795,1837_79
D094828795,2186_147
D094828795,2188_130
D094828795,2231_115
D094828795,2370_82
D094828795,2444_75
D094828795,24_38
D094828795,81_156
D094828795,873_29
D094830064,1262_119
D094830064,1610_34
D094830064,1807_23
D094830064,1968_179
D094830064,2432_138
D094830064,259_80
D094830064,458_106
D094830064,551_21
D094830064,774_150
D094830170,1607_9
D094830170,1627_39
D094830170,1891_135
D094830170,2323_41
D094830170,602_0
D094830170,663_90
D094830170,918_162
D094830767,2332_177
D094830767,502_104
D094830767,520_144
D094830767,561_1
D0948309,1225_147
D0948309,1413_86
D0948309,1709_40
D0948309,2207_9
D0948309,62_34
D0948328,1142_89
D0948328,1317_73
D0948328,1766_19
D0948328,2130_36
D0948328,213_150
D0948328,2452_153
D0948328,3_124
D0948328,716_32
D094833829,1136_4
D094833829,2238_73
D094833829,2302_163
D094833829,29_103
D094833829,363_52
D094833829,412_131
D094833829,513_125
D094833829,549_65
D094833829,713_124
D094834895,1042_185
D094834895,350_36
D094834895,940_81
D0948351,1732_174
D0948351,339_97
D0948351,592_145
D0948351,726_19
D0948351,964_118
D0948357,1258_78
D0948357,1542_113
D0948357,1922_32
D0948357,2131_107
D0948357,2153_0
D0948357,2443_74
D0948357,786_113
D0948357,957_89
D0948357,965_110
D094835878,1327_93
D094835878,2116_112
D094835878,315_32
D094835878,449_51
D094835878,796_137
D094835878,953_60
D0948363,130_78
D0948363,1701_109
D0948363,1993_8
D0948363,441_181
D0948363,965_41
D0948388,1416_45
D0948388,1566_70
D0948388,1686_94
D0948388,1704_119
D0948388,1718_23
D0948388,2028_138
D0948388,482_78
D0948388,629_176
D0948388,90_63
D094839319,1064_182
D094839319,1206_73
D094839319,1506_29
D094839319,1654_75
