D048853354,933_139
D048864671,1055_171
D048864671,1474_126
D048864671,1632_157
D048864671,1966_150
D048864671,2057_32
D048864671,2088_60
D048864671,2208_44
D048864671,502_119
D048864671,593_176
D048864671,935_102
D048865210,120_11
D048865210,462_68
D048865210,677_77
D048865210,866_143
D048865210,971_129
D048880381,1532_24
D048880381,1849_0
D048880381,2353_22
D048880381,992_127
D048887632,1475_89
D048887632,359_125
D048887632,954_11
D048887632,979_145
D048893251,1059_5
D048893251,1103_172
D048893251,1160_6
D048893251,1574_184
D048893251,1606_89
D048893251,1636_54
D048893251,1658_30
D048893251,219_173
D048893251,522_30
D048893657,1414_8
D048893657,1939_101
D048893657,9_65
D048898294,1024_92
D048898294,1423_42
D048898294,1814_150
D048898294,1950_16
D048898294,1991_170
D048898294,2068_43
D048898294,2225_39
D048898294,2374_53
D048898294,477_52
D048898294,543_112
D048898294,658_107
D048898294,880_140
D048903745,1581_178
D048903745,2225_113
D048903745,2398_39
D048903745,345_176
D048903745,551_99
D048903745,799_170
D048911320,1278_67
D048911320,1714_24
D048911320,2003_170
D048911320,2459_9
D048911320,366_142
D048911320,590_111
D048911320,614_4
D048911320,716_171
D048911320,87_188
D048911481,1076_146
D048911481,1078_146
D048911481,1275_78
D048911481,1821_153
D048911481,1944_68
D048911481,2163_36
D048911481,268_135
D048911481,307_122
D048911481,909_133
D048912945,1176_154
D048912945,1848_93
D048912945,2300_81
D048912945,349_41
D048912945,915_114
D048912945,921_35
D048918121,1414_106
D048918121,1455_24
D048918121,1681_23
D048918121,1781_67
D048918121,2258_77
D048918121,677_160
D048918121,720_35
D048918121,741_162
D048918121,801_66
D048921572,1044_167
D048921572,1079_116
D048921572,1123_156
D048921572,1707_133
D048921572,2369_112
D048921572,2462_11
D048921572,2476_68
D048921572,448_185
D048921572,554_57
D048921572,69_105
D048921572,870_60
D048921572,901_0
D048923972,1311_0
D048923972,1462_6
D048923972,1541_30
D048923972,1709_78
D048923972,2120_95
D048923972,301_23
D048923972,898_87
D048923972,946_132
D048923972,961_41
D048928533,1177_11
D048928533,1251_150
D048928533,1281_107
D048928533,1726_40
D048928533,2059_65
D048928533,532_158
D048929042,1328_124
D048929042,1368_121
D048929042,1460_24
D048929042,1938_12
D048929042,2088_29
D048929042,2214_44
D048929042,2264_116
D048929042,2332_130
D048929042,2342_166
D048935098,1134_135
D048935098,1374_79
D048935098,1546_39
D048935098,227_68
D048935098,236_183
D048935098,72_126
D048940399,109_119
D048940399,1474_47
D048940399,163_106
D048940399,1989_94
D048940399,2375_66
D048940399,2422_32
D048942379,104_108
D048942379,1492_65
D048942379,1500_62
D048942379,1625_20
D048942379,1878_69
D048942379,392_9
D048943109,1051_17
D048943109,240_162
D048943109,270_98
D048943109,449_73
D048943758,1055_135
D048943758,1170_74
D048943758,1697_56
D048943758,728_130
D048945042,103_132
D048945042,1368_107
D048945042,1869_105
D048945042,217_45
D048945042,2358_144
D048945042,2377_90
D048945042,931_37
D048945172,1129_109
D048945172,1191_26
D048945172,1192_142
D048945172,2303_41
D048945172,2448_117
D048948609,1007_71
D048948609,1768_31
D048948609,2164_80
D048948609,2172_179
D048948609,424_186
D048948609,462_23
D048948609,509_8
D048950640,1141_71
D048950640,1211_82
D048950640,1487_127
D048950640,1491_57
D048950640,2117_179
D048950640,2213_102
D048950640,2354_57
D048950640,381_50
D048950640,56_80
D048950640,598_30
D048950640,757_33
D048952958,1035_186
D048952958,1445_83
D048952958,1708_183
D048952958,170_143
D048952958,424_61
D048952958,655_171
D048952958,984_166
D048954235,1017_138
D048954235,1452_175
D048954235,1760_15
D048954235,1817_70
D048954235,31_164
D048954235,4_165
D048954235,639_125
D048954235,691_102
D048954235,992_143
D048955256,1153_39
D048955256,1266_149
D048955256,2055_181
D048955256,2114_85
D048955256,2335_147
D048955256,2410_11
D048955256,350_134
D048955256,40_40
D048955256,527_174
D048955256,615_182
D048955256,798_160
D048955843,1388_69
D048955843,1603_100
D048955843,17_95
D048955843,1916_17
D048955843,2071_28
D048955843,2402_55
D048960434,1090_94
D048960434,1155_8
D048960434,1415_127
D048960434,1435_37
D048960434,1667_103
D048960434,2222_138
D048961042,1077_1
D048961042,118_179
D048961042,1202_133
D048961042,1948_45
D048961042,2051_176
D048961042,2111_132
D048961042,2455_183
D048961042,393_35
D048961042,496_154
D048961042,64_190
D048961042,861_22
D048961042,922_86
D048961042,991_30
D048963787,1228_19
D048963787,1448_168
D048963787,1610_26
D048963787,1685_52
D048963787,2101_98
D048963787,2248_83
D048963787,2310_171
D048963787,522_99
D048963787,744_83
D048963787,873_36
D048965644,104_144
D048965644,1858_108
D048965644,1976_139
D048965644,212_50
D048965644,456_22
D048965644,591_44
D048965644,607_104
D048965644,7_178
D048965644,81_103
D048966276,1137_159
D048966276,1307_117
D048966276,1443_113
D048966276,2375_122
D048968935,139_99
D048968935,1998_165
D048968935,2062_40
D048968935,2272_171
D048968935,248_137
D048968935,32_90
D048968935,781_49
D048969840,1421_50
D048969840,1458_140
D048969840,408_161
D048970037,1303_9
D048970037,2241_18
D048970037,2363_144
D048970037,360_121
D048970037,472_109
D048970037,597_115
D048973748,1363_79
D048973748,1563_129
D048973748,1928_72
D048973748,218_156
D048973748,2269_105
D048973748,2271_26
D048973748,232_12
D048973748,373_55
D048973748,384_149
D048973748,455_20
D048973748,902_77
D048973748,907_85
D048979979,1266_135
D048979979,1419_104
D048979979,1512_38
D048979979,1579_31
D048979979,1731_88
D048979979,1857_18
D048979979,2123_53
D048979979,2174_118
D048979979,370_5
D048979979,553_42
D048979979,894_6
D048979979,983_140
D048982276,1163_144
D048982276,641_137
D048982276,808_95
D048990677,1197_18
D048990677,1305_14
D048990677,1511_167
D048990677,1558_103
D048990677,1698_138
D048990677,1739_75
D048990677,2238_18
D048990677,2322_34
D048990677,400_134
D048990677,42_118
D048990691,1322_87
D048990691,1640_56
D048990691,2273_72
D048990691,265_162
D048990691,940_56
D048990844,132_136
D048990844,1877_58
D048990844,381_105
D048990844,531_85
D048990844,6_14
D048991339,1577_182
D048991339,1813_71
D048991339,1870_35
D048991339,1899_76
D048991339,1925_15
D048991339,2089_119
D048991339,345_40
D048991339,694_4
D048991964,106_168
D048991964,1471_52
D048991964,1530_133
D048991964,1617_91
