D0966140,891_0
D096614464,1239_99
D096614464,167_162
D096614464,1793_140
D096614464,1897_7
D096614464,450_46
D096614464,662_114
D096614464,841_30
D096614464,883_90
D096614464,928_25
D0966145,1015_4
D0966145,123_64
D0966145,1371_175
D0966145,1432_11
D0966145,1832_86
D0966145,2114_116
D0966145,2195_160
D0966145,2452_64
D0966145,397_178
D0966145,437_35
D0966145,495_16
D0966145,584_136
D0966145,862_91
D0966179,1483_69
D0966179,1599_130
D0966179,1667_127
D0966179,1709_7
D0966179,2022_74
D0966179,30_68
D0966179,51_153
D0966179,784_128
D0966179,880_156
D096618165,109_144
D096618165,1519_166
D096618165,1764_45
D096618165,2019_28
D096618165,2189_139
D096618165,2378_63
D096618165,315_116
D096618165,534_151
D096618165,567_90
D096618165,77_61
D096618165,866_118
D0966199,1191_74
D0966199,1331_98
D0966199,667_118
D0966199,902_30
D0966199,961_86
D0966202,1125_114
D0966202,1547_144
D0966202,1620_16
D0966202,1831_8
D0966202,1974_37
D0966202,2370_138
D0966202,2404_166
D0966202,283_61
D0966202,319_156
D0966202,901_146
D0966228,1110_77
D0966228,1797_5
D0966228,2008_22
D0966228,564_97
D096623008,1209_50
D096623008,1929_136
D096623008,2179_10
D096623008,2188_152
D096623008,291_71
D096623008,294_38
D096623008,623_71
D096623008,807_56
D096623008,815_116
D096623008,835_86
D096623008,83_107
D096623602,1058_106
D096623602,1064_42
D096623602,1129_132
D096623602,2019_115
D0966272,1107_85
D0966272,1452_111
D0966272,431_113
D0966272,635_64
D0966272,670_14
D0966272,779_120
D0966272,956_43
D0966274,1026_66
D0966274,1330_139
D0966274,1334_18
D0966274,1729_145
D0966274,1762_123
D0966274,1876_16
D0966274,2174_65
D0966274,2458_61
D0966274,352_15
D0966305,1441_135
D0966305,1507_59
D0966305,1595_24
D0966305,1717_72
D0966305,197_4
D0966305,214_2
D0966305,452_166
D0966310,1044_136
D0966310,1184_76
D0966310,1579_59
D0966310,1734_149
D0966310,21_3
D0966310,2281_101
D0966310,2305_171
D0966310,2446_147
D0966310,7_158
D0966310,807_113
D0966314,1062_28
D0966314,1319_157
D0966314,2223_121
D0966314,2403_45
D0966314,911_92
D0966314,962_69
D0966314,995_71
D0966314,9_155
D0966320,1219_123
D0966320,1355_129
D0966320,1744_185
D0966320,2397_46
D0966320,885_58
D096632345,1051_153
D096632345,1090_67
D096632345,1257_187
D096632345,1448_0
D096632345,169_93
D096632345,241_27
D096632345,965_65
D096634752,1118_115
D096634752,1334_145
D096634752,2171_64
D096634752,568_2
D0966350,1272_101
D0966350,1685_180
D0966350,1844_132
D0966350,2108_81
D0966350,2295_178
D0966350,2394_93
D0966350,2415_157
D0966350,390_151
D0966350,933_157
D096635179,1053_128
D096635179,1073_114
D096635179,1567_66
D096635179,160_28
D096635179,2389_82
D096635179,327_102
D0966354,1025_94
D0966354,1059_34
D0966354,133_171
D0966354,1768_165
D0966354,2189_123
D0966354,2350_39
D0966354,601_71
D0966354,936_183
D096637081,1319_149
D096637081,137_86
D096637081,1959_118
D096637081,2466_134
D096637081,307_171
D096637081,694_75
D0966397,1262_176
D0966397,1389_186
D0966397,1460_99
D0966397,1886_104
D0966397,2285_148
D0966397,2406_178
D0966397,438_69
D0966397,84_13
D0966412,1114_132
D0966412,1385_19
D0966412,1991_186
D0966412,2215_72
D0966412,2376_8
D0966412,397_108
D0966412,643_73
D096644409,1007_136
D096644409,1267_108
D096644409,2221_6
D096644409,748_129
D096644409,821_112
D0966455,1165_160
D0966455,153_157
D0966455,1729_73
D0966455,184_177
D0966455,56_40
D0966455,572_91
D0966455,79_99
D0966455,86_147
D096646595,101_117
D096646595,1300_33
D096646595,1511_29
D096646595,1605_84
D096646595,1808_72
D096646595,2231_150
D096646595,2315_6
D096646595,329_182
D096646915,2348_57
D096646915,499_128
D096646915,60_120
D096646915,889_163
D0966479,100_30
D0966479,1123_72
D0966479,1186_34
D0966479,1340_100
D0966479,1558_7
D0966479,1733_150
D0966479,2409_94
D0966479,456_95
D0966479,9_169
D0966527,122_55
D0966527,1873_173
D0966527,1919_33
D0966527,655_37
D0966527,78_82
D0966543,1234_116
D0966543,1386_101
D0966543,1920_29
D0966543,2068_10
D0966543,2082_56
D0966543,289_68
D0966543,384_4
D0966543,467_171
D0966543,77_92
D096654538,1140_27
D096654538,1330_86
D096654538,1343_103
D096654538,155_42
D096654538,1591_73
D096654538,1601_145
D096654538,1767_64
D096654538,2246_172
D096654538,332_12
D096654538,656_172
D096654538,855_2
D0966556,1017_70
D0966556,1574_128
D0966556,218_80
D0966556,527_70
D0966556,56_180
D0966572,1216_115
D0966572,1349_16
D0966572,1843_14
D0966572,2111_74
D0966572,2473_5
D0966572,263_11
D0966572,303_11
D0966572,789_118
D0966572,900_132
D0966610,1253_123
D0966610,1687_106
D0966610,180_152
D0966610,1881_8
D0966610,2200_68
D0966610,301_126
D0966610,355_113
D0966610,437_7
D0966610,625_36
D0966637,2080_149
D0966637,2194_126
D0966637,643_64
D0966637,795_182
D0966642,1358_187
D0966642,1598_39
D0966642,1693_117
D0966642,1941_28
D0966642,371_38
D0966642,412_64
D0966642,789_95
D096666487,116_78
D096666487,1307_108
D096666487,1317_70
D096666487,1559_132
D096666487,1962_33
D096666487,2167_27
D096666487,430_85
D096666487,459_42
D096666487,900_153
D096666487,910_123
D0966675,1365_62
D0966675,1556_155
D0966675,1713_34
D0966675,2139_146
D0966675,447_96
D0966675,904_131
D0966677,1918_151
D0966677,2409_79
D0966677,325_178
D0966677,794_144
D0966677,89_128
D0966682,1223_63
D0966682,1563_103
D0966682,1589_22
D0966682,16_170
D0966682,1797_175
D0966682,1884_97
D0966682,2121_182
D0966682,2155_147
D0966682,519_87
D0966682,621_117
D0966685,1012_114
D0966685,1614_69
D0966685,1625_167
D0966685,1779_162
D0966685,1855_5
D0966685,1996_73
D0966685,2310_70
D0966685,2435_104
D0966685,454_94
D0966685,641_153
D0966685,685_81
D0966685,717_77
D0966685,880_25
D0966778,1147_33
