D084998767,965_77
D084998927,1003_64
D084998927,1164_123
D084998927,2196_8
D084998927,2391_140
D084998927,792_137
D0850009,1311_62
D0850009,1537_75
D0850009,1834_115
D0850009,1950_97
D0850009,2157_26
D0850009,485_36
D0850009,531_70
D0850009,982_2
D085001169,1165_86
D085001169,1348_27
D085001169,1747_61
D085001169,344_30
D085001169,749_148
D0850013,131_71
D0850013,1496_20
D0850013,1753_177
D0850013,2174_48
D0850013,2226_48
D0850013,42_150
D0850013,510_142
D0850013,898_70
D085001695,1601_138
D085001695,54_28
D085001695,57_133
D0850022,139_173
D0850022,2038_120
D0850022,2225_124
D0850022,2229_161
D0850022,2243_15
D0850022,2248_100
D0850022,406_86
D0850022,494_111
D0850022,776_110
D0850022,8_186
D0850022,913_12
D0850022,937_108
D0850031,356_22
D0850031,401_52
D0850031,848_140
D0850038,1317_148
D0850038,1503_14
D0850038,16_7
D0850038,1842_4
D0850038,290_8
D0850038,520_145
D0850038,919_153
D0850062,1046_74
D0850062,1349_120
D0850062,1457_107
D0850062,1689_144
D0850062,623_35
D0850062,905_132
D0850062,997_105
D085006232,1194_172
D085006232,1553_121
D085006232,1735_3
D085006232,368_66
D0850074,1474_2
D0850074,147_129
D0850074,150_166
D0850074,2097_115
D0850074,2171_133
D0850074,413_156
D0850074,53_101
D085007833,1190_70
D085007833,170_116
D085007833,2162_171
D085007833,2192_81
D085007833,449_168
D085007833,536_30
D085007833,690_110
D085007833,699_156
D085007833,850_103
D085007833,911_64
D085007833,953_90
D085007833,991_135
D085008748,136_2
D085008748,1393_52
D085008748,1497_104
D085008748,1683_69
D085008748,2013_166
D085008748,2064_170
D085008748,333_74
D085008748,630_129
D085008748,684_52
D085008748,981_159
D085009134,1398_158
D085009134,200_38
D085009134,2259_35
D085009134,2438_62
D085009134,343_101
D085009134,473_5
D085009134,523_173
D085009134,597_28
D085009134,605_78
D0850107,1145_126
D0850107,1168_138
D0850107,165_173
D0850107,1742_42
D0850107,2140_97
D0850107,2145_46
D0850107,2348_48
D0850107,2423_125
D0850107,402_169
D0850107,599_174
D0850107,850_187
D0850107,86_143
D085010741,1027_5
D085010741,1437_52
D085010741,1480_73
D085010741,2177_47
D085010741,2446_87
D085010741,480_161
D085010741,504_132
D085010741,753_24
D085010741,823_128
D085010741,827_155
D0850134,172_160
D0850134,2423_100
D0850134,386_47
D0850134,395_105
D0850134,436_157
D0850134,509_14
D0850134,831_50
D085013919,1055_133
D085013919,1307_14
D085013919,1311_48
D085013919,1861_46
D085013919,2011_173
D085013919,272_33
D085013919,399_91
D085013919,47_128
D085013919,530_158
D085013919,579_124
D085013919,604_71
D085013919,877_132
D085013919,993_99
D085014114,1269_84
D085014114,1271_120
D085014114,1459_41
D085014114,1818_112
D085014114,2037_62
D085014114,2199_164
D085016545,1105_134
D085016545,1149_161
D085016545,1492_106
D085016545,159_137
D085016545,2048_74
D085016545,2365_29
D085016545,82_114
D0850178,2450_75
D0850178,290_55
D0850178,948_143
D0850188,1239_103
D0850188,1437_57
D0850188,2132_41
