D051082093,27_119
D0510828,1162_182
D0510828,1324_79
D0510828,1332_155
D0510828,1360_43
D0510828,1567_145
D0510828,1680_38
D0510828,2002_105
D0510828,2047_162
D0510828,2079_34
D0510828,2207_68
D0510828,2281_52
D0510828,542_75
D0510828,583_26
D0510833,148_42
D0510833,1630_72
D0510833,2070_105
D0510833,484_111
D0510833,965_145
D0510835,1112_124
D0510835,190_111
D0510835,2371_115
D0510835,550_28
D0510835,834_162
D051084790,1081_134
D051084790,1733_48
D051084790,2091_61
D051084790,2132_71
D051084790,229_91
D051084790,751_144
D051084790,884_49
D0510849,108_59
D0510849,1298_139
D0510849,1694_98
D0510849,2055_19
D0510849,2157_113
D0510849,576_30
D0510849,653_61
D0510854,1438_49
D0510854,1813_105
D0510854,2279_62
D0510854,2377_33
D0510854,439_2
D051087647,1090_44
D051087647,1495_172
D051087647,1949_149
D051087647,1999_33
D051087647,2155_24
D051087647,2328_11
D051087647,2358_79
D051087647,2380_178
D051087647,574_156
D051087647,592_162
D051087647,665_36
D0510889,1802_85
D0510889,199_51
D0510889,2202_107
D0510889,2357_102
D0510889,2402_135
D051089856,1118_176
D051089856,1338_9
D051089856,1373_7
D051089856,1475_31
D051089856,1549_136
D051089856,1635_55
D051089856,1785_153
D051089856,1814_1
D051089856,2168_120
D051089856,2249_153
D051089856,2285_162
D051089856,452_134
D051089856,686_17
D0510913,113_10
D0510913,1608_50
D0510913,1853_47
D0510913,1873_152
D0510913,2340_21
D0510913,262_170
D0510913,607_58
D0510913,77_71
D0510942,1079_63
D0510942,10_107
D0510942,2157_43
D0510942,304_33
D0510942,425_9
D0510942,474_0
D0510942,627_122
D0510942,793_136
D051095208,1040_151
D051095208,1071_18
D051095208,1361_26
D051095208,1483_67
D051095208,1743_69
D051095208,1760_21
D051095208,251_27
D051095208,289_6
D051095208,393_19
D051095208,530_112
D051095208,579_69
D051095208,787_29
D051095208,996_181
D0510958,1007_116
D0510958,1478_126
D0510958,1536_109
D0510958,768_125
D0510958,843_19
D051096557,1509_117
D051096557,1576_139
D051096557,158_8
D051096557,233_56
D051096557,289_1
D051096557,385_150
D0511042,1051_140
D0511042,1173_155
D0511042,162_97
D0511042,176_124
D0511042,1972_120
D0511042,953_56
D0511053,1126_39
D0511053,1240_131
D0511053,1469_23
D0511053,1545_113
D0511053,192_21
D0511053,2374_186
D0511053,2422_60
D0511053,246_65
D0511053,735_97
D0511053,800_124
D0511069,1265_185
D0511069,1765_68
D0511069,2342_13
D0511069,678_94
D0511069,809_113
D051107208,139_91
D051107208,1758_7
D051107208,1826_159
D051107208,1877_63
D051107208,1940_152
D051107208,2374_119
D051107208,390_56
D0511097,1399_99
D0511097,1564_8
D0511097,2316_89
D0511097,2326_50
D0511097,282_112
D0511097,726_71
D0511097,924_124
D0511097,953_51
D0511097,980_173
D0511107,1313_5
D0511107,1854_115
D0511107,2014_131
D0511107,2301_78
D0511107,2427_165
D0511107,2437_56
D0511107,350_13
D0511107,625_140
D0511107,789_142
D0511107,971_109
D0511112,1007_16
D0511112,1307_80
D0511112,1652_62
D0511112,2125_4
D0511112,2290_60
D0511112,2411_129
D0511112,564_101
D0511112,712_5
D0511112,913_154
D0511112,930_25
D0511113,1906_127
D0511113,2312_70
D0511113,516_146
D0511113,690_92
D0511113,770_136
D0511129,1520_172
D0511129,1836_104
D0511129,2066_176
D0511129,21_102
D0511129,2272_131
D0511129,2_73
D0511129,588_70
D0511129,786_36
D0511129,864_59
D0511129,932_110
D0511131,1198_45
D0511131,1207_56
D0511131,2054_8
D0511131,2450_170
D0511131,880_7
D051115708,1158_33
D051115708,1360_78
D051115708,1464_65
D051115708,1849_170
D051115708,1880_93
D051115708,1969_70
D051115708,2472_174
D051116200,1015_56
D051116200,1116_137
D051116200,1161_139
D051116200,1452_74
D051116200,1945_31
D051116200,2442_66
D051116200,508_149
D051116200,76_40
D051116200,866_53
D051116811,1058_89
D051116811,1899_135
D051116811,2271_149
D051116811,365_3
D051116811,55_41
D051116811,785_61
D0511200,1043_46
D0511200,1156_166
D0511200,1176_156
D0511200,1669_141
D0511200,1857_140
D0511200,1950_117
D0511200,2026_115
D0511200,409_148
D0511200,91_166
D0511216,1082_35
D0511216,2282_57
D0511216,718_109
D0511221,1378_154
D0511221,1611_184
D0511221,1623_16
D0511221,1884_9
D0511221,316_160
D051123420,1259_90
D051123420,2249_92
D051123420,507_6
D051124410,1344_92
D051124410,147_86
D051124410,1617_86
D051124410,1755_180
D051124410,1779_181
D0511258,102_182
D0511258,157_18
D0511258,1680_67
D0511258,2411_75
D0511258,385_178
D0511258,438_73
D0511258,987_2
D0511259,1417_153
D0511259,1737_118
D0511259,2283_153
D0511259,2306_144
D0511259,365_174
D0511259,492_169
D0511259,846_116
D0511259,992_164
D051126353,1066_82
D051126353,1686_84
D051126353,1964_2
D051126353,2084_160
D051126353,2235_72
D051126353,2472_69
D051126353,289_127
D051126353,4_105
D051126353,851_75
D051126353,89_104
D0511264,1110_58
D0511264,1237_81
D0511264,1349_104
D0511264,1439_58
D0511264,1621_155
D0511264,1965_21
D0511264,231_182
D0511264,2396_67
D0511264,598_55
D0511264,650_121
D0511264,70_45
D0511264,795_179
D051129255,143_48
D051129255,1543_162
D051129255,1852_51
D051129255,1873_160
D051129255,1927_22
D051129255,2005_148
D051129255,2275_153
D051129255,2298_117
D051129255,456_65
D0511327,1365_20
D0511327,1482_169
D0511327,187_140
D0511327,2195_64
D0511327,397_170
D0511327,468_142
D0511327,548_102
D0511327,816_50
D0511331,1335_6
D0511331,1478_119
D0511331,1676_8
D0511331,1703_1
D0511331,1969_184
D0511331,2299_3
D0511331,2420_183
D0511331,471_73
D0511331,798_21
D0511341,1270_168
D0511341,1447_66
D0511341,2133_160
D0511341,334_25
D0511341,550_76
D0511341,618_136
D0511341,763_165
D051134693,1079_117
D051134693,1270_119
D051134693,1554_35
D051134693,1895_50
D051134693,1958_168
D051134693,2202_148
D051134693,2429_133
D051134693,2465_42
D051134693,360_59
D051134693,913_45
D051134693,939_160
D051135126,103_91
D051135126,1045_94
D051135126,1126_84
D051135126,1617_55
D051135126,1788_148
D051135126,2441_76
D051135126,296_94
D0511365,1262_43
D0511365,1366_83
D0511365,1636_59
D0511365,2201_108
D0511365,2334_181
D0511365,2477_16
D0511365,723_121
D0511365,920_34
D0511378,1051_143
D0511378,1336_97
D0511378,2001_136
D0511378,2048_66
D0511378,41_75
D051139896,1838_48
D051139896,1973_162
D051139896,2000_77
D051139896,612_114
D051140021,1051_131
D051140021,1377_162
D051140021,1703_26
D051140021,350_152
D051140021,398_28
