D092140837,875_129
D0921427,1704_8
D0921427,1830_51
D0921427,1939_46
D0921427,198_100
D0921427,2002_159
D0921427,2097_175
D0921427,453_44
D0921427,474_18
D0921427,850_183
D092143364,1201_90
D092143364,1335_48
D092143364,1467_4
D092143364,1559_154
D092143364,1678_102
D092143364,1710_64
D092143364,1752_106
D092143364,1797_152
D092143364,1976_111
D092143364,2453_85
D092143364,558_129
D092143364,734_65
D092143364,747_162
D092143593,1444_134
D092143593,1686_71
D092143593,1855_104
D092143593,1944_130
D092143593,671_39
D092143609,1050_51
D092143609,1369_87
D092143609,1988_112
D092143609,2154_146
D092143609,2216_187
D092143609,2240_44
D092143609,2357_15
D092143609,287_162
D092143609,565_48
D092143609,587_131
D092143609,969_1
D092144392,1183_105
D092144392,1206_134
D092144392,1343_108
D092144392,1540_25
D092144392,757_113
D092145030,1477_124
D092145030,1576_4
D092145030,2018_180
D092145030,2418_51
D092145030,421_76
D092145030,526_119
D092145030,741_169
D0921451,1204_172
D0921451,1591_67
D0921451,2117_144
D0921451,2118_4
D0921451,2211_150
D0921451,574_115
D0921451,925_15
D0921457,2347_147
D0921457,2423_60
D0921457,682_96
D0921459,154_70
D0921459,1561_79
D0921459,1886_96
D0921459,2217_127
D0921459,2448_95
D0921465,1539_162
D0921465,154_8
D0921465,1978_153
D0921465,311_99
D0921465,428_166
D092147638,1276_151
D092147638,1605_118
D092147638,1916_39
D092147638,1990_19
D092147638,2386_55
D092147638,2420_102
D092147638,2464_69
D092147638,264_117
D092147638,70_132
D092147638,924_36
D0921481,1680_103
D0921481,1965_144
D0921481,337_42
D0921481,454_125
D0921481,559_25
D0921517,1007_147
D0921517,117_129
D0921517,133_20
D0921532,1048_176
D0921532,1396_71
D0921532,1988_62
D0921532,2061_18
D0921532,91_167
D0921545,1296_102
D0921545,1655_4
D0921545,2077_63
D092155107,1531_5
D092155107,1618_12
D092155107,1742_23
D092155107,1814_103
D092155107,1885_29
D092155107,1907_123
D092155107,1986_182
D092155107,2381_128
D092155107,897_168
D092155107,900_89
D0921554,158_132
D0921554,1912_139
D0921554,2057_95
D0921554,2433_149
D0921554,2459_139
D0921554,660_63
D0921554,744_26
D092155534,1103_84
D092155534,1150_51
D092155534,1737_132
D092155534,1985_66
D092155534,2226_174
D092155534,70_48
D0921569,1105_74
D0921569,1231_179
D0921569,1298_27
D0921569,1638_101
D0921569,1988_108
D0921569,447_136
D0921569,83_132
D0921569,980_14
D092158740,1572_35
D092158740,480_118
D092158740,674_58
D092158740,799_26
D0921588,1007_141
D0921588,1131_29
D0921588,2165_34
D0921588,2272_27
D0921588,2387_29
D0921588,713_163
D0921588,836_70
D0921588,854_176
D092159020,1333_13
D092159020,1432_130
D092159020,1719_0
D092159020,2160_40
D092159020,2470_75
D092159020,440_65
D092159020,86_185
D092159020,878_165
D092159020,989_82
D092159211,1830_134
D092159211,2303_40
D092159211,2329_107
D092159211,2399_143
D092159211,424_118
D092159211,629_2
D092159211,864_96
D092159211,881_88
D092159211,919_131
D092160095,1286_144
D092160095,1756_48
D092160095,1891_120
D092160095,2148_135
D092160095,2290_187
D092160095,2474_163
D092161979,1046_166
D092161979,157_33
D092161979,2001_144
D092161979,2043_105
D092161979,2316_19
D092161979,290_112
D092161979,294_130
D092161979,45_22
D092161979,635_1
D0921643,1578_160
D0921643,2074_146
D0921643,2271_11
D0921646,1630_123
D0921646,2048_172
D0921646,49_174
D0921646,577_30
D0921646,594_55
D0921657,1266_107
D0921657,1560_161
D0921657,2099_24
D0921657,2101_87
D0921657,21_163
D0921657,65_141
D0921657,970_87
D092170759,1714_112
D092170759,1890_180
D092170759,2170_127
D092170759,259_69
D092170759,416_140
D092170759,899_113
D0921708,1260_49
D0921708,1274_122
D0921708,1356_79
D0921708,1423_86
D0921708,1977_136
D0921708,2109_125
D0921708,2189_165
D0921708,2296_181
D0921708,254_36
D0921723,1227_115
D0921723,1455_67
D0921723,2118_82
D0921723,2336_74
D0921723,461_60
D092174146,1396_143
D092174146,1710_11
D092174146,1903_150
D092174146,1992_163
D092174146,2208_183
D092174146,2299_138
D092174146,2319_94
D092174146,32_163
D092174146,498_4
D092174146,591_175
D092174146,707_128
D092174146,906_68
D092174146,923_121
D092175044,131_12
D092175044,1347_87
D092175044,1421_164
D092175044,1992_31
D092175044,622_170
D0921790,1556_24
D0921790,1740_90
D0921790,2142_165
D0921790,2469_185
D0921790,593_11
D0921805,1530_11
D0921805,1589_66
D0921805,160_40
D0921805,1813_146
D0921805,2179_75
D0921805,2474_75
D0921805,557_70
D092182288,1064_50
D092182288,1927_188
D092182288,2124_187
D092182288,811_132
D092182288,940_175
D0921831,1074_119
D0921831,11_153
D0921831,1622_173
D0921831,1775_139
D0921831,2053_4
D0921831,2137_104
D0921831,2162_135
D0921831,2176_13
D0921831,2203_104
D0921831,2305_105
D0921831,679_51
D0921831,679_99
D0921831,715_75
D092183728,111_3
D092183728,189_101
D092183728,2159_143
D092183728,344_127
D092183728,369_165
D092184350,1189_161
D092184350,1524_128
D092184350,1822_10
D092184350,1921_154
D092184350,2386_26
