D0540152,919_188
D0540164,1282_105
D0540164,1668_94
D0540164,2164_75
D0540164,529_37
D0540164,578_30
D0540164,661_177
D0540164,700_162
D054016705,1009_183
D054016705,1278_80
D054016705,2090_51
D054016705,2167_50
D054016705,2208_175
D054016705,2224_183
D054016705,2327_159
D054016705,2379_176
D054016705,261_53
D054016705,550_34
D054016705,600_122
D054016705,625_169
D0540180,1197_172
D0540180,2099_30
D0540180,224_99
D0540180,293_149
D0540180,811_179
D0540186,117_77
D0540186,1233_111
D0540186,1272_103
D0540186,1439_171
D0540186,1830_73
D0540186,210_11
D0540186,2275_43
D0540186,2466_23
D0540186,803_146
D0540191,104_4
D0540191,1658_169
D0540191,1777_109
D0540191,2239_131
D0540191,2355_177
D0540191,292_175
D0540191,373_150
D0540191,979_125
D054020832,1061_92
D054020832,1433_113
D054020832,2123_142
D054020832,2242_99
D0540210,137_156
D0540210,1812_161
D0540210,20_113
D0540210,2364_27
D0540210,2374_36
D0540210,527_168
D0540210,724_111
D054021815,1106_22
D054021815,1448_22
D054021815,1449_114
D054021815,2468_169
D054021815,46_127
D0540220,1056_160
D0540220,13_179
D0540220,1650_139
D0540220,659_39
D0540220,945_21
D054023659,1113_70
D054023659,1620_131
D054023659,1661_99
D054023659,1839_49
D054023659,1897_58
D054023659,2309_52
D054023659,2367_39
D054023659,810_96
D0540263,101_118
D0540263,1319_125
D0540263,1597_1
D0540263,2125_48
D0540263,21_118
D0540263,2249_180
D0540263,2351_147
D0540263,681_78
D0540263,838_53
D0540275,1048_69
D0540275,1160_129
D0540275,2202_118
D0540275,763_8
D0540275,826_20
D054029316,1918_182
D054029316,2306_62
D054029316,2326_12
D054029316,409_40
D054029316,888_42
D054031180,1674_124
D054031180,1945_50
D054031180,235_146
D054031180,322_12
D054031180,407_107
D054031180,413_87
D054031180,491_26
D0540314,1671_119
D0540314,1992_131
D0540314,2247_86
D0540314,578_179
D0540314,802_71
D0540318,2256_49
D0540318,607_1
D0540318,613_123
D0540318,834_0
D0540318,948_26
D0540334,1276_50
D0540334,1465_178
D0540334,1508_168
D0540334,1527_26
D0540334,1607_123
D0540334,1759_82
D0540334,1948_69
D0540334,1974_137
D0540334,2394_123
D0540334,619_115
D0540334,805_58
D0540334,898_180
D054033535,1079_181
D054033535,1136_166
D054033535,167_144
D054033535,1713_15
D054033535,1716_183
D054033535,443_68
D054033535,528_187
D054033535,548_92
D054033535,921_39
D054034303,1134_122
D054034303,115_113
D054034303,1166_86
D054034303,1394_63
D054034303,1411_141
D054034303,1561_127
D054034303,1782_173
D054034303,2086_37
D054034303,2213_110
D054034303,405_126
D054034303,426_116
D0540350,130_186
D0540350,2390_33
D0540350,2431_98
D0540350,706_149
D0540350,930_71
D054035287,1434_130
D054035287,1511_115
D054035287,1693_189
D054035287,443_162
D054035287,98_2
D054036536,1050_3
D054036536,1173_163
D054036536,1432_157
D054036536,1541_29
D054036536,2285_22
D054036536,2346_178
D054036536,2441_138
D054036536,361_152
D054036536,566_62
D054037663,1289_6
D054037663,1637_0
D054037663,1688_28
D054037663,1836_56
D054037663,407_55
D054037663,879_106
D054037786,2109_119
D054037786,221_165
D054037786,536_34
D0540380,228_90
D0540380,503_77
D0540380,920_168
D0540384,1023_128
D0540384,1143_44
D0540384,1690_160
D0540384,1811_174
D0540384,2323_51
D0540384,286_135
D0540384,319_79
D0540384,437_149
D0540384,640_147
D0540384,874_69
D0540395,1357_185
D0540395,1409_130
D0540395,1420_130
D0540395,1503_2
D0540395,456_135
D0540395,591_113
D0540395,993_27
D0540398,1200_114
D0540398,153_168
D0540398,1678_133
D0540398,1897_92
D0540398,410_184
D0540398,607_98
D0540398,898_78
D054040502,1034_47
D054040502,2121_67
D054040502,2150_153
D054040502,2417_83
D054040502,616_57
D054040502,681_25
D054040502,838_5
D054040502,955_6
D0540414,1372_73
D0540414,1428_70
D0540414,1910_162
D0540414,267_100
D0540414,492_51
D054044722,1656_48
D054044722,2033_132
D054044722,2169_44
D054044722,2422_164
D0540448,1059_90
D0540448,1794_101
D0540448,186_60
D0540448,2019_107
D0540448,714_129
D0540449,1049_103
D0540449,1350_89
D0540449,1713_46
D0540449,1790_96
D0540449,1847_163
D0540449,189_1
D0540449,2100_134
D0540449,777_15
D0540449,831_37
D0540453,1158_89
D0540453,1268_51
D0540453,1618_54
D0540453,177_23
D0540453,421_138
D054045354,1427_54
D054045354,1563_18
D054045354,158_167
D054045354,2351_83
D054045354,2432_52
D054045354,342_88
D0540456,1196_171
D0540456,121_167
D0540456,1261_88
D0540456,1495_142
D0540456,1519_67
D0540456,2468_56
D0540456,273_73
D0540456,392_27
D054046580,1465_124
D054046580,1826_50
D054046580,1843_65
D054046580,186_142
D054046580,2206_147
D054046580,379_39
D054046580,520_73
D0540474,1043_92
D0540474,1331_70
D0540474,1956_131
D0540474,1983_104
D0540474,2127_159
D0540474,2151_178
D0540474,335_82
D0540474,670_6
D0540523,1993_6
D0540523,2198_134
D0540523,234_64
D0540523,577_58
D0540523,821_97
D0540536,1124_89
