D0664590,989_157
D0664614,1051_155
D0664614,1066_17
D0664614,1256_47
D0664614,1599_40
D0664614,1615_112
D0664614,1625_99
D0664614,1695_166
D0664614,1735_167
D0664614,2146_48
D0664614,2173_128
D0664614,510_60
D0664617,1243_27
D0664617,1428_73
D0664617,1717_81
D0664617,2217_27
D0664617,503_31
D0664617,780_59
D0664617,842_127
D0664628,1165_65
D0664628,1257_120
D0664628,2013_61
D0664630,1095_52
D0664630,1292_8
D0664630,1344_21
D0664630,1384_34
D0664630,1404_46
D0664630,1611_10
D0664630,1705_48
D0664630,1745_60
D0664630,1999_64
D0664630,2093_85
D0664630,2315_159
D0664630,721_17
D0664630,729_57
D066464761,1079_156
D066464761,1439_82
D066464761,1475_186
D066464761,1667_184
D066464761,2014_132
D066464761,2066_104
D066464761,2240_150
D066464761,254_91
D066464761,255_8
D066464761,729_159
D066464761,831_51
D066464761,856_13
D0664648,1185_0
D0664648,1370_44
D0664648,1378_103
D0664648,1474_178
D0664648,1614_170
D0664648,1795_31
D0664648,1933_162
D0664648,455_134
D0664648,526_86
D0664648,974_160
D0664648,977_12
D0664667,2313_48
D0664667,2448_39
D0664667,445_54
D066469537,1298_7
D066469537,1440_141
D066469537,1705_121
D066469537,557_9
D066469537,560_124
D0664714,1100_47
D0664714,1580_175
D0664714,1760_69
D0664714,1896_63
D0664714,2038_179
D0664714,727_117
D0664714,954_10
D066471400,1003_111
D066471400,1305_140
D066471400,1639_47
D066471400,2033_45
D066471400,2201_16
D066471400,344_168
D066476740,1084_97
D066476740,1124_151
D066476740,1255_129
D066476740,1341_163
D066476740,1342_143
D066476740,2072_93
D066476740,2082_150
D066476740,2236_50
D066476740,225_57
D066476740,2372_80
D066476740,564_139
D066476740,70_32
D066476740,966_34
D0664774,1078_111
D0664774,1351_29
D0664774,1656_114
D0664774,1755_27
D0664774,2008_18
D0664774,625_170
D0664793,1266_174
D0664793,153_34
D0664793,157_92
D0664793,1703_73
D0664793,241_4
D0664793,411_126
D0664793,562_3
D0664802,1184_130
D0664802,1288_58
D0664802,1326_45
D0664802,1427_119
D0664802,1676_38
D0664802,1799_178
D0664802,1806_58
D0664802,197_127
D0664802,343_107
D0664802,355_70
D0664802,791_57
D0664836,1210_74
D0664836,1829_99
D0664836,1931_38
D0664836,652_8
D0664836,659_149
D0664836,825_22
D0664836,966_156
D066485001,1081_131
D066485001,1258_56
D066485001,1539_171
D066485001,1604_104
D066485001,266_102
D066485001,735_61
D066485001,810_92
D066485001,936_58
D0664852,1308_59
D0664852,1328_172
D0664852,1471_99
D0664852,1596_20
D0664852,1677_151
D0664852,1782_98
D0664852,1838_90
D0664852,4_20
D0664852,525_100
D0664852,555_99
D0664852,699_111
D0664852,883_51
D0664864,1173_83
D0664864,2014_155
D0664864,2088_174
D0664864,531_165
D0664864,6_166
D0664894,1107_106
D0664894,1127_14
D0664894,1166_154
D0664894,1609_53
D0664894,2248_18
D0664894,421_145
D0664894,542_106
D0664894,715_2
D0664894,728_146
D066492191,536_18
D066492191,635_82
