D0537950,435_73
D0537956,1208_174
D0537956,1247_159
D0537956,1767_89
D0537956,1947_45
D0537956,2022_120
D0537956,2133_135
D0537956,2183_47
D0537956,243_146
D0537956,47_23
D053797964,102_25
D053797964,1338_81
D053797964,1679_90
D053797964,2023_115
D053797964,2455_37
D053797964,47_187
D053797964,750_57
D053797964,83_53
D053797964,951_52
D053798466,1022_100
D053798466,1210_187
D053798466,1370_49
D053798466,1835_147
D053798466,2459_50
D053798466,995_85
D0537985,1236_89
D0537985,1353_141
D0537985,1401_160
D0537985,1804_160
D0537985,2186_144
D0537985,2282_142
D0537985,301_106
D0537985,413_93
D0537985,701_182
D053798725,1564_51
D053798725,1733_110
D053798725,825_174
D053798725,93_176
D0537989,1220_38
D0537989,1410_58
D0537989,195_95
D0537989,2161_16
D0537989,2235_106
D0537989,2305_180
D0537989,2310_7
D0537989,2359_49
D0537989,421_179
D0537989,609_177
D0537989,648_78
D053799371,128_152
D053799371,1707_55
D053799371,1845_120
D053799371,1921_52
D053799371,2170_176
D053799371,267_157
D053799371,271_5
D053799371,886_152
D053799371,90_160
D053799371,938_5
D053799371,973_33
D0538006,1000_129
D0538006,1021_82
D0538006,1056_149
D0538006,1157_101
D0538006,1275_45
D0538006,1502_76
D0538006,2144_135
D0538006,2449_173
D053801692,1167_29
D053801692,1743_152
D053801692,2131_157
D053801692,2215_14
D053801692,638_68
D053802002,1398_183
D053802002,1709_105
D053802002,278_98
D053802002,385_142
D053802002,706_134
D053803214,1079_76
D053803214,1237_36
D053803214,1373_25
D053803214,1693_66
D053803214,339_39
D053803214,515_68
D053803214,850_156
D053803214,9_24
D0538045,1350_186
D0538045,1463_147
D0538045,1888_176
D0538045,1978_111
D0538045,2281_136
D0538045,2462_164
D0538045,24_140
D0538045,608_156
D0538045,65_106
D0538049,1214_62
D0538049,1784_78
D0538049,2361_149
D0538049,486_66
D0538049,489_108
D0538049,769_64
D0538049,857_159
D0538055,0_43
D0538055,1484_184
D0538055,1638_64
D0538055,2140_164
D0538055,2164_77
D0538055,2222_46
D0538055,531_111
D0538055,61_167
D0538055,643_163
D053805621,1118_107
D053805621,1176_134
D053805621,1467_136
D053805621,1811_119
D053805621,1857_108
D053805621,2398_77
D053805980,1025_86
D053805980,1093_35
D053805980,1114_90
D053805980,1895_177
D053805980,2318_81
D053805980,919_40
D053806772,1345_37
D053806772,1751_23
D053806772,1872_176
D053806772,2071_47
D053806772,2094_173
D053806772,966_32
D053807588,1372_116
D053807588,251_165
D053807588,392_139
D053807588,572_45
D053807588,600_26
D0538085,1133_185
D0538085,1399_55
D0538085,157_90
D0538085,322_149
D0538085,574_46
D0538094,1457_2
D0538094,2331_169
D0538094,336_109
D0538094,437_93
D0538094,535_100
D0538094,554_178
D0538094,761_170
D0538094,971_155
D0538101,1234_115
D0538101,1459_33
D0538101,1503_166
D0538101,1586_84
D0538101,17_76
D0538101,402_85
D0538101,521_48
D0538109,1176_48
D0538109,1255_33
D0538109,1352_60
D0538109,1609_98
D0538109,2324_48
D0538109,315_39
D0538109,547_157
D053812438,1985_160
D053812438,2442_162
D053812438,465_89
D053812438,754_90
D0538159,1126_44
D0538159,1600_140
D0538159,1603_173
D0538159,1608_54
D0538159,1752_12
D0538159,1902_17
D0538159,2015_21
D0538159,2425_26
D0538159,2453_34
D0538159,268_73
D0538159,437_184
D0538159,533_178
D0538159,781_84
D0538165,105_176
D0538165,1070_24
D0538165,2404_101
D0538165,273_37
D0538165,285_57
D0538165,286_77
D0538165,298_55
D0538165,562_165
D0538168,1082_138
D0538168,1109_125
D0538168,1617_81
D0538168,2023_95
D0538168,219_92
D0538168,2320_94
D0538168,2338_180
D0538168,414_58
D0538177,1741_47
D0538177,1902_175
D0538177,2458_29
D0538177,672_162
D0538177,838_9
D053821768,1272_170
D053821768,206_117
D053821768,2414_127
D053821768,363_114
D053821768,510_98
D053821768,585_166
D053821768,73_30
D0538226,1021_146
D0538226,2111_75
D0538226,2377_78
D0538226,242_183
D0538226,426_104
D0538226,430_60
D0538226,564_147
D0538226,913_147
D0538238,1457_151
D0538238,1725_78
D0538238,1869_42
D0538238,188_92
D0538238,2063_19
D0538238,364_53
D0538238,733_121
D0538249,1225_3
D0538249,1303_110
D0538249,1346_50
D0538249,1499_47
D0538249,528_156
D0538262,1162_96
D0538262,1285_80
D0538262,1819_105
D0538262,2310_131
D0538262,627_53
D0538297,1307_139
D0538297,1791_146
D0538297,20_97
D0538297,2452_82
D0538297,28_95
D0538297,340_39
D0538297,375_141
D0538297,651_178
D0538297,738_0
D053830012,1060_73
D053830012,1586_87
D053830012,1790_77
D053830012,1964_162
D053830012,2017_24
D053830012,2441_10
D053830012,30_142
D053830012,320_51
D053830012,394_160
D053830012,518_81
D053830012,544_121
D053830012,562_40
D053830012,661_48
D0538310,1191_177
D0538310,1293_173
D0538310,1344_89
D0538310,1478_186
D0538310,1765_132
D0538310,1884_22
D0538310,1888_18
D0538310,2320_92
D0538320,1132_168
D0538320,2001_63
D0538320,2228_24
D0538320,298_5
D0538320,563_184
D0538320,61_59
D0538320,931_165
D0538329,1081_4
D0538329,197_101
D0538329,2118_40
D0538329,2308_2
D0538329,2467_190
D0538329,259_173
D0538329,356_178
D053832900,1304_116
D053832900,1664_26
D053832900,2089_2
D053832900,414_84
D053832900,673_113
D0538336,1081_43
D0538336,1813_172
D0538336,352_94
D0538343,122_79
D0538343,1289_94
D0538343,1434_174
D0538343,1516_108
D0538343,1962_62
D0538343,2008_106
D0538343,2169_154
D0538343,83_43
D053834492,1615_163
D053834492,2181_60
D053834492,2279_89
D053834492,2329_21
D053834492,2350_69
D053834492,501_152
D0538360,1356_44
D0538360,15_94
D0538360,1866_72
D0538360,320_176
D0538360,431_181
D053837059,119_143
D053837059,131_163
D053837059,1387_6
D053837059,1898_47
D053837059,222_73
D053837059,2293_185
D053837059,2376_155
D053837059,322_89
D053837059,461_19
D053837059,698_35
D053837059,833_26
D053837059,885_102
D0538398,1231_12
D0538398,1243_180
D0538398,1284_97
D0538398,1348_42
D0538398,148_126
D0538398,1670_82
D0538398,1966_144
D0538398,669_166
D0538398,792_85
D0538405,2039_153
D0538405,2280_44
D0538405,2438_114
D0538405,306_171
D0538405,470_72
D0538413,1027_32
D0538413,1200_103
D0538413,1325_17
D0538413,1346_135
D0538413,1459_23
D0538413,1625_43
D0538413,1680_70
D0538413,2377_185
D0538413,2426_180
D0538413,31_14
D053842725,1043_153
D053842725,1604_15
D053842725,2006_145
D053842725,2036_66
D053842725,2101_46
D053842725,2350_168
D053842725,910_140
D0538430,1074_94
