D071081564,802_40
D0710820,1703_32
D0710820,1845_61
D0710820,420_36
D0710820,49_95
D0710820,88_138
D0710832,1168_75
D0710832,1409_182
D0710832,1556_50
D0710832,1799_90
D0710832,1872_108
D0710832,193_100
D0710832,2418_48
D0710832,531_13
D0710832,784_2
D0710832,983_155
D071083674,1740_168
D071083674,2389_5
D071083674,666_5
D0710859,1472_21
D0710859,1659_95
D0710859,1674_115
D0710859,185_25
D0710859,1879_178
D0710859,570_72
D0710859,615_15
D0710859,844_20
D0710859,875_105
D0710862,1280_92
D0710862,1495_68
D0710862,1622_6
D0710862,2272_59
D0710862,2423_150
D0710862,2438_185
D0710862,73_122
D0710862,866_99
D071086477,1502_132
D071086477,1736_107
D071086477,1820_15
D071086477,192_162
D071086477,260_140
D071086477,296_45
D071086477,793_50
D071086477,837_89
D071086477,878_119
D071086477,947_113
D0710885,118_32
D0710885,1564_180
D0710885,1779_108
D0710885,2404_68
D0710885,457_166
D0710885,850_188
D0710885,895_96
D0710886,1005_95
D0710886,138_87
D0710886,1576_169
D0710886,1832_16
D0710886,1902_43
D0710886,1964_141
D0710886,428_88
D0710886,529_115
D0710888,11_144
D0710888,2173_107
D0710888,2435_61
D071089522,1480_10
D071089522,1771_115
D071089522,2181_117
D071089522,32_140
D071089522,415_156
D071089522,826_85
D071089522,973_186
D071089539,1296_13
D071089539,1325_3
D071089539,1377_60
D071089539,1425_70
D071089539,1434_149
D071089539,1613_45
D071089539,1749_28
D071089539,1944_178
D071089539,225_160
D071089539,2332_26
D071089539,2412_84
D071089539,2461_137
D071089539,504_143
D071089904,110_96
D071089904,1186_123
D071089904,1718_112
D071089904,1962_48
D071089904,2127_117
D071089904,278_29
D071089904,44_178
D071089904,508_186
D071089904,646_111
D071089904,741_113
D071089904,794_5
D071089904,933_115
D0710916,1279_175
D0710916,12_180
D0710916,1339_65
D0710916,1642_101
D0710916,327_54
D0710916,414_189
D0710916,877_108
D0710916,987_113
D0710925,1592_147
D0710925,216_79
D0710925,433_117
D0710925,465_2
D0710925,954_74
D0710945,116_165
D0710945,1468_93
D0710945,1470_73
D0710945,1722_42
D0710945,1986_162
D0710945,2183_102
D0710945,2408_133
D0710945,380_71
D0710945,635_171
D0710948,1022_86
D0710948,1046_171
D0710948,1532_137
D0710948,1578_182
D0710948,1674_147
D0710948,1706_145
D0710948,2143_40
D0710948,2152_148
D0710948,2360_66
D0710948,815_88
D071095691,1562_102
D071095691,2282_64
D071095691,2295_66
D071095691,2413_108
D071095691,608_158
D071096445,1883_104
D071096445,2329_88
D071096445,2426_103
D071096445,408_71
D071096445,947_103
D0710973,1040_86
D0710973,1492_39
D0710973,1877_121
D0710973,2155_130
D0710973,965_31
D071098852,1429_8
D071098852,1653_138
D071098852,1688_93
D071098852,16_53
D071098852,1710_58
D071098852,2225_8
D071098852,251_64
D071098852,440_34
D071098852,948_115
D071099187,1073_13
D071099187,1114_153
D071099187,1305_184
D071099187,1311_141
D071099187,1989_61
D071099187,2001_135
D071099187,880_23
D071099514,112_93
D071099514,1450_95
D071099514,2076_145
D071099514,36_38
D0710997,1227_24
D0710997,1411_11
D0710997,1446_114
D0710997,1458_27
D0710997,1603_77
D0710997,1902_168
D0710997,1998_13
D0710997,226_3
D0710997,2288_103
D0710997,351_69
D071100920,1352_62
D071100920,1355_122
D071100920,1635_70
D071100920,1851_12
D071100920,1950_1
D071100920,2158_185
D071100920,2463_0
D071100920,547_44
D071100920,683_0
D071100920,907_167
D071101347,1004_167
D071101347,1328_68
D071101347,1346_71
D071101347,1704_95
D071101347,1732_93
D071101347,2341_18
D071101347,299_113
D071101347,38_158
D071101347,559_128
D071101347,664_95
D071101347,716_164
D071102757,1708_166
D071102757,1733_94
D071102757,1823_154
D071102757,2064_52
D071102757,2331_124
D0711029,103_164
D0711029,108_90
D0711029,1652_136
D0711029,1784_98
D0711029,2040_29
D0711029,481_185
D0711029,741_34
D071102931,1027_8
D071102931,1202_71
D071102931,1846_155
D071102931,2064_70
D071102931,2351_159
D071102931,336_23
D071102931,78_171
D071103006,1241_123
D071103006,1751_156
D071103006,1829_10
D071103006,2377_52
D071103006,305_120
D071103006,718_89
D0711038,1108_141
D0711038,1635_38
D0711038,1686_104
D0711038,1758_154
D0711038,1950_127
D0711038,2224_153
D0711038,479_94
D0711038,883_17
D0711046,1095_53
D0711046,1251_98
D0711046,1661_81
D0711046,1840_178
D0711046,1911_101
D0711046,2258_155
D0711046,797_113
D0711052,100_181
D0711052,1272_181
D0711052,2246_111
D0711052,248_154
D0711052,291_67
D071105413,1674_45
D071105413,1764_61
D071105413,2353_147
D071105413,628_13
D071105413,711_118
D071105413,893_35
D0711075,1036_55
D0711075,1227_56
D0711075,1315_77
D0711075,314_127
D0711075,648_82
D0711075,6_45
D0711075,746_128
D0711075,861_89
D0711075,905_5
D071107615,103_6
D071107615,1904_162
D071107615,1989_40
D071107615,2153_69
D071107615,247_119
D071107615,539_64
D071107615,546_143
D071107615,899_6
D0711079,2064_156
D0711079,319_149
D0711079,370_83
D0711079,390_34
D0711079,52_50
D071110233,1764_11
D071110233,2138_70
D071110233,304_184
D071110233,516_97
D071110233,886_71
D0711106,1616_83
D0711106,2138_124
D0711106,278_161
D0711106,318_93
D0711106,379_75
D0711106,384_161
D0711106,45_113
D0711106,672_121
D071110752,1110_36
D071110752,247_144
D071110752,52_45
D0711113,1469_28
D0711113,1599_104
D0711113,1648_38
D0711113,1728_3
D0711113,2253_92
D0711113,334_48
D0711113,51_157
D0711113,721_60
D0711113,958_75
D071113050,1454_0
D071113050,157_36
D071113050,1726_3
D071113050,1749_99
D071113050,1877_36
D071113050,786_134
D0711134,113_55
D0711134,1164_144
D0711134,1494_21
D0711134,1645_122
D0711134,2337_32
D0711134,702_153
D0711137,280_156
D0711137,606_21
D0711137,989_14
D0711145,1394_6
D0711145,1444_57
D0711145,1488_164
D0711145,1506_180
D0711145,163_18
D0711145,2084_30
D0711145,389_101
D0711145,959_165
D0711153,1642_159
D0711153,1748_87
D0711153,1771_74
D0711153,2329_145
D0711153,255_64
D0711153,525_73
D0711153,655_158
D0711153,908_48
D0711153,916_26
D0711166,1129_8
D0711166,1254_133
D0711166,1756_140
D0711166,2132_6
D0711166,2199_52
D0711166,2238_60
D0711166,2331_55
D071119281,1008_43
D071119281,1234_162
D071119281,1400_175
D071119281,1620_27
D071119281,188_79
D071119281,2122_66
D071119281,2203_69
D071119281,243_42
D071119281,2459_121
D071119281,2465_21
D071119281,374_155
D0711195,1194_19
D0711195,1825_31
D0711195,2302_18
