D037294946,360_7
D037298401,111_84
D037298401,1169_114
D037298401,1421_175
D037298401,1618_31
D037298401,18_113
D037298401,2431_59
D037298401,323_51
D037298401,504_80
D037298401,758_63
D037300388,1123_127
D037300388,1185_83
D037300388,1382_133
D037300388,1807_161
D037300388,1891_113
D037300388,1950_182
D037300388,543_95
D037302832,2089_24
D037302832,936_110
D037302832,93_165
D037305215,1320_183
D037305215,1729_28
D037305215,1734_8
D037305215,2016_128
D037305215,2355_56
D037305215,763_121
D037305215,807_36
D037306564,1253_21
D037306564,1586_97
D037306564,2306_16
D037306564,2404_188
D037306564,302_163
D037306564,75_39
D037308667,1604_30
D037308667,177_37
D037308667,227_32
D037308667,837_108
D037308667,921_89
D037314873,1059_48
D037314873,1110_120
D037314873,1162_65
D037314873,1288_62
D037314873,1453_164
D037314873,1576_72
D037314873,275_104
D037314873,577_95
D037314873,978_53
D037317775,1538_151
D037317775,1829_120
D037317775,2275_52
D037317775,267_37
D037317775,521_131
D037317775,794_12
D037317935,1023_16
D037317935,1058_164
D037317935,1186_58
D037317935,2108_110
D037317935,2351_172
D037317935,2373_83
D037317935,2398_66
D037317935,368_25
D037317935,656_166
D037317935,913_92
D037318635,1053_18
D037318635,1133_31
D037318635,120_86
D037318635,1608_95
D037318635,163_8
D037321093,1240_16
D037321093,1414_184
D037321093,1614_12
D037321093,1616_25
D037321093,1915_157
D037321093,2175_62
D037321093,2176_52
D037321093,2417_69
D037321093,298_62
D037321093,541_58
D037321093,623_128
D037321093,915_145
D037321093,938_97
D037324551,1189_120
D037324551,1190_5
D037324551,1417_123
D037324551,1485_120
D037324551,2007_125
D037324551,2342_58
D037324551,2386_15
D037324551,2392_25
D037324551,2428_83
D037324551,298_9
D037324551,449_105
D037324551,559_170
D037324551,69_3
D037325305,1303_72
D037325305,1808_130
D037325305,1842_83
D037325305,77_65
D037325305,869_131
D037329211,1035_168
D037329211,1511_186
D037329211,1617_16
D037329211,278_168
D037329211,343_145
D037329211,816_77
D037329907,1644_87
D037329907,1677_51
D037329907,1826_27
D037329907,2301_85
D037329907,245_41
D037329907,273_179
D037329907,519_150
D037329907,868_68
D037329907,88_100
D037329907,961_134
D037334536,56_118
D037334536,631_73
D037334536,651_142
D037337421,1149_165
D037337421,1435_125
D037337421,1438_91
D037337421,1611_45
D037337421,574_110
D037337421,757_165
D037341114,1505_66
D037341114,1542_104
D037341114,1557_118
D037341114,163_184
D037341114,1849_166
D037341114,1978_125
D037341114,349_90
D037341114,830_169
D037348915,1010_69
D037348915,1346_88
D037348915,1551_61
D037348915,1734_80
D037348915,1778_48
D037348915,1851_118
D037348915,201_27
D037348915,2399_158
D037348915,956_60
D037348946,1164_92
D037348946,1264_141
D037348946,1494_35
D037348946,2255_127
D037348946,226_171
D037348946,2332_161
D037348946,2355_70
D037348946,339_107
D037348946,709_173
D037348946,712_29
D037348946,797_37
D037350154,1289_34
D037350154,1348_5
D037350154,1767_176
D037350154,238_54
D037350154,290_177
D037350154,764_40
D037350154,922_22
D037351298,1783_66
D037351298,190_119
D037351298,243_38
D037351298,553_50
D037351298,642_47
D037351298,796_147
D037351298,977_96
D037352035,1433_172
D037352035,1480_155
D037352035,1732_104
D037352035,2367_82
D037352035,237_185
D037352035,348_134
D037352035,582_111
D037352035,797_154
D037352035,958_63
D037352035,977_185
D037352745,1114_146
D037352745,1489_80
D037352745,1580_101
D037352745,2329_115
D037352745,282_2
D037352745,510_115
D037352745,692_106
D037352745,758_50
D037352745,770_33
D037359195,106_56
D037359195,1446_42
D037359195,1529_139
D037359195,1902_49
D037359195,2347_92
D037359195,426_62
D037359195,459_143
D037359195,56_46
D037361709,1413_87
D037361709,1642_162
D037361709,1827_157
D037361709,2034_138
D037361709,482_87
D037362508,1161_70
D037362508,1265_183
D037362508,1488_168
D037362508,2085_83
D037362508,2345_100
D037362508,2469_110
D037362508,274_76
D037362508,335_57
D037362508,653_78
D037362508,705_42
D037362508,74_110
D037364694,119_117
D037364694,1235_182
D037364694,1601_91
D037364694,1888_50
D037364694,2086_122
D037364694,2242_14
D037364694,2413_122
D037364694,243_120
D037364694,275_95
D037364694,581_33
D037364694,766_182
D037364694,877_13
D037366087,125_137
D037366087,1683_178
D037366087,2268_155
D037366087,660_113
D037366087,922_8
D037368111,1800_54
D037368111,1987_65
D037368111,236_27
D037368111,34_40
D037368111,519_93
D037369880,1310_142
D037369880,1934_113
D037369880,1973_35
D037369880,301_64
D037369880,538_105
D037369880,548_40
D037372057,1147_175
D037372057,1612_139
D037372057,1707_160
D037372057,201_76
D037372057,2105_145
D037372057,223_141
D037372057,2326_81
D037372057,286_9
D037372057,706_123
D037377427,1047_164
D037377427,1191_172
D037377427,1589_73
D037377427,651_168
D037377427,962_47
D037377472,1345_43
D037377472,1398_48
D037377472,1538_109
D037377472,1669_105
D037377472,2117_178
D037377472,2328_136
D037377472,480_26
D037377472,710_164
D037377472,796_6
D037378011,1358_116
D037378011,1450_113
D037378011,1550_58
D037378011,1755_103
D037378011,1941_63
D037378011,1962_104
D037378011,2016_156
D037378011,2236_132
D037378011,259_187
D037378011,931_101
D037380014,1007_146
D037380014,1564_164
D037380014,2178_116
D037380014,842_161
D037385965,1029_141
D037385965,1227_142
D037385965,1762_127
D037385965,1817_129
D037385965,1827_1
D037385965,1901_153
D037385965,2291_117
D037385965,2450_182
D037385965,542_175
D037385965,630_103
D037388089,147_33
D037388089,1792_21
D037388089,2302_29
D037390020,1252_131
D037390020,1267_14
D037390020,1424_33
D037390020,1949_75
D037390020,2131_0
D037390020,2289_46
D037390020,2358_66
D037390020,296_63
D037391249,1258_170
D037391249,2178_131
D037391249,2292_171
D037391249,240_55
D037396350,1390_3
D037396350,2255_73
D037396350,338_144
D037396350,393_73
D037396350,665_45
D037396350,875_178
D037396350,908_162
D037403270,117_107
D037403270,1536_101
D037403270,3_142
D037403270,612_76
D037403270,658_77
D037403270,829_168
D037405519,1039_189
D037405519,1518_92
D037405519,1717_5
D037405519,1808_145
D037405519,2315_142
D037405519,23_141
D037405519,416_103
D037405519,474_10
D037405519,589_100
D037405519,796_117
D037405519,7_113
D037408756,1045_178
D037408756,1496_165
D037408756,1523_27
D037408756,1723_83
D037408756,1887_176
