D093253987,560_156
D0932544,1119_88
D0932544,1761_12
D0932544,1812_18
D0932544,1917_61
D0932544,2131_148
D0932544,2171_110
D0932544,346_118
D0932544,659_97
D093255004,1497_86
D093255004,2470_186
D093255004,756_122
D093255004,962_88
D0932554,1124_121
D0932554,1309_125
D0932554,1372_57
D0932554,2400_119
D0932554,641_78
D0932554,669_75
D0932554,66_27
D0932554,865_2
D0932563,0_151
D0932563,2389_167
D0932563,566_136
D0932563,647_179
D0932563,710_125
D093256636,1603_115
D093256636,540_76
D093256636,760_116
D093256636,972_142
D0932569,1326_120
D0932569,2090_89
D0932569,218_21
D0932569,358_181
D0932569,607_49
D0932569,653_170
D0932569,76_133
D0932569,87_25
D0932569,956_155
D093257121,1182_104
D093257121,1645_57
D093257121,1649_138
D093257121,1717_106
D093257121,2013_69
D093257121,2145_135
D093257121,2455_77
D093257121,344_53
D093257121,374_182
D093257121,385_113
D093257121,453_142
D093257121,617_130
D093257121,903_141
D0932593,1763_179
D0932593,1917_45
D0932593,1973_100
D0932593,2121_161
D0932593,2276_24
D0932593,533_133
D0932593,555_7
D093259460,1401_135
D093259460,358_123
D093259460,377_85
D093259460,802_52
D093259460,885_179
D093259460,918_126
D0932600,158_97
D0932600,210_138
D0932600,625_37
D0932600,743_64
D0932600,770_88
D0932600,795_42
D0932600,862_78
D093260114,1695_20
D093260114,2224_113
D093260114,671_82
D093260114,96_168
D093262835,1195_187
D093262835,1756_123
D093262835,216_133
D093262835,570_139
D093262835,64_117
D093263177,1215_112
D093263177,1872_167
D093263177,196_131
D093263177,404_112
D093263177,478_62
D0932638,1836_84
D0932638,194_143
D0932638,2174_147
D0932638,2321_134
D0932638,577_179
D0932667,1337_150
D0932667,1338_77
D0932667,1409_96
D0932667,153_65
D0932667,15_28
D0932667,1676_41
D0932667,2222_71
D0932667,419_13
D0932667,890_125
D0932672,1074_105
D0932672,1631_84
D0932672,1802_4
D0932672,326_50
D0932672,678_54
D0932672,724_96
D0932672,80_180
D0932739,1070_118
D0932739,1205_70
D0932739,1417_67
D0932739,1635_41
D0932739,1672_99
D0932739,1689_134
D0932739,1714_105
D0932739,172_162
D0932739,176_133
D0932739,2394_70
D0932739,658_128
D0932741,1091_140
D0932741,1133_125
D0932741,1140_80
D0932741,1834_157
D0932741,185_38
D0932741,2143_178
D0932741,318_11
D0932742,1033_112
D0932742,109_154
D0932742,1671_168
D0932742,2297_105
D0932742,2303_96
D0932756,1499_36
D0932756,1562_54
D0932756,1637_90
D0932756,1757_163
D0932756,2066_44
D0932756,2188_90
D0932756,422_177
D0932756,600_116
D0932756,980_82
D0932776,1744_113
D0932776,2173_4
D0932776,816_117
D0932776,908_9
D0932776,957_125
D093278041,1150_150
D093278041,1193_48
D093278041,1399_123
D093278041,1563_88
D093278041,1620_10
D093278041,1622_174
D093278041,1787_8
D093278041,2016_110
D093278041,272_59
D093278041,709_25
D093278041,844_12
D0932788,1073_71
D0932788,1566_11
D0932788,1743_24
D0932788,1894_14
D0932788,2137_184
D0932788,41_79
D0932788,577_59
D0932794,1269_186
D0932794,1454_83
D0932794,63_129
D093279680,1004_161
D093279680,1448_163
D093279680,1619_24
D093279680,1898_108
D093279680,2028_180
D093279680,2343_99
D093279680,2473_139
D093279680,258_169
D093280730,1476_125
D093280730,1545_2
D093280730,1768_83
D093280730,1891_174
D093280730,2015_123
D093280730,2026_27
D093280730,202_26
D093280730,2078_85
D093280730,2279_186
D093280730,2393_115
D093280730,58_77
D093280730,720_178
D093280730,943_176
D0932812,1737_177
D0932812,1791_66
D0932812,2137_177
D0932812,2248_96
D0932812,719_60
D0932813,1056_187
D0932813,1229_170
D0932813,1990_24
D0932813,2139_134
D0932813,265_91
D0932813,442_121
D0932813,495_77
D0932813,689_127
D0932813,919_176
D0932817,1037_8
D0932817,1051_57
D0932817,1456_90
D0932817,1511_74
D0932817,1865_150
D0932817,1956_179
D0932817,363_78
D0932817,625_34
D0932817,722_57
D093281898,1943_3
D093281898,2215_63
D093281898,2221_145
D093281898,2302_62
D0932820,1107_140
D0932820,1722_127
D0932820,1748_62
D0932820,17_127
D0932820,1983_1
D0932820,2097_17
D0932820,2376_71
D0932828,1297_56
D0932828,1589_30
D0932828,1764_19
D0932828,1859_70
D0932828,2078_135
D0932828,2137_93
D0932828,223_15
D0932828,2380_77
D0932828,810_64
D093283014,1380_155
D093283014,1470_181
D093283014,1829_72
D093283014,2374_135
D093283014,2392_109
D0932841,1001_59
D0932841,1026_111
D0932841,1240_18
D0932841,1630_161
D0932841,1651_38
D0932841,1991_98
D0932841,2094_101
D0932841,233_37
D0932841,45_11
D0932841,914_53
D0932844,105_147
D0932844,1902_79
D0932844,220_82
D0932844,2388_77
D0932844,353_155
D0932844,711_129
D0932844,816_107
D0932844,835_87
D093284950,1110_22
D093284950,1219_183
D093284950,1368_0
D093284950,1624_152
D093284950,1760_172
D093284950,1790_79
D093284950,1795_129
D093284950,2225_31
D093284950,2409_108
D093284950,520_156
D093284950,572_144
D093284950,586_151
D093284950,622_185
D093287586,1144_173
D093287586,1382_58
D093287586,208_108
D093287586,330_114
D093287586,457_87
D093287586,904_182
D093287586,955_0
D093288262,1000_24
D093288262,1081_64
D093288262,1372_122
D093288262,1798_58
D093288262,1976_70
D093288262,2046_91
D093288262,2062_63
D093288262,2242_25
D093288262,501_105
D0932893,1029_155
D0932893,1137_67
D0932893,206_41
D0932893,287_107
D0932893,330_136
D0932893,366_79
D0932893,600_18
D0932893,851_164
D0932893,980_38
D093290609,1273_109
D093290609,1346_109
D093290609,1959_4
D093290609,2180_87
D093290609,558_90
D093290609,598_186
D093290609,786_84
D093290609,927_15
D093290821,1057_50
D093290821,1585_61
D093290821,1727_77
D093290821,1875_40
D093290821,1939_85
D093290821,201_179
D093290821,2020_162
D093290821,2111_17
D093290821,528_148
D093290821,745_142
D093290821,874_11
D093290821,883_23
D0932917,1080_161
D0932917,1097_103
D0932917,137_142
D0932917,1535_114
D0932917,1838_15
D0932917,1879_118
D0932917,2163_44
D0932917,2261_2
D0932917,2473_159
D0932931,1165_37
D0932931,1220_169
D0932931,19_155
D0932931,2140_66
D0932931,789_98
D0932931,930_116
D0932932,1167_74
D0932932,1381_74
D0932932,2012_117
D0932932,2402_140
D0932932,374_147
D0932932,673_120
D0932932,942_120
D093293327,1240_176
D093293327,1643_108
D093293327,194_149
D093293327,865_164
D093293327,888_50
D093293327,99_19
D093293457,1361_65
D093293457,1416_88
D093293457,1640_142
D093293457,1937_97
D093293457,474_65
D093293457,55_47
