D023643666,784_125
D023645059,147_95
D023645059,1490_6
D023645059,1555_135
D023645059,1632_118
D023645059,465_132
D023645059,484_60
D023645059,705_132
D023645059,865_14
D023648364,237_149
D023648364,454_1
D023648364,903_176
D023651487,1047_57
D023651487,1088_28
D023651487,1168_171
D023651487,1687_157
D023651487,1799_24
D023651487,2008_57
D023651487,2165_36
D023651487,2270_51
D023651487,582_87
D023651487,660_126
D023651487,727_112
D023651548,1079_119
D023651548,150_88
D023651548,1634_183
D023651548,1752_92
D023651548,1878_154
D023651548,273_114
D023651548,795_152
D023651548,809_164
D023651548,929_151
D023652149,1451_118
D023652149,1532_158
D023652149,1909_85
D023652149,2184_116
D023652149,34_11
D023652149,419_142
D023652149,527_134
D023652149,772_31
D023652897,1196_54
D023652897,1683_167
D023652897,1740_107
D023652897,2223_91
D023652897,2257_152
D023652897,2261_189
D023652897,509_134
D023652897,675_161
D023652897,790_46
D023652897,883_155
D023667792,1229_127
D023667792,1553_68
D023667792,885_22
D023667792,905_140
D023667792,96_8
D023669543,1353_92
D023669543,1416_101
D023669543,1551_17
D023669543,2063_138
D023676237,1166_119
D023676237,1205_120
D023676237,1615_61
D023676237,2358_105
D023676237,2473_92
D023676237,250_80
D023679566,1369_112
D023679566,1439_127
D023679566,1852_136
D023679566,2034_127
D023679566,2284_156
D023679566,274_135
D023679566,380_18
D023679566,456_104
D023679566,511_83
D023681217,1394_2
D023681217,1645_145
D023681217,1703_82
D023681217,1855_68
D023681217,686_83
D023681217,805_169
D023681897,1007_37
D023681897,1402_163
D023681897,1931_142
D023681897,2271_136
D023681897,35_166
D023681897,508_73
D023682146,1614_158
D023682146,1716_24
D023682146,2366_124
D023682146,2448_2
D023682146,354_131
D023682146,582_121
D023682146,71_165
D023682146,766_26
D023682146,89_12
D023683914,1124_166
D023683914,1285_75
D023683914,1395_67
D023683914,1776_109
D023683914,1945_22
D023683914,232_141
D023683914,234_181
D023683914,676_160
D023683914,941_53
D023687288,1014_105
D023687288,1049_120
D023687288,1080_54
D023687288,1081_94
D023687288,1258_167
D023687288,1611_104
D023687288,1830_1
D023687288,2470_57
D023687288,758_80
D023688148,1064_154
D023688148,1168_128
D023688148,1325_174
D023688148,1425_87
D023688148,1456_166
D023688148,1955_70
D023688148,2438_182
D023688148,272_144
