D066637882,1680_112
D066637882,2183_178
D066637882,2288_134
D066638117,1179_118
D066638117,1555_84
D066638117,1560_96
D066638117,163_12
D066638117,1952_47
D066638117,2052_143
D066638117,2124_87
D066638117,2127_149
D066638117,2443_97
D066638117,405_54
D066638117,773_153
D066638117,85_24
D066638278,1000_59
D066638278,1524_13
D066638278,1770_134
D066638278,17_17
D066638278,2114_96
D066638278,2138_76
D066638278,2376_57
D066638278,268_21
D066638643,1402_96
D066638643,2381_77
D066638643,569_104
D066638643,686_74
D0666393,1049_133
D0666393,1590_168
D0666393,1744_2
D0666393,1771_137
D0666393,1851_149
D0666393,218_40
D0666393,454_183
D0666393,834_29
D0666435,1011_25
D0666435,1269_88
D0666435,1624_48
D0666435,194_102
D0666435,2166_83
D0666435,2375_93
D0666435,262_44
D0666435,588_49
D0666435,884_37
D0666439,1220_0
D0666439,1338_109
D0666439,1519_50
D0666439,1581_83
D0666439,407_143
D0666457,1239_44
D0666457,1533_49
D0666457,1677_22
D0666457,317_113
D0666489,1187_27
D0666489,1648_41
D0666489,2038_105
D0666489,976_64
D0666489,978_162
D066650393,1333_87
D066650393,1336_55
D066650393,13_121
D066650393,1871_68
D066650393,1913_66
D066650393,2085_172
D066650393,2107_46
D066650393,2135_127
D066650393,2165_181
D066650393,806_66
D066650393,822_43
D066650393,895_131
D066650393,996_97
D0666504,1173_185
D0666504,2176_184
D0666504,2351_33
D0666504,2_125
D0666504,438_6
D0666504,530_64
D0666504,760_11
D0666504,80_20
D0666536,1045_7
D0666536,1109_59
D0666536,1380_19
D0666536,1558_47
D0666536,1869_59
D0666536,1952_51
D0666536,2474_176
D0666559,1042_88
D0666559,1904_56
D0666559,324_48
D0666559,382_168
D0666559,388_148
D0666559,389_61
D0666559,789_169
D0666562,1131_33
D0666562,1138_16
D0666562,1379_141
D0666562,1555_134
D0666562,1770_174
D0666562,1923_94
D0666562,456_174
D0666562,844_82
D0666562,896_165
D0666568,1072_176
D0666568,1416_75
D0666568,1495_110
D0666568,1498_22
D0666568,1558_80
D0666568,2027_175
D0666568,2214_45
D0666568,2275_129
D066657798,1187_154
D066657798,1279_87
D066657798,1333_162
D066657798,137_16
D066657798,2122_188
D066657798,2191_101
D066657798,767_165
D0666580,115_125
D0666580,1261_161
D0666580,1294_186
D0666580,182_162
D0666580,1936_13
D0666580,1953_70
D0666580,2085_41
D0666580,2162_40
D0666580,969_8
D0666596,1085_61
D0666596,1107_56
D0666596,1127_113
D0666596,1392_19
D0666596,1616_164
D0666596,1631_99
D0666596,1797_17
D0666596,2043_56
D0666596,23_170
D0666596,893_183
D0666601,1055_107
D0666601,404_7
D0666601,505_53
D0666601,596_50
D0666601,733_174
D0666608,1441_81
D0666608,1753_4
D0666608,1793_8
D0666608,2001_28
D0666608,2192_83
D0666608,519_43
D0666608,571_36
D0666608,600_27
D066660972,1818_44
D066660972,1854_127
D066660972,2364_76
D066660972,2466_155
D066660972,312_185
D066660972,387_63
D066660972,389_142
D0666612,1258_67
D0666612,1598_124
D0666612,1769_74
D0666612,2155_132
D0666612,2314_157
D0666612,2388_93
D0666612,388_18
D0666612,83_150
D0666612,926_30
D0666615,1087_152
D0666615,1242_181
D0666615,1358_1
D0666615,1511_73
D0666615,1594_183
D0666615,1950_113
D0666615,687_39
D0666615,761_159
D0666657,1149_157
D0666657,137_180
D0666657,2100_91
D0666657,2367_14
D0666657,533_114
D0666657,643_70
D0666657,75_109
D0666657,826_142
D0666657,976_54
D066668954,1261_11
D066668954,1569_20
D066668954,2061_165
D066668954,2220_41
D066668954,2337_152
D066668954,39_22
D066668954,413_37
D066668954,789_52
D0666724,1044_128
D0666724,1159_172
D0666724,199_14
D0666724,208_88
D0666724,2341_19
D0666724,591_20
D0666724,612_0
D0666731,1970_12
D0666731,2063_89
D0666731,69_57
D0666731,796_163
D0666731,976_10
D066674221,1202_12
D066674221,291_167
D066674221,834_25
D066674719,1574_42
D066674719,2349_135
D066674719,548_153
D066674719,781_110
D066675198,1436_130
D066675198,1439_74
D066675198,1926_75
D066675198,199_90
D066675198,660_127
D066675198,691_136
D066675198,779_138
D066682028,1077_117
D066682028,2181_120
D066682028,2331_61
D066682028,598_134
D066682028,889_94
D0666844,1172_157
D0666844,1218_82
D0666844,1265_117
D0666844,1428_50
D0666844,1495_65
D0666844,1571_55
D0666844,1776_0
D0666844,1781_57
D0666844,1963_33
D0666844,2405_168
D0666844,345_107
D0666844,515_93
D0666844,746_121
D066684800,1615_4
D066684800,1651_135
D066684800,1979_39
D066684800,1979_93
D066684800,2053_68
D066684800,397_87
D066684800,422_44
D066684800,444_30
D066684800,652_133
D066684800,721_16
D066684800,920_139
D0666866,1318_112
D0666866,1324_44
D0666866,1532_19
D0666866,186_69
D0666866,451_140
D0666866,491_121
D0666866,812_136
D0666867,1441_129
D0666867,1569_53
D0666867,1703_124
D0666867,1890_15
D0666867,656_134
D066688310,1982_157
D066688310,2449_134
D066688310,743_161
D066688310,899_69
D066688310,994_120
D066689188,1015_62
D066689188,1060_18
D066689188,1131_83
D066689188,1629_29
D066689188,1686_3
D066689188,1761_96
D066689188,2244_31
D066689188,583_62
D066689188,600_28
D066689188,628_35
D066689188,639_117
D066689188,864_150
D066689188,952_114
D066689331,1429_107
