D0850329,378_86
D085033252,2133_29
D085033252,2425_156
D085033252,499_127
D085033252,750_68
D085033252,963_93
D0850343,1134_42
D0850343,1564_67
D0850343,1809_27
D0850343,1984_122
D0850343,2221_34
D0850343,2292_80
D0850343,2390_34
D0850343,945_63
D085035119,1004_24
D085035119,1573_97
D085035119,1696_16
D085035119,1710_184
D085035119,1957_86
D085035119,2163_47
D085035119,2195_161
D085035119,286_58
D085035119,718_34
D0850360,1067_38
D0850360,1426_174
D0850360,1751_184
D0850360,869_154
D0850360,952_28
D085038097,1246_3
D085038097,1487_86
D085038097,1502_97
D085038097,1924_41
D085038097,2156_21
D085038097,2248_101
D085038097,434_116
D085038097,69_172
D085038097,923_180
D0850410,1315_4
D0850410,1749_17
D0850410,1878_34
D0850410,2089_123
D0850410,2397_24
D0850410,351_78
D0850410,640_13
D0850410,70_123
D0850410,902_58
D0850416,1008_181
D0850416,1053_177
D0850416,1397_167
D0850416,1929_119
D0850416,2092_48
D0850416,2096_30
D0850416,2474_105
D0850416,800_178
D0850416,935_49
D085041776,1184_52
D085041776,1215_54
D085041776,1490_101
D085041776,1515_24
D085041776,1868_153
D085041776,1984_61
D085041776,879_32
D085041776,941_33
D085043398,1243_53
D085043398,1425_93
D085043398,1465_144
D085043398,1527_143
D085043398,1635_29
D085043398,2121_116
D085043398,2456_165
D0850435,1532_57
D0850435,1842_74
D0850435,2008_178
D0850435,2045_120
D0850435,2389_135
D0850435,2405_51
D0850435,2458_142
D0850435,772_150
D0850455,1148_60
D0850455,1357_165
D0850455,1625_19
D0850455,1807_28
D0850455,215_153
D0850455,2303_58
D0850455,2399_30
D0850455,298_23
D0850457,135_121
D0850457,1523_38
D0850457,2032_179
D0850457,2064_68
D0850457,215_84
D0850457,419_157
D0850457,655_167
D0850472,162_177
D0850472,1885_43
D0850472,2181_14
D0850472,242_82
D0850472,2460_99
D0850472,51_184
D0850472,847_68
D0850472,976_144
D085047396,1566_131
D085047396,1811_0
D085047396,1882_63
D085047396,2145_142
D0850475,1249_1
D0850475,1595_150
D0850475,2124_68
D0850475,2233_18
D0850475,2329_41
D085048669,1746_144
D085048669,2037_19
D085048669,2359_94
D085048669,305_85
D085048669,506_127
D0850496,0_88
D0850496,1183_132
D0850496,1579_136
D0850496,1766_59
D0850496,2251_118
D085052314,1123_95
D085052314,1163_153
D085052314,1355_34
D085052314,1446_173
D085052314,1828_37
D085052314,2070_155
D085052314,2274_14
D085052314,2327_171
D085052314,2383_153
D085052314,338_14
D085052314,776_179
D0850527,1147_67
D0850527,1290_60
D0850527,1366_85
D0850527,13_23
D0850527,1654_178
D0850527,468_123
D0850527,659_141
D0850527,797_133
D0850527,967_40
D085057364,1023_177
D085057364,1087_142
D085057364,1118_31
D085057364,1240_65
D085057364,1812_20
D085057364,1926_175
D085057364,1979_77
D085057364,2174_72
D085057364,2436_63
D085057364,352_34
D085057364,591_76
D085057364,839_37
D0850574,1049_136
D0850574,1352_87
D0850574,1368_15
D0850574,16_34
D0850574,1923_86
D0850574,579_131
D0850574,660_145
D0850574,71_137
D0850603,1284_99
D0850603,1506_172
D0850603,1522_28
D0850603,340_179
D0850603,571_94
D0850617,1218_159
D0850617,170_101
D0850617,1741_88
D0850617,1795_5
D0850617,1966_32
D0850617,2348_148
D0850617,396_44
D0850617,958_33
D0850627,1102_54
D0850627,1185_133
D0850627,1401_139
D0850627,1940_44
D0850627,1956_84
D0850627,2234_137
D0850627,572_165
D0850627,701_173
D0850627,738_38
D085066359,1044_28
D085066359,1289_56
D085066359,142_166
D085066359,1636_122
D085066359,2236_118
D085066359,39_175
D085066359,729_38
D085066359,79_104
D085066359,845_58
D0850666,1135_18
D0850666,1357_180
D0850666,180_28
D0850666,1945_18
D0850666,310_30
D0850666,351_3
D0850666,741_1
D0850666,763_72
D0850666,871_60
D0850667,1032_168
D0850667,1225_80
D0850667,1266_32
D0850667,1292_137
D0850667,2115_154
D0850667,2281_50
D0850667,2300_71
D0850667,2472_153
D0850667,276_158
D085066984,1258_129
D085066984,1497_146
