D026606972,873_136
D026610191,1874_63
D026610191,2216_10
D026610191,2350_76
D026610191,334_50
D026610191,382_0
D026610191,664_152
D026610191,987_78
D026612225,1247_166
D026612225,1939_119
D026612225,2419_184
D026612225,2425_139
D026612225,416_179
D026612225,625_136
D026614199,1298_113
D026614199,1867_180
D026614199,2147_147
D026614199,2355_66
D026614199,261_12
D026614199,602_112
D026614984,1273_106
D026614984,1501_13
D026614984,1536_138
D026614984,1663_120
D026614984,2148_66
D026614984,2189_104
D026614984,2410_143
D026614984,263_98
D026614984,307_8
D026614984,312_88
D026615462,1177_16
D026615462,1998_121
D026615462,467_8
D026615462,7_169
D026616322,1142_136
D026616322,158_20
D026616322,1886_74
D026616322,478_43
D026617732,118_181
D026617732,1417_32
D026617732,2039_78
D026617732,222_130
D026617732,611_169
D026617732,773_96
D026617831,1072_31
D026617831,1645_12
D026617831,1654_124
D026617831,1972_93
D026617831,222_21
D026617831,2330_133
D026617831,373_180
D026617831,45_41
D026617831,560_159
D026617831,843_100
D026618760,1081_152
D026618760,1981_104
D026618760,224_82
D026618760,532_33
D026618760,962_11
D026619231,1682_7
D026619231,1968_12
D026619231,2141_40
D026619231,2390_126
D026619231,2442_182
D026619231,260_106
D026619231,274_40
D026619231,539_92
D026619231,597_31
D026619231,630_84
D026619231,849_120
D026619231,977_21
D026620282,1014_99
D026620282,1028_92
D026620282,130_111
D026620282,1978_118
D026620282,1978_154
D026620282,2127_58
D026620282,2292_58
D026620282,2307_176
D026620282,938_140
D026626420,148_21
D026626420,2006_111
D026626420,2024_112
D026626420,2104_166
D026626420,267_135
D026626420,327_74
D026626420,600_19
D026626420,677_148
D026626420,814_31
D026631271,1273_122
D026631271,1394_121
D026631271,1552_45
D026631271,1566_109
D026631271,1589_169
D026631271,178_78
D026631271,1875_122
D026631271,1888_90
D026631271,2010_142
D026631271,2248_117
D026631271,2418_50
D026631271,278_81
D026631271,436_11
D026633152,107_185
D026633152,1357_69
D026633152,1527_39
D026633152,1934_86
D026633152,2032_160
D026633152,601_172
D026633152,813_79
D026647517,1109_104
D026647517,1190_116
D026647517,1437_50
D026647517,1507_38
D026647517,1729_172
D026647517,1733_128
D026647517,2299_65
D026647517,328_97
D026647517,503_139
D026647517,613_124
D026647517,666_31
D026647517,817_84
D026647517,841_98
D026647692,1017_18
D026647692,1020_20
D026647692,1042_60
D026647692,2115_101
D026647692,45_8
D026647692,753_47
D026650111,1175_178
D026650111,1466_79
D026650111,1784_32
D026650111,2331_53
D026650111,417_105
D026650111,993_135
D026652023,1092_56
D026652023,1334_98
D026652023,1420_86
D026652023,1447_78
D026652023,1632_104
D026652023,206_25
D026652023,2222_98
D026652023,2281_154
D026652023,236_11
D026652023,2450_52
D026652023,391_147
D026652023,779_9
D026652023,831_7
D026653679,1123_110
D026653679,1162_12
D026653679,126_167
D026653679,1557_134
D026653679,157_69
D026653679,1844_22
D026653679,2349_61
D026653679,2359_55
D026653679,283_95
D026653679,379_1
D026653679,738_37
D026653679,764_147
D026653679,790_185
D026653839,1308_189
D026653839,1532_113
D026653839,1857_24
D026653839,2003_54
D026653839,362_158
D026653839,998_89
D026655765,1224_77
D026655765,13_67
D026655765,2206_63
D026655765,2439_119
D026655765,504_37
D026655765,895_177
D026656793,1646_183
D026656793,1857_136
D026656793,2337_13
D026656793,2435_89
D026656793,536_13
D026656793,644_107
D026657615,1111_74
D026657615,1835_105
D026657615,2260_102
D026657615,2329_62
D026657615,308_37
D026657615,55_136
D026657615,663_39
D026657851,1318_145
D026657851,2158_18
D026657851,344_115
D026657851,496_163
D026657851,813_119
D026658971,1221_23
D026658971,1671_2
D026658971,1725_16
D026658971,559_31
D026658971,629_109
D026659541,1480_21
D026659541,1893_164
D026659541,2343_159
D026659541,862_160
D026659541,864_43
D026664385,1154_182
D026664385,1158_34
D026664385,151_54
D026664385,1820_13
D026664385,1985_123
D026664385,2010_85
D026664385,2159_23
D026664385,372_112
D026664385,459_0
D026664385,971_128
D026665375,1222_76
D026665375,1442_0
D026665375,145_58
D026665375,1649_165
D026665375,1995_102
D026665375,2071_64
D026665375,2080_61
D026665375,2114_25
D026665375,2279_41
D026665375,2466_9
D026665375,351_179
D026666952,1023_116
D026666952,1193_53
D026666952,1208_132
D026666952,1216_31
D026666952,1384_121
D026666952,205_173
D026666952,2072_88
D026666952,2325_177
D026666952,397_167
D026666952,804_179
D026667614,1148_102
D026667614,1435_157
D026667614,1473_157
D026667614,2278_155
D026667614,238_23
D026667614,567_35
D026668161,124_91
D026668161,1342_99
D026668161,1690_111
D026668161,1883_180
D026668161,2079_87
D026668161,226_124
D026668161,657_84
D026668161,713_186
D026675282,1777_37
D026675282,1786_54
D026675282,198_33
D026675282,234_159
D026675282,625_113
D026675282,864_140
D026676395,1300_93
D026676395,1397_38
D026676395,171_50
D026676395,223_69
D026676395,352_47
D026677590,1456_124
D026677590,2157_101
D026677590,2449_141
D026677590,285_99
D026677590,404_61
D026677590,895_184
D026677743,1472_151
D026677743,1660_73
D026677743,2223_114
D026677743,2326_139
D026677743,378_7
D026678382,1450_164
D026678382,1877_140
D026678382,230_138
D026678382,2407_50
D026678382,2466_138
D026678382,379_145
D026678382,724_138
D026678382,956_141
D026678382,968_131
D026678382,991_52
D026678580,1080_22
D026678580,1991_83
D026678580,2240_27
D026678580,462_118
D026681368,1068_93
D026681368,2000_46
D026681368,2246_6
D026681368,846_96
D026683355,1172_132
D026683355,13_16
D026683355,1467_180
D026683355,1629_158
D026683355,2145_54
D026683355,216_54
D026683355,2301_156
D026683355,301_11
D026683355,339_82
D026683355,624_37
D026683355,760_98
D026683355,785_165
D026683355,82_54
D026683812,1136_59
D026683812,1417_24
D026683812,1620_4
D026683812,1934_51
D026683812,2064_82
D026683812,2104_141
D026683812,227_55
D026683812,231_6
D026683812,245_82
D026683812,429_168
D026683812,664_59
D026685625,1144_87
D026685625,117_178
D026685625,1258_77
D026685625,1708_124
D026685625,1942_4
D026685625,2412_64
D026685625,357_132
D026685625,387_16
D026685625,466_78
D026685625,918_166
D026685717,1105_40
D026685717,1303_41
D026685717,1421_115
D026685717,1453_61
D026685717,1852_24
D026685717,2188_127
D026685717,2197_182
D026685717,2289_49
D026685717,238_42
D026685717,56_24
