D0998005,2203_130
D099801656,1703_43
D099801656,2237_33
D099801656,227_136
D099801656,335_34
D0998049,1222_160
D0998049,1982_134
D0998049,2242_54
D0998049,379_4
D0998049,472_139
D0998049,476_175
D0998049,635_170
D0998049,697_149
D099805340,1089_23
D099805340,1698_25
D099805340,1712_44
D099805340,1891_34
D099805340,2418_61
D099805340,546_22
D099805340,955_90
D0998054,1155_152
D0998054,1303_10
D0998054,2247_121
D0998054,2290_93
D0998054,489_145
D0998054,578_112
D0998054,92_113
D0998077,1292_143
D0998077,1357_87
D0998077,1443_184
D0998077,1782_112
D0998077,1879_88
D0998077,1944_151
D0998077,19_46
D0998077,2444_29
D0998077,414_75
D099807719,1407_71
D099807719,1532_140
D099807719,1764_76
D099807719,1855_101
D099807719,243_103
D099807719,252_10
D099807719,39_120
D099807719,697_143
D0998078,104_159
D0998078,1071_131
D0998078,1844_146
D0998078,1995_108
D0998078,201_74
D0998078,2127_63
D0998078,279_71
D0998078,410_133
D0998078,644_46
D0998078,90_118
D099807955,1099_122
D099807955,1154_0
D099807955,1495_20
D099807955,1678_3
D099807955,1767_174
D0998082,1163_40
D0998082,1198_71
D0998082,1373_182
D0998082,1716_17
D0998082,2439_37
D0998082,2444_116
D0998082,457_91
D0998082,518_127
D099811570,1029_179
D099811570,1378_1
D099811570,142_160
D099811570,168_5
D099811570,1898_26
D099811570,1904_46
D099811570,2362_171
D099811570,495_69
D099811570,529_136
D099811570,810_178
D099812614,1338_141
D099812614,1519_184
D099812614,1933_186
D099812614,659_78
D0998148,1086_120
D0998148,1128_99
D0998148,1141_30
D0998148,1493_127
D0998148,2024_99
D0998148,2086_114
D0998148,2337_21
D0998148,2467_26
D0998148,268_77
D0998148,678_179
D0998148,702_157
D0998148,868_74
D0998148,958_158
D0998152,149_100
D0998152,1966_131
D0998152,2309_135
D0998152,253_70
D0998152,491_8
D0998152,550_48
D0998152,923_80
D0998154,1634_94
D0998154,163_109
D0998154,2009_8
D0998154,2318_94
D0998154,321_167
D0998158,1373_51
D0998158,1696_128
D0998158,202_120
D0998158,2449_189
D0998158,547_49
D0998158,727_148
D0998158,781_158
