D0685926,985_138
D068593483,1243_37
D068593483,1333_9
D068593483,1488_28
D068593483,168_83
D068593483,195_106
D068593483,2060_47
D068593483,2192_32
D068593483,2219_146
D068593483,2271_22
D068593483,948_164
D068594237,1002_136
D068594237,1247_132
D068594237,2002_39
D068594237,2207_169
D068594237,2295_153
D068594237,2420_26
D068594237,652_16
D068594237,827_131
D068594237,874_111
D068595074,1084_183
D068595074,1086_40
D068595074,1383_122
D068595074,1532_132
D068595074,407_57
D068595074,431_5
D068595074,533_90
D068595074,631_174
D068595074,736_71
D068595074,789_83
D068596224,1024_126
D068596224,1124_179
D068596224,1793_98
D068596224,2026_100
D068596224,238_148
D068596224,848_87
D068596224,888_89
D0685968,1006_39
D0685968,1063_106
D0685968,1172_126
D0685968,1662_138
D0685968,1770_135
D0685968,2458_73
D0685968,2467_173
D0685968,761_64
D0685968,843_90
D0685973,1292_139
D0685973,1462_119
D0685973,1488_58
D0685973,215_157
D0685973,2266_125
D0685973,226_166
D0685973,453_57
D0685973,772_134
D0685973,885_127
D068599652,1466_22
D068599652,1751_85
D068599652,2059_105
D068599652,2240_102
D068599652,453_28
D068599652,560_169
D068599652,699_115
D0686010,10_49
D0686010,1343_67
D0686010,1360_72
D0686010,1515_136
D0686010,1647_157
D0686010,1862_30
D0686010,2221_69
D0686010,524_135
D0686010,836_27
D068605117,1027_165
D068605117,1751_40
D068605117,694_27
D068605117,803_5
D0686069,106_182
D0686069,1112_151
D0686069,1178_165
D0686069,1301_169
D0686069,1800_102
D0686069,2033_51
D0686069,38_176
D0686069,451_119
D0686069,592_76
D0686069,600_4
D068608958,1597_20
D068608958,21_162
D068608958,319_9
D0686108,10_8
D0686108,1980_62
D0686108,208_182
D0686108,2290_75
D0686108,2371_17
D0686108,2397_109
D0686108,442_31
D0686108,486_107
D0686108,573_95
D068611613,1226_187
D068611613,1811_144
D068611613,1812_82
D068611613,1979_8
D068611613,323_119
D068611613,370_73
D0686148,102_78
D0686148,106_86
D0686148,1797_8
D0686148,2106_100
D0686148,2179_139
D0686148,301_74
D0686148,562_99
D0686148,749_157
D0686148,766_40
D0686152,1295_49
D0686152,1762_4
D0686152,2186_128
D0686152,876_8
D0686152,916_46
D068615918,1255_82
D068615918,1961_54
D068615918,2105_156
D068615918,726_1
D068615918,727_155
D068615918,950_135
D0686176,1004_16
D0686176,1450_40
D0686176,1792_10
D0686176,2357_135
D0686176,2364_105
D0686176,243_78
D0686176,254_94
D0686176,265_121
D0686176,499_101
D068618018,1436_111
D068618018,2003_103
D068618018,2372_179
D068618018,354_163
D068618018,380_68
D0686194,1163_169
D0686194,1206_122
D0686194,1453_93
D0686194,1460_10
D0686194,1623_68
D0686194,2068_131
D0686194,238_32
D0686194,45_121
