D0929887,470_80
D0929910,1059_151
D0929910,1766_169
D0929910,2136_44
D0929910,227_36
D0929910,2302_48
D0929910,425_152
D0929910,733_164
D0929912,1120_14
D0929912,1605_27
D0929912,1615_103
D0929912,2397_153
D0929912,520_20
D0929933,1128_174
D0929933,1195_87
D0929933,1215_59
D0929933,1330_65
D0929933,1411_40
D0929933,176_57
D0929933,2319_80
D0929933,428_63
D0929933,643_174
D0929937,1005_26
D0929937,1030_124
D0929937,1037_111
D0929937,1163_80
D0929937,191_91
D0929937,2234_132
D0929937,911_105
D0929943,1060_141
D0929943,1537_101
D0929943,1593_46
D0929943,1909_130
D0929943,1988_1
D0929943,350_11
D0929943,766_181
D0929943,851_20
D0929945,1090_185
D0929945,1408_31
D0929945,1525_67
D0929945,1539_48
D0929945,1639_139
D0929945,1856_103
D0929945,2198_169
D0929945,771_174
D0929948,1094_100
D0929948,1745_146
D0929948,1919_53
D0929948,231_168
D0929948,2346_31
D0929948,2472_112
D0929948,28_41
D0929948,743_123
D0929962,1743_26
D0929962,2179_13
D0929962,2235_81
D0929962,503_68
D0929962,672_11
D092996328,104_90
D092996328,1516_22
D092996328,1763_17
D092996328,1977_92
D092996328,2163_64
D092996328,2281_30
D092996328,338_66
D092996328,357_70
D092996328,620_182
D0929965,1079_11
D0929965,175_104
D0929965,1770_84
D0929965,1940_34
D0929965,2103_30
D0929965,26_0
D0929965,356_80
D0929965,626_158
D0929965,73_176
D0929968,1026_59
D0929968,1304_45
D0929968,1414_108
D0929968,1673_123
D0929968,2077_11
D0929968,301_164
D0929968,641_108
D0929968,842_109
D0929968,98_22
D092998452,104_87
D092998452,1214_14
D092998452,1370_67
D092998452,2003_107
D092998452,2028_126
D092998452,429_45
D092998452,711_114
D092999534,1598_110
D092999534,1886_126
D092999534,2132_2
D092999534,2246_83
D092999534,482_106
D0929996,1169_11
D0929996,1566_52
D0929996,170_5
D0929996,175_182
D0929996,1881_135
D0929996,1893_12
D0929996,313_150
D0929996,690_9
D0930010,1046_62
D0930010,1645_25
D0930010,2221_161
D0930010,2264_20
D0930010,921_139
D093001052,1065_98
D093001052,1096_87
D093001052,1221_184
D093001052,122_68
D093001052,1899_64
D093001052,677_36
D093001052,678_3
D0930017,1095_40
D0930017,1548_99
D0930017,1598_48
D0930017,264_161
D0930017,312_128
D093003131,1705_169
D093003131,1739_34
D093003131,2185_116
D093003131,311_92
D093003131,463_52
D093003131,744_94
D093003131,964_146
D0930034,1219_189
D0930034,127_115
D0930034,1422_161
D0930034,2067_87
D0930034,2404_85
D0930034,2429_112
D0930034,333_172
D0930034,390_178
D0930037,1191_170
D0930037,1788_57
D0930037,354_139
D0930037,757_126
D0930037,926_99
D0930058,1605_113
D0930058,1786_151
D0930058,191_22
D0930058,1972_55
D0930058,1999_149
D0930058,499_168
D0930058,597_165
D0930058,967_125
D0930061,1052_173
D0930061,1273_152
D0930061,158_143
D0930061,1899_78
D0930061,253_49
D093008266,1903_34
D093008266,2212_184
D093008266,318_26
D093008266,661_70
D093008532,178_141
D093008532,1793_134
D093008532,2014_47
D093008532,672_47
D093008532,898_149
D0930093,1237_96
D0930093,1628_161
D0930093,1723_27
D0930093,2109_83
D0930093,2115_70
D0930093,2354_16
D0930093,434_86
D0930093,513_127
D0930093,660_32
D0930102,1413_125
D0930102,1595_63
D0930102,1920_111
D0930102,2278_6
D0930102,530_157
D0930102,585_37
D0930102,854_38
D0930154,218_77
D0930154,285_113
D0930154,594_61
D0930154,892_30
D0930154,942_157
D0930154,95_1
D0930154,990_20
D0930166,1316_26
D0930166,1479_44
D0930166,1599_67
D0930166,1714_117
D0930166,194_126
D0930166,2144_86
D0930166,2261_160
D0930166,242_31
D0930166,2474_112
D0930166,314_91
D0930166,672_92
D0930166,676_145
D0930172,145_44
D0930172,1634_81
D0930172,1682_102
D0930172,1973_125
D0930172,1975_80
D0930172,663_23
D0930172,673_169
D0930194,125_91
D0930194,249_82
D0930194,829_120
D093020190,1939_95
D093020190,2134_109
D093020190,406_22
D093020190,532_120
D093020190,588_4
D093020190,703_1
D093020190,883_129
