D0651019,983_173
D065105047,1024_176
D065105047,1096_27
D065105047,1383_48
D065105047,1541_34
D065105047,1894_107
D065105047,2191_30
D065105047,616_61
D065105917,2183_58
D065105917,347_30
D065105917,361_121
D065105917,696_111
D065105986,1494_13
D065105986,1671_36
D065105986,1695_119
D065105986,1750_39
D065105986,1972_118
D065105986,2420_166
D065105986,2446_177
D065105986,976_111
D065107737,1074_114
D065107737,1216_10
D065107737,1220_55
D065107737,1272_169
D065107737,1471_82
D065107737,1778_107
D065107737,2061_186
D065107737,267_78
D065107737,386_23
D065107737,8_103
D065107737,946_90
D0651084,1095_122
D0651084,1805_90
D0651084,214_0
D0651084,222_153
D0651084,426_114
D0651084,760_152
D0651084,790_170
D065108994,1038_183
D065108994,1155_38
D065108994,1455_156
D065108994,191_47
D065108994,2306_18
D065108994,352_116
D065108994,581_119
D065108994,822_89
D065110478,1020_94
D065110478,1166_42
D065110478,1716_12
D065110478,1742_161
D065110478,215_147
D065110478,354_117
D0651105,1036_75
D0651105,1443_27
D0651105,1739_164
D0651105,1763_134
D0651105,1856_92
D0651105,21_38
D0651105,246_20
D0651123,1331_40
D0651123,2107_106
D0651123,410_26
D065112809,1059_102
D065112809,1266_121
D065112809,1459_158
D065112809,1741_136
D065112809,1903_90
D065112809,203_184
D065112809,250_124
D065112809,282_181
D065112809,321_165
D065112809,64_47
D065113219,1046_146
D065113219,14_146
D065113219,1966_102
D065113219,570_144
D0651136,1119_83
D0651136,1226_138
D0651136,1747_6
D0651136,1791_10
D0651136,2112_81
D0651136,385_146
D0651136,983_46
D0651150,1011_44
D0651150,1044_71
D0651150,127_44
D0651150,1786_20
D0651150,1847_58
D0651150,1880_170
D0651150,1975_43
D0651150,2458_10
D0651150,24_59
D0651150,433_151
D0651150,656_115
D0651150,692_150
D0651150,781_144
D065115893,1379_27
D065115893,154_17
D065115893,1554_84
D065115893,2005_64
D065115893,2070_34
D065115893,2204_170
D065115893,2224_171
D065115893,237_126
D065115893,656_121
D065115893,69_170
D065115893,824_2
D0651173,1144_57
D0651173,1320_0
D0651173,2_12
D0651173,317_186
D0651173,318_151
D065117347,1964_184
D065117347,2135_92
D065117347,2389_57
D065117347,40_104
D065117347,477_115
D065117347,500_143
D065117347,615_71
D065118856,1204_132
D065118856,1304_150
D065118856,1399_42
D065118856,1688_161
D065118856,2045_18
D065118856,2246_80
D065118856,22_184
D065118856,2376_172
D065118856,2405_49
D065118856,28_129
D065118856,623_11
D065118856,705_40
D065118856,748_75
D065119808,1760_163
D065119808,2315_183
D065119808,2461_116
D065119808,372_15
D065119808,483_139
D065119808,731_41
D0651203,1140_36
D0651203,1226_39
D0651203,1290_173
D0651203,2143_106
D0651203,2342_15
D0651203,254_88
D0651203,32_142
D0651203,591_91
D0651203,91_36
D065120477,1447_29
D065120477,1597_180
D065120477,183_89
D065120477,198_6
D065120477,2148_20
D065120477,385_36
D065120477,641_22
D065120477,726_168
D065120477,937_66
D065120477,986_0
D065122174,1649_130
D065122174,1719_184
D065122174,1862_152
D065122174,2029_183
D065122174,2312_149
D065122174,273_155
D065122174,918_66
D065122228,100_87
D065122228,1056_69
D065122228,1124_59
D065122228,1165_47
D065122228,1688_54
D065122228,25_182
D065122228,375_31
D065122228,643_22
D065123669,2353_23
D065123669,2426_98
D065123669,74_108
D0651240,1182_183
D0651240,1222_57
D0651240,1481_30
D0651240,1860_57
D0651240,541_108
D0651240,541_45
D0651240,705_133
D0651240,996_101
D0651280,1101_20
D0651280,1175_90
D0651280,117_37
D0651280,1543_129
D0651280,1630_139
D0651280,1780_138
D0651280,1910_164
D0651280,2285_18
D0651280,2367_156
D0651284,1126_89
D0651284,126_3
D0651284,152_81
D0651284,1643_180
D0651284,1876_104
D0651284,2271_101
D0651284,227_59
D0651284,491_92
D0651284,524_29
D0651284,991_84
D0651297,1311_183
D0651297,1365_2
D0651297,1517_84
D0651297,1557_140
D0651297,1620_55
D0651297,1642_4
D0651297,405_12
D065129920,1078_130
D065129920,1086_101
D065129920,1298_66
D065129920,1320_167
D065129920,1944_135
D065129920,211_168
D065129920,2121_108
D065129920,2277_82
D065129920,53_16
D065131510,1673_5
D065131510,2134_72
D065131510,2436_52
D065131510,508_163
D065131510,828_30
D0651320,122_158
D0651320,1651_172
D0651320,169_159
D0651320,1819_82
D0651320,2289_125
D0651320,833_63
D0651320,945_121
D0651320,962_172
D0651333,1110_86
D0651333,2027_42
D0651333,2085_35
D0651333,2106_60
D0651333,2238_9
D0651333,259_24
D0651333,721_70
D0651333,822_3
D0651333,86_2
D0651339,1335_136
D0651339,1883_35
D0651339,1942_74
D0651339,2184_119
D0651339,2209_105
D0651339,257_30
D0651339,267_168
D0651340,1143_88
D0651340,1195_59
D0651340,1666_91
D0651340,2187_121
D0651340,2283_78
D0651340,2297_156
D0651340,2321_91
D0651340,243_94
D065135020,1124_28
D065135020,1983_110
D065135020,2439_51
D065135020,351_112
D065135020,440_119
D065135020,908_16
D065135440,1531_126
D065135440,1827_9
D065135440,2116_33
D065135440,212_38
D065135440,2165_108
D065135440,2353_133
D065135440,2438_50
D065135440,592_166
D065135440,625_91
D065135440,819_7
D065135440,945_3
D0651360,152_175
D0651360,2136_71
D0651360,21_14
D0651360,2223_104
D0651360,2430_42
D0651360,51_90
D0651360,766_99
D065136836,1054_172
D065136836,1235_66
D065136836,1594_33
D065136836,2003_19
D065136836,2097_51
D065136836,2434_105
D065136836,470_182
D0651382,1429_156
D0651382,1650_86
D0651382,1789_120
D0651382,1805_92
D0651382,2198_112
D0651382,363_108
D0651382,385_90
D065139752,1247_169
D065139752,1616_115
D065139752,1621_183
D065139752,1662_34
D065139752,1996_105
D065139752,272_112
D065139752,391_125
D065139752,513_165
D065139752,666_152
D065139752,784_11
D065140406,1446_84
D065140406,186_64
D065140406,2160_67
D065140406,420_11
D065140406,961_78
D065141755,1114_142
D065141755,1405_79
D065141755,1429_68
D065141755,1600_128
D065141755,2245_74
D065141755,2460_168
D065141755,246_18
D065141755,320_11
D065141755,520_130
D065141755,789_164
D065141755,79_146
D065141755,920_102
D065141755,95_55
D0651430,1112_173
D0651430,1243_149
D0651430,1265_149
D0651430,147_62
D0651430,1583_17
D0651430,2348_36
D0651430,932_62
D0651444,230_38
D0651444,2438_60
D0651444,2474_100
D0651444,478_92
D0651444,861_155
D0651444,873_20
D065145043,1118_169
D065145043,363_165
D065145043,526_64
D065145043,689_85
D065145043,981_61
D065146392,1024_71
D065146392,1028_25
