D0806446,945_188
D0806448,1082_180
D0806448,1211_50
D0806448,2346_162
D0806448,643_91
D0806448,836_51
D0806477,1056_128
D0806477,1793_88
D0806477,2250_114
D0806477,2423_32
D0806477,352_48
D080649748,1141_127
D080649748,1817_40
D080649748,2263_142
D080649748,529_117
D080649748,646_71
D080650836,1032_79
D080650836,1299_182
D080650836,1802_184
D080650836,2078_90
D080650836,2364_15
D080650836,252_149
D080650836,466_101
D080650836,619_134
D0806534,1115_96
D0806534,152_150
D0806534,1559_65
D0806534,1815_94
D0806534,1816_69
D0806534,27_162
D0806534,413_43
D0806542,1244_102
D0806542,1723_52
D0806542,279_95
D080654421,1085_55
D080654421,1445_133
D080654421,1473_166
D080654421,1700_47
D080654421,594_29
D0806546,1135_97
D0806546,1595_95
D0806546,1716_133
D0806546,1815_118
D0806546,211_89
D0806546,2223_8
D0806546,401_98
D0806546,946_65
D080656029,1368_72
D080656029,1536_154
D080656029,1668_179
D080656029,1697_82
D080656029,2248_99
D080656029,2469_60
D080656029,671_19
D0806564,1164_186
D0806564,1583_52
D0806564,198_57
D0806564,2004_104
D0806564,34_68
D0806564,360_83
D0806564,42_175
D0806564,95_9
D080658825,1032_117
D080658825,1213_37
D080658825,243_68
D080658825,310_163
D080658825,835_156
D080659044,131_14
D080659044,1479_125
D080659044,2240_72
D080659044,719_96
D080659044,976_2
D080659044,987_21
D080659372,1079_62
D080659372,109_25
D080659372,1520_160
D080659402,1582_100
D080659402,199_75
D080659402,2125_49
D080659402,360_127
D080659402,743_69
D080659976,1210_60
D080659976,1745_52
D080659976,1992_109
D080659976,2158_180
D080659976,2192_23
D080659976,2328_54
D080659976,450_4
D080659976,632_37
D080659976,680_100
D080659976,708_187
D080659976,709_154
D0806613,1058_29
D0806613,1093_154
D0806613,1411_187
D0806613,1941_27
D0806613,2431_182
D080661702,1158_30
D080661702,1256_31
D080661702,1428_144
D080661702,1445_185
D080661702,1811_54
D080661702,254_25
D080661702,509_17
D080661702,668_2
D080661702,66_109
D080663362,1180_83
D080663362,2153_157
D080663362,2239_147
D080663362,963_79
D080663362,984_115
D0806651,1058_167
D0806651,1323_17
D0806651,1379_3
D0806651,1530_39
D0806651,364_101
D080665601,1301_29
D080665601,1470_151
D080665601,148_105
D080665601,1513_22
D080665601,1649_76
D080665601,2205_32
D080665601,555_91
D0806692,1467_131
D0806692,149_26
D0806692,1589_1
D0806692,205_75
D0806692,2213_100
D0806692,2298_16
D0806692,2340_92
D0806692,2389_165
D080670001,201_19
D080670001,532_27
D080670001,571_142
D080670001,612_149
D0806703,1684_52
D0806703,1708_69
D0806703,2146_137
D0806703,2155_80
D0806703,363_167
D0806705,1195_140
D0806705,1609_103
D0806705,372_70
D0806705,857_134
D0806705,937_144
D0806748,1748_22
D0806748,1759_107
D0806748,2012_114
D0806748,2162_136
D0806748,2454_49
D0806748,460_31
D0806748,562_164
D0806748,597_43
D0806748,667_50
D080675051,1409_42
D080675051,1612_83
D080675051,251_132
D080675051,485_57
D080675051,556_52
D080675051,772_177
D0806760,1589_133
D0806760,1756_94
D0806760,2077_94
D0806760,360_139
D0806760,637_89
D0806778,1256_127
D0806778,1349_91
D0806778,1540_90
D0806778,1739_11
D0806778,1996_145
D0806778,2022_149
D0806778,2140_106
D0806778,501_140
D0806778,949_46
D0806795,1007_29
D0806795,1011_100
D0806795,1513_41
D0806795,1523_178
D0806795,557_134
D0806795,632_88
D0806795,694_6
D0806798,1811_27
D0806798,2440_102
D0806798,396_101
D0806809,1108_150
D0806809,1195_148
D0806809,1543_54
D0806809,2274_4
D0806809,78_35
D0806829,1093_66
D0806829,151_161
D0806829,1547_133
D0806829,1844_32
D0806829,2100_24
D0806829,217_156
D0806829,36_129
D0806829,857_5
D0806829,933_1
D080683902,1028_145
D080683902,1407_103
D080683902,2264_127
D080683902,2407_52
D080683902,391_110
D080683902,470_177
D080683902,489_92
D080683902,658_142
D080683902,672_44
D080683902,683_186
D080683902,79_109
D080683902,889_138
D080683902,980_69
D0806857,1415_142
D0806857,1428_80
D0806857,1624_130
D0806857,1630_107
D0806857,1827_158
D0806857,397_15
D0806857,42_7
D0806857,700_120
D0806857,879_54
D0806869,1041_187
D0806869,1657_62
D0806869,2119_97
D0806869,2467_124
D0806869,887_81
D080687696,1183_98
D080687696,1377_118
D080687696,172_43
D080687696,2261_137
D080687696,2377_89
D080687696,299_98
D080687696,363_93
D080687696,502_78
D080687696,507_82
D080687696,570_169
D080687696,94_21
D080688402,1099_93
D080688402,1146_93
D080688402,1149_122
D080688402,1172_21
D080688402,1177_3
D080688402,1431_0
D080688402,1478_132
D080688402,2106_10
D080688402,294_80
D080688402,511_159
D080688402,73_24
D080688402,833_84
D0806899,1424_87
D0806899,1613_75
D0806899,1746_35
D0806899,1754_183
D0806899,1791_144
D0806899,1940_157
D0806899,2056_118
D0806899,2207_161
D0806899,2260_154
D0806899,2315_123
D080696346,1187_50
D080696346,1337_42
D080696346,1400_109
D080696346,1732_180
D080696346,174_114
D080696346,1990_156
D080696346,2139_141
D080696346,2188_150
D080696346,2239_67
D080696346,24_52
D080696346,455_164
D080696346,64_2
D080696346,958_145
D0806968,1017_104
D0806968,1610_176
D0806968,1984_71
D0806968,487_47
D0806968,501_160
D080697343,2269_88
D080697343,2273_108
D080697343,747_116
D0806996,12_48
D0806996,224_163
D0806996,2274_129
D0806996,380_85
D0806996,560_177
D0806996,611_152
D0806996,781_183
D0806996,867_173
D0806996,88_82
D0807001,1210_47
D0807001,1310_140
D0807001,1390_32
D0807001,1827_78
D0807001,2373_103
D0807001,2420_66
D0807001,647_72
D0807001,804_37
D0807001,902_69
D080703976,1111_75
D080703976,1151_57
D080703976,1993_37
D080703976,317_117
D080703976,380_50
D080703976,990_92
D080704157,1028_93
D080704157,1053_178
D080704157,1478_84
D080704157,1796_18
D080704157,340_94
D080704157,697_1
D080704201,1250_64
D080704201,1674_57
D080704201,1750_89
D080704201,2053_35
D080704201,2140_132
D080704201,2334_178
D080704201,2342_168
D080704201,2358_171
D080704201,752_36
D080705987,1058_1
D080705987,1123_118
D080705987,14_73
D080705987,1553_57
D080705987,1785_116
D080705987,1800_147
D080705987,1831_108
D080705987,2121_9
D080705987,2302_157
D080705987,945_178
D0807061,1237_66
D0807061,1369_182
D0807061,1883_71
D0807061,213_82
D0807061,2229_59
D0807061,456_61
D0807061,667_12
D0807061,715_154
D0807061,988_66
D080706632,1346_42
D080706632,1535_23
D080706632,1619_68
D080706632,1663_142
D080706632,170_9
