D0887296,264_126
D0887296,98_155
D0887328,1002_50
D0887328,1059_1
D0887328,1061_105
D0887328,1766_18
D0887328,1963_75
D0887328,2002_47
D0887328,634_148
D088733647,1587_138
D088733647,2039_180
D088733647,2202_71
D088733647,2267_110
D088733647,2376_5
D088733647,419_122
D0887341,1047_157
D0887341,1343_52
D0887341,1479_73
D0887341,2278_58
D0887341,963_23
D0887360,1045_103
D0887360,1059_21
D0887360,1060_118
D0887360,1083_46
D0887360,985_11
D0887364,1833_133
D0887364,1946_46
D0887364,4_58
D0887364,671_94
D0887364,895_41
D0887379,1294_140
D0887379,1495_78
D0887379,1545_126
D0887379,181_20
D0887379,674_176
D0887388,1360_0
D0887388,1921_73
D0887388,200_26
D0887388,369_155
D0887388,910_150
D088738888,1052_41
D088738888,1053_161
D088738888,1582_85
D088738888,1997_51
D088738888,458_78
D088738888,889_100
D0887389,109_163
D0887389,1164_89
D0887389,1229_167
D0887389,1972_91
D0887389,470_31
D0887389,526_41
D0887389,5_80
D0887389,692_67
D0887389,995_15
D088739199,104_65
D088739199,634_136
D088739199,821_41
D088739199,832_119
D088739199,961_168
D0887421,1849_49
D0887421,1861_108
D0887421,1895_159
D0887421,2231_0
D0887421,859_73
D0887424,111_157
D0887424,1885_60
D0887424,2068_81
D0887430,1042_68
D0887430,1546_111
D0887430,1785_95
D0887430,2100_27
D0887430,306_93
D0887430,47_0
D0887430,577_54
D0887430,625_142
D0887430,874_9
D0887430,901_81
D088746838,1292_71
D088746838,1565_128
D088746838,1605_86
D088746838,1708_136
D088746838,1784_60
D088746838,2288_144
D088746838,2322_22
D088746838,243_76
D088746838,452_44
D088746838,465_27
D088746838,538_178
D088746838,614_88
D088746838,967_69
D0887480,101_39
D0887480,1125_65
D0887480,1215_154
D0887480,1343_177
D0887480,1756_146
D0887480,1813_65
D0887480,623_168
D0887480,674_103
D0887480,733_68
D0887480,85_76
D0887480,860_157
D088748252,1006_85
D088748252,103_107
D088748252,1485_140
D088748252,1777_34
D088748252,2400_145
D088748252,531_50
D088748252,546_156
D088748252,761_187
D088748252,796_153
D088748252,835_63
D088748252,943_173
D0887509,1192_14
D0887509,1404_57
D0887509,1665_13
D0887509,200_68
D0887509,2384_17
D0887509,315_74
D0887509,639_98
D088751054,1075_144
D088751054,1299_58
D088751054,1621_61
D088751054,2023_22
D088751054,231_48
D088751054,2320_173
D088751054,2354_174
D0887514,148_7
D0887514,1584_57
D0887514,1662_61
D0887514,561_12
D0887514,680_62
D088754642,1066_143
D088754642,1149_188
D088754642,1216_82
D088754642,1348_186
D088754642,1588_124
D088754642,465_139
D0887548,1045_145
D0887548,129_184
D0887548,13_102
D0887548,1988_98
D0887548,2432_89
D0887548,542_25
D0887548,745_111
D088756073,1001_102
D088756073,1552_11
D088756073,1652_182
D088756073,1660_61
D088756073,1723_112
D088756073,1915_91
D088756073,38_142
D088756073,470_100
D0887561,1080_8
D0887561,1235_24
D0887561,1455_22
D0887561,1491_105
D0887561,1634_143
D0887561,2348_144
