D004725381,2408_190
D004730309,1265_152
D004730309,1349_109
D004730309,1491_100
D004730309,2078_17
D004730309,2203_60
D004730309,2321_104
D004730309,573_158
D004730309,630_47
D004730309,910_74
D004742685,103_149
D004742685,1401_72
D004742685,1472_130
D004742685,1663_49
D004742685,1881_32
D004742685,218_153
D004742685,2325_78
D004742685,699_60
D004742685,871_83
D004745174,1003_15
D004745174,1137_62
D004745174,1270_38
D004745174,1659_147
D004745174,1958_131
D004745174,2266_11
D004745174,299_65
D004745174,327_97
D004745174,404_163
D004745174,590_61
D004746867,1100_128
D004746867,1103_58
D004746867,110_89
D004746867,1411_16
D004746867,144_102
D004746867,1759_192
D004746867,2317_96
D004752615,1069_86
D004752615,108_188
D004752615,1201_37
D004752615,2059_125
D004752615,2328_22
D004752615,344_14
D004752615,628_104
D004753292,1012_167
D004753292,1462_17
D004753292,1618_51
D004753292,2059_102
D004753292,2101_122
D004753292,376_114
D004753292,968_175
D004757405,1030_147
D004757405,1294_138
D004757405,1688_118
D004757405,1819_104
D004757405,1861_71
D004757405,1984_66
D004757405,2110_119
D004757405,211_159
D004757405,2385_117
D004757405,574_48
D004760474,1147_95
D004760474,1281_64
D004760474,1444_181
D004760474,1493_152
D004760474,164_185
D004760474,1956_107
D004760474,1974_122
D004760474,2074_75
D004760474,2343_122
D004760474,2475_42
D004760474,60_127
D004760474,875_83
D004763710,1295_48
D004763710,1704_143
D004763710,2409_156
D004763710,554_113
D004763710,679_142
D004763710,70_87
D004764182,1216_154
D004764182,1225_139
D004764182,1899_37
D004764182,1982_122
D004764182,2189_176
D004764182,2451_59
D004764182,408_78
D004764182,860_3
D004764694,111_89
D004764694,1272_38
D004764694,1898_50
D004764694,2209_70
D004764694,2246_21
D004764694,2350_43
D004764694,2454_161
D004764694,383_116
D004764694,492_68
D004770060,1088_108
D004770060,10_33
D004770060,1506_59
D004770060,1766_134
D004770060,178_21
D004770060,180_7
D004770060,1907_130
D004770060,2112_126
D004770060,232_1
D004770060,535_108
D004770060,665_101
D004770060,892_112
D004771159,103_93
D004771159,1091_173
D004771159,144_56
D004771159,1593_147
D004771159,1634_0
D004771159,1676_149
