D043586301,7_73
D043587513,1108_79
D043587513,1220_135
D043587513,1774_151
D043587513,1797_95
D043587513,1868_102
D043587513,2455_130
D043587513,332_178
D043587513,859_48
D043588367,1297_82
D043588367,131_101
D043588367,1409_13
D043588367,1488_8
D043588367,1579_164
D043588367,1876_76
D043588367,1907_75
D043588367,1918_4
D043588367,2293_80
D043588367,907_128
D043588367,909_57
D043588428,1107_164
D043588428,1326_149
D043588428,1492_44
D043588428,1599_66
D043588428,213_116
D043588428,759_80
D043588428,827_14
D043588428,897_17
D043588428,923_68
D043596072,1224_130
D043596072,130_140
D043596072,1313_157
D043596072,407_155
D043596072,466_48
D043597604,1079_183
D043597604,1738_115
D043597604,1860_0
D043597604,193_138
D043597604,2058_44
D043597604,2085_134
D043597604,2132_110
D043597604,397_36
D043599073,1128_170
D043599073,1137_130
D043599073,1228_45
D043599073,1768_28
D043599073,2063_164
D043599073,2338_141
D043599875,1021_86
D043599875,1058_87
D043599875,1414_128
D043599875,1543_16
D043599875,173_157
D043599875,1812_179
D043599875,2128_4
D043599875,2221_27
D043599875,2411_31
D043599875,651_117
D043599875,712_101
D043599875,83_23
D043600120,108_107
D043600120,161_142
D043600120,1642_128
D043600120,1662_133
D043600120,624_7
D043601684,1002_135
D043601684,1106_180
D043601684,1830_151
D043601684,1875_129
D043601684,1906_166
D043601684,2158_3
D043601684,2298_102
D043601684,2301_9
D043601684,561_152
D043601684,619_87
D043601684,687_32
D043602438,1016_162
D043602438,1145_131
D043602438,1383_80
D043602438,1611_12
D043602438,2038_53
D043602438,210_132
D043602438,240_128
D043602438,616_102
D043602438,643_97
D043602438,861_68
D043602438,943_85
D043602650,1142_1
D043602650,1166_44
D043602650,1578_63
D043602650,1859_112
D043602650,1954_84
D043602650,2311_177
D043602650,2401_37
D043602650,857_73
D043609680,1729_69
D043609680,1948_163
D043609680,2352_72
D043609680,244_150
D043609680,37_171
D043609680,439_29
D043611249,1267_126
D043611249,2210_156
D043611249,6_17
D043611249,880_175
D043611249,896_154
D043611249,996_150
D043612161,112_137
D043612161,1313_25
D043612161,1342_173
D043612161,1361_79
D043612161,2006_58
D043612161,578_92
D043612161,747_46
D043616589,1175_5
D043616589,1591_71
D043616589,2398_74
D043616589,603_77
D043616589,636_156
D043623006,1528_172
D043623006,1603_177
D043623006,227_152
D043623006,655_60
D043623006,715_105
D043624409,1057_65
D043624409,108_7
D043624409,1107_30
D043624409,1273_166
D043624409,1316_3
D043624409,1467_175
D043624409,1624_64
D043624409,1753_118
D043624409,2019_27
D043624409,2136_152
D043624409,2138_15
D043624409,791_51
D043624409,930_59
D043625963,1081_105
D043625963,1272_167
D043625963,2474_3
D043625963,300_147
D043625963,394_28
D043625963,753_121
D043626120,1270_2
D043626120,162_96
D043626120,1867_84
D043626120,2011_153
D043626120,2439_169
D043629510,1184_109
D043629510,1405_109
D043629510,1673_179
D043629510,1785_39
D043629510,1928_173
D043629510,2051_91
D043629510,2100_23
D043629510,2117_112
D043629510,2435_113
D043629510,415_77
D043629510,55_91
D043630677,1440_71
D043630677,1796_156
D043630677,1815_138
D043630677,2255_143
D043630677,567_12
D043635474,1742_176
D043635474,1806_30
D043635474,256_104
D043635474,28_40
D043635474,333_45
D043635474,987_22
D043636006,1199_163
D043636006,1334_49
D043636006,201_21
D043636006,43_157
D043636006,966_88
D043640911,1180_60
D043640911,1867_144
D043640911,2326_3
D043640911,744_68
D043645374,1185_1
D043645374,1625_120
D043645374,1969_106
D043645374,332_133
D043645374,342_165
D043645374,854_149
D043645374,880_30
D043650309,1017_112
D043650309,1340_129
D043650309,1615_136
D043650309,1628_106
D043650309,268_83
D043650309,59_114
D043650309,974_183
D043651504,1174_19
D043651504,117_14
D043651504,1291_15
D043651504,1843_9
D043651504,1993_118
D043651504,20_130
D043653126,1066_151
D043653126,11_170
D043653126,1284_1
D043653126,157_185
D043653126,1689_83
D043653126,443_180
D043653126,585_118
D043654628,1341_113
D043654628,172_37
D043654628,2224_152
D043654628,431_60
D043654628,599_67
D043654628,651_172
D043654628,825_143
D043654666,1245_165
D043654666,1248_129
D043654666,135_92
D043654666,1415_30
D043654666,2261_65
D043654666,295_24
D043654666,596_141
D043654666,696_25
D043654666,764_138
D043659913,1398_154
D043659913,1512_145
D043659913,1982_66
D043659913,2071_175
D043659913,2122_165
D043659913,2403_146
D043659913,39_54
D043659913,885_117
D043667710,1450_59
D043667710,1706_96
D043667710,195_45
D043667710,279_160
D043667710,655_82
D043667710,734_101
D043667710,92_142
D043669493,1119_27
D043669493,1197_69
D043669493,1433_15
D043669493,1601_35
D043669493,1740_12
D043669493,1786_87
D043669493,1810_42
D043669493,2126_136
D043669493,2311_89
D043669493,417_82
D043669493,423_99
D043670703,1321_109
D043670703,1865_158
D043670703,2117_70
D043670703,388_78
D043670840,1357_8
D043670840,1582_9
D043670840,1940_26
D043670840,220_146
D043670840,2436_153
D043670840,418_175
D043670840,440_127
D043670840,441_8
D043670840,689_184
D043672059,1149_93
D043672059,138_28
D043672059,1589_101
D043672059,1877_123
D043672059,1937_8
D043672059,204_126
D043672059,2297_49
D043672059,2363_77
D043672059,351_123
D043672059,536_155
D043672059,866_80
D043674022,1322_144
D043674022,1577_86
D043674022,2146_88
D043674022,2152_34
D043674022,239_115
D043674022,601_0
D043674022,824_163
D043675722,1156_62
D043675722,1283_111
D043675722,1658_45
D043675722,1747_109
D043675722,1813_83
D043675722,2300_80
D043675722,2309_65
D043675722,250_171
D043675722,651_118
D043675722,682_63
D043675722,717_31
D043675722,740_79
D043675722,960_170
D043678105,1320_40
D043678105,1721_22
D043678105,1758_127
D043678105,1970_74
D043678105,867_82
D043680887,1189_50
D043680887,1213_15
D043680887,1507_158
D043680887,1823_178
D043680887,1960_163
D043680887,1967_55
D043680887,2127_69
D043680887,2266_149
D043680887,378_49
D043680887,788_106
D043687060,1253_49
D043687060,2168_162
D043687060,301_117
