D0646147,926_82
D0646151,1297_156
D0646151,1508_137
D0646151,477_71
D0646151,583_100
D0646151,979_120
D064615226,1628_59
D064615226,2192_151
D064615226,2363_24
D064615226,238_76
D064615226,460_48
D064615226,600_35
D064615226,809_114
D064615226,902_31
D064615226,957_175
D064617435,1056_74
D064617435,105_159
D064617435,1111_162
D064617435,1281_111
D064617435,1283_18
D064617435,1342_4
D064617435,1440_170
D064617435,1585_159
D064617435,294_12
D064618708,1192_189
D064618708,2017_102
D064618708,2117_135
D064618708,2176_129
D064618708,2245_108
D064618708,2331_25
D064618708,2348_13
D064618708,310_132
D064618708,443_53
D064618708,984_34
D0646196,1167_32
D0646196,1233_48
D0646196,1389_85
D0646196,1540_182
D0646196,1579_53
D0646196,1585_182
D0646196,1696_75
D0646196,2212_174
D0646196,2272_127
D0646208,1620_62
D0646208,1758_143
D0646208,2179_109
D0646208,2392_9
D0646208,2404_28
D0646208,679_139
D0646208,744_158
D0646213,1223_43
D0646213,1256_148
D0646213,1439_47
D0646213,1583_156
D0646213,2117_20
D0646213,2230_45
D0646213,423_142
D0646213,426_35
D0646213,580_26
D0646229,1134_1
D0646229,1825_56
D0646229,2066_156
D0646229,2078_163
D0646229,2465_28
D0646229,57_112
D0646229,745_63
D0646229,82_168
D0646229,969_46
D0646239,2019_168
D0646239,2324_156
D0646239,2391_125
D0646239,447_7
D0646239,662_72
D0646252,1145_33
D0646252,1493_61
D0646252,1768_133
D0646252,185_178
D0646252,2037_49
D0646252,2268_25
D0646252,323_79
D064627298,1263_33
D064627298,2114_74
D064627298,2346_75
D064627298,705_19
D064627298,878_45
D064627854,1162_156
D064627854,1176_70
D064627854,1459_44
D064627854,1480_129
D064627854,1659_159
D064627854,175_19
D064627854,2210_0
D064627854,237_22
D064627854,535_59
D064627854,987_66
D0646282,1262_107
D0646282,1276_81
D0646282,1370_74
D0646282,139_14
D0646282,1550_114
D0646282,184_60
D0646282,638_123
D0646282,892_17
D0646286,1032_0
D0646286,176_16
D0646286,1771_71
D0646286,193_62
D0646286,2308_151
D0646286,443_109
D0646286,670_116
D0646286,801_143
D0646289,144_13
D0646289,1537_86
D0646289,809_161
D064629476,1117_25
D064629476,294_118
D064629476,419_168
D0646296,1373_66
D0646296,1821_144
D0646296,2368_174
D0646296,2389_162
D0646296,28_105
D0646296,482_73
D0646296,600_68
D0646312,123_12
D0646312,1242_37
D0646312,1754_128
D0646312,1941_29
D0646312,1950_129
D0646312,2234_173
D0646312,342_136
D0646312,383_86
D0646312,741_107
D0646314,1579_61
D0646314,2200_145
D0646314,2401_126
D0646314,2432_86
D0646314,266_20
D0646314,412_135
D0646314,462_7
D0646314,486_162
D0646314,534_13
D064631875,1187_26
D064631875,1315_150
D064631875,152_93
D064631875,2282_110
D064631875,539_84
D064631875,571_90
D064631875,674_184
D064631875,724_145
D0646323,105_96
D0646323,1619_50
D0646323,164_108
D0646323,183_78
D0646323,1932_13
D0646323,2191_143
D0646323,340_22
D0646323,989_135
D064633299,1193_110
D064633299,1570_37
D064633299,1792_37
D064633299,2160_27
D064633299,2215_49
D064633299,2333_53
D064633299,2444_102
D064633299,534_145
D064633299,825_8
D064633299,933_159
D0646352,115_163
D0646352,1646_66
D0646352,1738_23
D0646352,35_115
D0646352,791_174
D0646352,829_113
D0646352,892_146
D064638805,1027_61
D064638805,1251_129
D064638805,1687_48
D064638805,1825_75
D064638805,274_163
D064638805,401_151
D064638805,657_12
D064638805,825_170
D064639574,1923_114
D064639574,2097_39
D064639574,2252_8
D064639574,2331_148
D064639574,382_41
D064639574,523_127
D064639574,617_177
D064639574,663_54
D064639574,871_155
D064639574,87_142
D0646475,1402_47
D0646475,1595_168
D0646475,1881_159
D0646475,2438_162
D0646475,984_37
D064647593,1132_166
D064647593,117_164
D064647593,1536_124
D064647593,1642_65
D064647593,1742_136
D064647593,2172_173
D064647593,2176_140
D064647593,300_120
D064647593,32_10
D064647593,405_121
D064647593,425_61
D064647593,429_127
D064647593,674_26
D064648002,1163_66
D064648002,1368_147
D064648002,883_11
D0646484,1207_110
D0646484,1273_144
D0646484,1636_135
D0646484,1642_136
D0646484,1645_135
D0646484,1860_78
D0646484,2038_172
D0646484,383_95
