D038454288,437_91
D038454653,1333_114
D038454653,1362_42
D038454653,1446_120
D038454653,1655_126
D038454653,1873_103
D038454653,358_100
D038455834,1709_106
D038455834,2180_3
D038455834,2192_156
D038455834,2428_134
D038455834,2473_172
D038455834,587_24
D038457227,100_132
D038457227,1022_81
D038457227,1410_175
D038457227,1710_179
D038457227,1932_75
D038457227,1959_53
D038457227,1991_57
D038457227,2016_146
D038457227,2260_12
D038457227,2341_59
D038457227,25_141
D038457227,347_182
D038458590,1017_156
D038458590,1161_22
D038458590,1530_15
D038458590,936_168
D038459696,1275_106
D038459696,1784_49
D038459696,2225_171
D038459696,223_105
D038459696,238_39
D038459696,2390_97
D038459696,2468_74
D038459696,286_187
D038459696,398_14
D038459696,424_157
D038461217,1138_145
D038461217,1487_172
D038461217,669_95
D038462818,1042_66
D038462818,1649_48
D038462818,1961_146
D038462818,2094_185
D038462818,2208_135
D038462818,2332_118
D038462818,261_60
D038462818,3_134
D038462818,418_120
D038462818,77_4
D038462818,796_79
D038462818,978_106
D038462894,1564_73
D038462894,1592_34
D038462894,1932_27
D038462894,2180_0
D038462894,2341_21
D038463280,1009_86
D038463280,1140_146
D038463280,1279_177
D038463280,1328_106
D038463280,1340_116
D038463280,1448_103
D038463280,1623_56
D038463280,1694_179
D038463280,1997_18
D038463280,2108_130
D038463280,2308_128
D038463280,709_168
D038465840,1149_80
D038465840,1319_50
D038465840,1330_95
D038465840,1346_73
D038465840,1610_13
D038465840,1937_67
D038465840,2012_41
D038465840,359_64
D038465840,941_183
D038474422,1162_69
D038474422,1219_38
D038474422,1308_183
D038474422,1611_127
D038474422,1653_106
D038474422,2080_48
D038474422,2293_141
D038474422,2460_121
D038474422,938_143
D038474422,971_181
D038475177,1164_99
D038475177,1246_69
D038475177,1393_168
D038475177,1399_169
D038475177,1520_163
D038475177,1729_149
D038475177,1960_91
D038475177,1965_54
D038475177,1981_9
D038475177,318_59
D038475177,455_34
D038475177,467_63
D038475177,57_74
D038475252,1136_172
D038475252,1334_82
D038475252,1419_119
D038475252,221_12
D038475252,224_108
D038475252,2461_57
D038475252,516_33
D038475252,82_95
D038475252,84_101
D038475252,86_37
D038475252,982_25
D038475474,1217_107
D038475474,2154_173
D038475474,2453_177
D038475474,500_69
D038475474,940_98
D038475559,1670_16
D038475559,1762_74
D038475559,2304_70
D038475559,287_120
D038475559,497_89
D038475559,642_39
D038479533,1211_98
D038479533,1666_16
D038479533,1741_111
D038479533,1750_40
D038479533,2280_103
D038479533,2298_176
D038479533,25_92
D038479533,268_164
D038479533,301_38
D038479533,447_104
D038479533,791_8
D038479533,871_80
D038484520,1002_185
D038484520,1252_51
D038484520,12_133
D038484520,1780_22
D038484520,1877_132
D038484520,2227_122
D038484520,716_53
D038484520,835_10
D038489891,1300_139
D038489891,1440_112
D038489891,1750_154
D038489891,2181_19
D038489891,2391_181
D038489891,444_97
D038489891,731_102
D038491313,1110_72
D038491313,1746_65
D038491313,2212_37
D038491313,2294_119
D038491313,2454_153
D038491313,290_119
D038495694,1020_181
D038495694,1035_55
D038495694,125_158
