D0841239,689_38
D084124852,158_153
D084124852,1766_39
D084124852,1804_15
D084124852,1851_154
D084124852,1980_143
D084124852,2063_4
D084124852,2103_89
D084124852,2283_168
D084124852,2432_32
D084124852,392_154
D084126160,1266_113
D084126160,1522_64
D084126160,1659_166
D084126160,1796_134
D084126160,2325_54
D084126160,299_114
D0841265,1162_20
D0841265,1524_115
D0841265,1552_4
D0841265,1849_29
D0841265,1916_150
D0841265,2086_66
D0841265,2160_39
D0841265,2451_169
D0841265,51_159
D084127648,1041_110
D084127648,1111_125
D084127648,1398_144
D084127648,1551_100
D084127648,158_83
D084127648,1973_111
D084127648,2122_110
D084127648,2257_89
D084127648,2440_106
D084127648,359_91
D084127648,391_118
D084127648,46_77
D0841278,192_13
D0841278,1960_102
D0841278,2388_85
D0841278,2429_65
D0841278,315_47
D0841279,1341_44
D0841279,1632_165
D0841279,1675_155
D0841279,193_109
D0841279,2195_8
D0841279,2246_58
D0841279,2299_106
D0841279,429_135
D0841279,60_172
D0841280,1185_53
D0841280,1241_11
D0841280,1687_40
D0841280,199_38
D0841280,593_110
D0841284,1431_89
D0841284,1443_95
D0841284,1640_92
D0841284,2219_91
D0841284,2430_165
D0841284,287_84
D0841284,925_90
D084131553,1093_162
D084131553,1151_65
D084131553,1199_13
D084131553,138_160
D084131553,147_76
D084131553,1677_14
D084131553,1677_38
D084131553,1843_91
D084131553,1936_169
D084131553,810_99
D084131553,833_66
D0841324,105_15
D0841324,1403_94
D0841324,1527_65
D0841324,1528_76
D0841324,1898_159
D0841324,2242_123
D0841324,792_144
D0841324,998_30
D0841333,1417_51
D0841333,1546_106
D0841333,1705_125
D0841333,2002_117
D0841333,2167_57
D0841333,2420_78
D0841333,306_5
D0841333,397_80
D0841333,647_97
D0841335,1461_181
D0841335,1524_10
D0841335,1583_38
D0841335,1772_19
D0841335,1809_17
D0841335,198_37
D0841335,2161_0
D0841335,2177_35
D0841335,2321_121
D0841335,2334_52
D0841335,429_114
D0841335,654_93
D084134677,177_130
D084134677,1866_6
D084134677,18_55
D084134677,1987_34
D084134677,879_149
D084134776,1074_71
D084134776,113_32
D084134776,2079_179
D084134776,2382_41
D084134776,415_132
D084134776,91_53
D084134776,95_147
D0841353,1115_18
D0841353,1818_27
D0841353,2133_62
D0841353,2411_152
D0841353,643_30
D0841353,744_2
D0841353,940_130
D0841370,1257_135
D0841370,1362_54
D0841370,1458_156
D0841370,1976_69
D0841370,886_146
D084146502,1010_86
D084146502,1415_73
D084146502,1522_22
D084146502,1979_51
D084146502,2460_145
D084146502,507_105
D084146502,514_44
D084146502,602_41
D084146502,722_35
D084146502,781_167
D0841468,1272_61
D0841468,1339_148
D0841468,1512_22
D0841468,1665_156
D0841468,1836_76
D0841468,879_87
D0841488,1129_97
D0841488,1285_175
D0841488,1942_76
D0841488,223_129
D0841488,2343_181
D0841488,370_180
D0841488,882_42
D0841488,912_80
D084149176,1201_61
D084149176,1220_178
D084149176,369_121
D084149176,425_168
D084149176,89_70
D084150783,1033_63
D084150783,1203_18
D084150783,1422_56
D084150783,2051_173
D084150783,231_128
D084150783,233_185
D084150783,2445_121
D084150783,267_91
D084150783,509_96
D084150783,760_133
D084150783,851_139
D0841510,1131_81
D0841510,1576_43
D0841510,1694_129
D0841510,1759_78
D0841510,195_28
D0841510,2216_86
D0841510,2397_105
D0841510,2406_118
D0841510,971_141
D0841524,1282_159
D0841524,1521_0
D0841524,173_127
D0841524,173_78
