1315,1875_5
1315,1875_88
1315,1876_98
1315,1877_6
1315,1877_38
1315,1877_125
1315,1878_75
1315,1878_102
1315,1879_83
1315,188_147
1315,1880_119
1315,1881_138
1315,1881_171
1315,1882_61
1315,1882_164
1315,1882_167
1315,1885_37
1315,1887_181
1315,1888_55
1315,1889_31
1315,1889_136
1315,189_117
1315,1890_32
1315,1890_70
1315,1890_129
1315,1891_117
1315,1893_24
1315,1894_64
1315,1894_84
1315,1894_183
1315,1895_158
1315,1896_176
1315,1897_66
1315,1898_130
1315,19_17
1315,19_20
1315,19_127
1315,1901_150
1315,1903_33
1315,1903_67
1315,1903_99
1315,1903_173
1315,1904_14
1315,1904_62
1315,1905_0
1315,1905_8
1315,1905_117
1315,1906_54
1315,1906_55
1315,1907_126
1315,1908_138
1315,191_182
1315,1910_145
1315,1910_174
1315,1912_19
1315,1912_90
1315,1913_13
1315,1913_125
1315,1914_77
1315,1915_131
1315,1918_73
1315,1918_165
1315,1919_62
1315,1919_152
1315,192_48
1315,1920_22
1315,1920_150
1315,1920_158
1315,1921_88
1315,1921_138
1315,1922_57
1315,1925_107
1315,1925_144
1315,1925_156
1315,1927_109
1315,1929_166
1315,1929_181
1315,1930_119
1315,1932_23
1315,1933_72
1315,1933_80
1315,1933_166
1315,1935_78
1315,1935_124
1315,1935_141
1315,1936_18
1315,1936_27
1315,1936_134
1315,1938_12
1315,1939_7
1315,194_70
1315,194_106
1315,194_169
1315,194_170
1315,1941_52
1315,1943_58
1315,1944_47
1315,1944_55
1315,1946_93
1315,1946_153
1315,1948_37
1315,1948_152
1315,1949_78
1315,1949_95
1315,1949_138
1315,1951_58
1315,1952_66
1315,1952_86
1315,1954_87
1315,1955_26
1315,1955_127
1315,1956_108
1315,1957_22
1315,1957_124
1315,1957_147
1315,1958_50
1315,1958_110
1315,1958_120
1315,1958_166
1315,1959_174
1315,196_133
1315,1960_33
1315,1962_78
1315,1962_102
1315,1962_155
1315,1963_145
1315,1964_53
1315,1964_92
1315,1966_49
1315,1967_56
1315,1968_127
1315,1968_164
1315,197_135
1315,1970_157
1315,1973_83
1315,1974_97
1315,1975_67
1315,1975_168
1315,1975_171
1315,1976_73
1315,1977_44
1315,1977_154
1315,1978_26
1315,1978_30
1315,1978_180
1315,1979_140
1315,1979_161
1315,198_143
1315,198_169
1315,1980_9
1315,1980_74
1315,1981_14
1315,1982_8
1315,1983_27
1315,1983_63
1315,1983_73
1315,1983_82
1315,1983_103
1315,1984_169
1315,1985_117
1315,1985_174
1315,1987_162
1315,1988_175
1315,1989_11
1315,1990_119
1315,1991_75
1315,1991_89
1315,1991_100
1315,1991_137
1315,1992_68
1315,1992_94
1315,1992_174
1315,1993_157
1315,1994_90
1315,1994_117
1315,1994_166
1315,1995_31
1315,1995_82
1315,1999_114
1315,1999_174
1315,1999_177
1315,2_111
1315,20_70
1315,20_110
1315,2002_114
1315,2003_34
1315,2003_137
1315,2005_118
1315,2006_81
1315,2006_89
1315,2007_83
1315,2009_49
1315,2009_84
1315,2009_100
1315,201_112
1315,2011_59
1315,2011_95
1315,2015_185
1315,2016_15
1315,2016_176
1315,2018_92
1315,2018_94
1315,2018_143
1315,202_83
1315,202_105
1315,2020_49
1315,2020_174
1315,2021_19
1315,2021_181
1315,2022_20
1315,2023_163
1315,2024_105
1315,2024_106
1315,2027_151
1315,2029_139
1315,2029_148
1315,2029_149
1315,203_3
1315,203_36
1315,2030_127
1315,2031_67
1315,2034_53
1315,2035_46
1315,2036_48
1315,2036_83
1315,2036_131
1315,2037_71
1315,2038_47
1315,2039_9
1315,2039_36
1315,2039_42
1315,2039_83
1315,2039_175
1315,204_47
1315,2041_56
1315,2041_59
1315,2041_101
1315,2041_125
1315,2042_108
1315,2043_14
1315,2043_39
1315,2043_123
1315,2044_82
1315,2045_21
1315,2046_78
1315,2047_144
1315,2048_129
1315,2048_171
1315,2049_17
1315,205_27
1315,205_147
1315,2051_72
1315,2051_152
1315,2053_186
1315,2055_43
1315,2055_84
1315,2056_96
1315,2056_171
1315,206_116
1315,2061_93
1315,2061_107
1315,2061_121
1315,2064_101
1315,2064_147
1315,2065_167
1315,2066_112
1315,2067_178
1315,2067_179
1315,2068_3
1315,2069_46
1315,207_51
1315,2070_75
1315,2072_44
1315,2072_73
1315,2073_37
1315,2074_60
1315,2074_95
1315,2074_176
1315,2074_184
1315,2075_34
1315,2076_45
1315,2076_58
1315,2076_94
1315,2077_14
1315,2077_169
1315,2079_156
1315,208_36
1315,2080_96
1315,2080_132
1315,2081_111
1315,2082_86
1315,2082_140
1315,2084_91
1315,2086_50
1315,2087_13
1315,209_114
1315,209_144
1315,2090_3
1315,2090_26
1315,2091_82
1315,2091_166
1315,2092_100
1315,2092_135
1315,2092_142
1315,2092_164
1315,2094_86
1315,2094_123
1315,2095_41
1315,2097_21
1315,2098_29
1315,2098_138
1315,2098_160
1315,2099_93
1315,210_161
1315,2100_58
1315,2100_119
1315,2101_23
1315,2101_104
1315,2102_8
1315,2104_160
1315,2105_155
1315,2106_13
1315,2106_69
1315,2106_140
1315,2106_152
1315,2107_72
1315,2107_156
1315,2107_178
1315,2108_37
1315,2108_121
1315,2108_129
1315,2109_4
1315,2109_123
1315,2111_6
1315,2111_163
1315,2112_124
1315,2112_177
1315,2113_16
1315,2113_64
1315,2114_180
1315,2115_116
1315,2116_30
1315,2116_75
1315,2116_153
1315,2117_83
1315,2117_102
1315,2117_107
1315,2117_154
1315,2118_87
1315,2118_182
1315,2118_186
1315,2119_118
1315,212_146
1315,2120_33
1315,2121_85
1315,2121_112
1315,2121_166
1315,2123_75
1315,2123_78
1315,2123_144
1315,2123_175
1315,2124_79
1315,2124_117
1315,2125_105
1315,2127_53
1315,2127_126
1315,213_54
1315,2132_85
1315,2132_135
1315,2133_74
1315,2134_56
1315,2134_89
1315,2135_64
1315,2135_191
1315,2138_7
1315,2138_84
1315,2139_81
1315,2139_103
1315,214_175
1315,2140_142
1315,2141_102
1315,2143_66
1315,2143_85
1315,2144_16
1315,2146_143
1315,2147_36
1315,2147_172
1315,2148_158
1315,2152_108
1315,2153_44
1315,2154_3
1315,2155_71
1315,2155_106
1315,2156_108
1315,2156_112
1315,2156_145
1315,2156_172
1315,2157_29
1315,2157_41
1315,2157_50
1315,2157_79
1315,2159_146
1315,216_133
1315,2160_3
1315,2160_189
1315,2161_91
1315,2161_160
1315,2162_2
1315,2162_108
1315,2164_21
1315,2164_44
1315,2164_136
1315,2165_37
1315,2166_84
1315,2166_134
1315,2168_76
1315,2168_111
1315,2168_163
1315,2168_170
1315,2169_81
1315,2170_71
1315,2170_125
1315,2171_65
1315,2172_168
