D054037663,1329,電子商務安全
D085921665,2170,國際企業管理
D0906449,1334,計算機結構學
D0685218,1293,邏輯設計實習
D074623341,1315,系統程式
D0793178,2153,統計學(二)實習
D0838209,2997,舞台道具製作
D0895698,2920,生活中之物理
D0890416,2159,統計學(二)實習
D0607804,3041,現代韓國社會和文化
D071426501,2934,醫學與人生
D0667944,2951,心理學整合與發展
D080751731,1332,計算機演算法
D0782177,2177,文化創意經營策略
D059194965,1290,微積分(二)
D086575850,2897,音樂與人生
D0639159,2180,投資組合管理
D070476606,2878,日本歷史與文化
D014477287,1278,普通物理-電、磁、光實驗
D089534717,2899,當代文學閱讀與寫作
D011358305,3011,從人類學看世界
D047577657,2190,流通管理
D0644968,2956,管理面面觀
D089866979,1300,微積分(二)
D0728763,1330,數位信號處理導論
D097104872,1294,班級活動
D0872277,2976,初階智慧型創新
D0982158,3019,越南地理與文化
D042702856,1973,人工智慧概論與實務
D039702241,2178,企業資源規劃實務(二)
D0523366,1289,微積分(二)實習
D0838244,3049,3D動畫虛擬實境實作(II)
D0608944,1312,物件導向設計實習
D0854963,1282,邏輯設計
D0690653,3002,漢字之美
D076145698,2152,統計學(二)
D0735682,3780,全民國防教育軍事訓練(二)
D018877373,1309,機率論
D061859432,2957,大陸問題研究
D0885895,3021,生命科學
D005174348,2988,劇場實務（二）
D0858937,2917,莎士比亞與電影
D067880928,2135,會計學(二)實習
D056917741,1296,程式設計(III)
D067309177,2175,管理資訊系統
D053735768,2875,世界音樂文化
D051417345,2885,台灣民間信仰
D065500767,2160,管理科學
D0992075,1347,文獻研討(二)
D0701915,2935,醫學與人生
D039453266,1279,微積分(二)實習
D0698206,2973,行政領導與人脈經營
D035942382,2929,殺蟲劑與生活
D043295739,2139,資訊網路
D068196820,1308,資料庫系統
D0829449,1315,系統程式
D081862344,1320,機率論
D0541742,2154,管理科學
D072050514,1276,程式設計(III)
D066377870,2961,住宅問題研究
D0559972,1973,人工智慧概論與實務
D033877327,2898,現代散文
D097469216,2135,會計學(二)實習
D039881830,2901,應用文
D0633573,1360,敏捷開發
D097341444,2132,班級活動
D018514780,2926,創新綠色科技
D007012754,1286,程式設計(III)
D0979135,2917,莎士比亞與電影
D023157743,2134,會計學(二)
D046507433,2997,舞台道具製作
D079392846,2151,組織行為
D084895141,1971,雲端應用系統開發
D067866243,1331,計算機結構學
D0871528,2898,現代散文
D072606773,1332,計算機演算法
D014580543,2156,商事法
D088575599,2959,生涯規劃
D026712468,1278,普通物理-電、磁、光實驗
D0577314,2935,醫學與人生
D019484839,2136,經濟學(二)
D0861793,2144,經濟學(二)
D0804529,2157,組織行為
D0819505,1312,物件導向設計實習
D072400470,2919,生命科學
D0783326,3042,性別平等與親密關係
D0526477,2902,應用文
D005780952,1291,線性代數
D035265276,2954,教育的理論與實踐
D0645845,1361,資訊專題研討(四)
D0932756,1283,邏輯設計實習
D045046971,1315,系統程式
D012140336,2135,會計學(二)實習
D075795818,2929,殺蟲劑與生活
D073470861,1324,資訊與網路安全
D0770817,1309,機率論
D0700488,2935,醫學與人生
D0675890,3780,全民國防教育軍事訓練(二)
D0876124,3032,個人資料保護法
D056450194,1293,邏輯設計實習
D068861094,1327,物件導向設計實習
D0517158,1310,系統分析與設計
D024040662,1973,人工智慧概論與實務
D073495949,3779,全民國防教育軍事訓練(二)
D059443568,2195,作業管理
D0506430,1362,數位影像安全技術專題
D041877081,2903,應用文
D019844176,2943,模擬亞太經合會
D069501739,3767,全民國防教育軍事訓練(二)
D0923584,2909,向儒道思想學情緒管理
D0924254,2961,住宅問題研究
D0769664,2145,經濟學(二)實習
D051209827,1325,UNIX應用與實務
D0817356,1335,計算機演算法
D005303670,2192,綠色企業與創業
D013215941,3009,基礎影音製作
D054976375,2172,企業倫理與社會責任
D0678677,3023,生物學與生物倫理
D017983846,2969,心理劇與自我成長
D085195806,3767,全民國防教育軍事訓練(二)
D060345707,1317,機率論
D0653453,2951,心理學整合與發展
D089008898,3767,全民國防教育軍事訓練(二)
D0802522,2145,經濟學(二)實習
D046863119,2157,組織行為
D062799492,1309,機率論
D0738009,2986,藝術、心靈與創造力
D0772059,2932,衛星科技應用
D021273971,2874,中國文化遺產及其藝術
D0687750,3030,氣候變遷對臺灣之衝擊
D009503434,2157,組織行為
D0791183,3033,智慧財產之保護與實務
D042707158,2926,創新綠色科技
D0948818,2153,統計學(二)實習
D0553023,2135,會計學(二)實習
D0765446,1968,超大型積體電路設計導論
D0615640,2981,美好時光，社群聚場
D095030319,1320,機率論
D054102026,1972,軟體品質保證與軟體測試
D078420670,2891,生死與哲學
D0811239,1364,資訊專題研討(六)
D0707864,1302,邏輯設計
D032292046,2885,台灣民間信仰
D077790026,2154,管理科學
D036377459,1286,程式設計(III)
D012432059,3779,全民國防教育軍事訓練(二)
D031994644,1308,資料庫系統
D0559075,3028,智慧城市與行動應用
D016157163,1286,程式設計(III)
D066953258,2935,醫學與人生
D0982980,2971,性別教育與服務-學習
D099114930,1289,微積分(二)實習
D003483343,1307,系統程式
D061968424,2973,行政領導與人脈經營
D0895795,3020,世界建築欣賞
D025887037,1293,邏輯設計實習
D0907297,2980,從空間看世界
D062126410,2862,人生哲學
D075953270,2890,台灣民間信仰
D0692039,2132,班級活動
D0694401,1327,物件導向設計實習
