D018315264,1335,計算機演算法
D074216901,1278,普通物理-電、磁、光實驗
D0932522,1347,文獻研討(二)
D0758721,2178,企業資源規劃實務(二)
D025857139,1323,物件導向設計實習
D087104301,3892,打造自我品牌─職能加值課程
D054498280,2898,現代散文
D009569805,1292,邏輯設計
D0514022,2149,管理與統計
D051239794,2873,希臘羅馬神話故事與西洋藝術
D0792704,2144,經濟學(二)
D002348858,2194,行銷管理
D069477911,2902,應用文
D029640836,2872,希臘羅馬神話故事與西洋藝術
D0705883,1286,程式設計(III)
D0653007,2172,企業倫理與社會責任
D091054470,2193,職場實務
D021623332,3767,全民國防教育軍事訓練(二)
D004204633,3780,全民國防教育軍事訓練(二)
D0893673,2875,世界音樂文化
D015528377,3818,iOS APP程式設計
D096359495,1276,程式設計(III)
D002013121,2157,組織行為
D043068500,2930,認識天然災害
D032862508,2196,財務管理
D0952722,1305,資料庫系統
D0525092,2873,希臘羅馬神話故事與西洋藝術
D010946718,2146,管理學
D0523268,1293,邏輯設計實習
D0834110,1289,微積分(二)實習
D0572099,3038,消費者保護法
D0725982,1286,程式設計(III)
D037662967,1296,程式設計(III)
D042052722,2902,應用文
D014339615,3780,全民國防教育軍事訓練(二)
D099522100,1317,機率論
D0576276,2903,應用文
D043522637,2140,班級活動
D081620258,1332,計算機演算法
D000535977,1972,軟體品質保證與軟體測試
D0674427,2159,統計學(二)實習
D0597307,1283,邏輯設計實習
D009467064,1326,物件導向設計
D0867410,2172,企業倫理與社會責任
D0832550,3036,社會學與生活體驗
D0626589,2881,文學與生活
D038344831,1318,系統程式
D072418697,1320,機率論
D095218977,2981,美好時光，社群聚場
D0621777,2163,行銷管理個案研究
D094787450,2172,企業倫理與社會責任
D096574195,2002,地理資訊於APPS之應用
D0927723,1296,程式設計(III)
D016495449,1302,邏輯設計
D0960959,2139,資訊網路
D0637915,3038,消費者保護法
D017726177,2863,人生哲學
D087530384,1346,文獻研討(二)
D010697573,2887,台灣民間信仰
D010159323,2994,探討在台日商管理之文化差異問題
D0912200,3780,全民國防教育軍事訓練(二)
D0726785,2904,應用文
D069769955,2179,服務科學與創新
D0880439,2977,初階智慧型創新
D0555481,2877,日本歷史與文化
D022960184,1329,電子商務安全
D003259351,1298,普通物理-電、磁、光實驗
D049097016,2975,台灣的政府與政治
D0870539,3028,智慧城市與行動應用
D037893422,2911,電影與性別
D048415996,2132,班級活動
D002473574,2978,觀光美儀與國際禮儀
D0985236,2137,經濟學(二)實習
D049011708,2958,民法實用
D090899065,1331,計算機結構學
D012953943,1316,資料庫系統
D052594946,1308,資料庫系統
D004966821,2897,音樂與人生
D061631519,2143,會計學(二)實習
D025258998,2188,投資管理實務(二)
D022650221,1331,計算機結構學
D0598456,2983,智慧綠台灣
D0975692,3035,社會學與生活體驗
D029684762,3001,事業創新
D066179474,1302,邏輯設計
D052535031,1301,線性代數
D053045461,1278,普通物理-電、磁、光實驗
D071975108,2189,科技應用與金融服務
D075034924,2900,電影藝術專題講座　
D0999657,3036,社會學與生活體驗
D0656959,1283,邏輯設計實習
D0859966,1297,程式設計(IV)
D013798642,3009,基礎影音製作
D0685913,1289,微積分(二)實習
D091723079,3767,全民國防教育軍事訓練(二)
D033933764,1334,計算機結構學
D026617732,2179,服務科學與創新
D084774149,1294,班級活動
D097198826,2927,系統品質建模與挑戰
D0837791,1292,邏輯設計
D0864060,2202,服務業行銷
D047649149,1296,程式設計(III)
D090595943,1338,計算機演算法
D0738434,2149,管理與統計
D0599539,2157,組織行為
D0865990,1332,計算機演算法
D011844969,2167,應用程式設計
D0693927,2152,統計學(二)
D057054643,2146,管理學
D046654908,2134,會計學(二)
D0881898,1289,微積分(二)實習
D074216901,1280,微積分(二)
D073100010,2151,組織行為
D001674620,2175,管理資訊系統
D061429789,3808,英文科學導讀(二)
D004362166,3780,全民國防教育軍事訓練(二)
D017953795,3001,事業創新
D014614224,2971,性別教育與服務-學習
D082736866,3009,基礎影音製作
D046562319,3779,全民國防教育軍事訓練(二)
D015575036,2147,資訊網路
D0873900,3032,個人資料保護法
D076986093,2132,班級活動
D054168626,2966,婚姻與家庭
D057781044,2137,經濟學(二)實習
D064327990,2925,國防科技與產業發展
D0818006,3828,Android Apps創意程式設計
D0795218,2156,商事法
D0596718,2935,醫學與人生
D0564701,2958,民法實用
D041482308,2158,統計學(二)
D082639242,2928,奈米科技與生活
D040365961,1282,邏輯設計
D064867403,2901,應用文
D088029443,1281,線性代數
D0516291,1316,資料庫系統
D053184528,2150,商事法
D0837781,2994,探討在台日商管理之文化差異問題
D0816502,1367,資訊專題研討(八)
D0576656,2907,旅遊與多元學習
D022905482,2884,古典小說
D0968545,2885,台灣民間信仰
D0659675,2140,班級活動
D0600195,2176,人力資源發展
D083209819,2168,企業倫理與社會責任
D0596180,2139,資訊網路
D026330679,1348,資訊專題研討(二)
D018953152,2152,統計學(二)
D059295303,2901,應用文
D028153115,1288,普通物理-電、磁、光實驗
D0832670,2964,服務學習專題
D020495763,1299,微積分(二)實習
D068991449,1331,計算機結構學
D066638117,1312,物件導向設計實習
D062493840,3780,全民國防教育軍事訓練(二)
D0807569,2167,應用程式設計
D090112348,2905,批判思考
D0974804,1318,系統程式
