1340,D041090701,1862
1340,D079593045,1862
1340,D0850457,1862
1340,D093244848,1862
1340,D0838555,1862
1340,D0632747,1862
1340,D042884422,1862
1340,D0796915,1862
1340,D088587240,1862
1340,D065059067,1862
1340,D084439758,1862
1340,D0813049,1862
1340,D0837345,1862
1340,D068497958,1862
1340,D009361133,1862
1340,D0896999,1862
1340,D054247642,1862
1340,D088874395,1862
1340,D0860457,1862
1340,D082982157,1862
1340,D049543186,1862
1340,D0867904,1862
1340,D0741823,1862
1340,D067544325,1862
1340,D002906225,1862
1340,D0618352,1862
1340,D098602766,1862
1340,D007194023,1862
1340,D078085497,1862
1340,D088374833,1862
1340,D074932504,1862
1340,D000096188,1862
1340,D088953519,1862
1340,D093287586,1862
1340,D093922128,1862
1340,D090066412,1862
1340,D000229142,1862
1340,D0869258,1862
1340,D079414463,1862
1340,D0563394,1862
1340,D096952290,1862
1340,D046968654,1862
1340,D0669757,1862
1340,D0573215,1862
1340,D0765361,1862
1340,D015968609,1862
1340,D066167532,1862
1340,D018913729,1862
1340,D071657554,1862
1340,D059343608,1862
1340,D0836017,1862
1340,D0633293,1862
1340,D0536128,1862
1340,D0818148,1862
1340,D0595410,1862
1340,D083963308,1862
1340,D056850772,1862
1340,D003595756,1862
1340,D0938153,1862
1340,D0801276,1862
1340,D011027188,1862
1340,D029114955,1862
1340,D087454734,1862
1340,D077002051,1862
1340,D043982806,1862
1340,D041156544,1862
1340,D095460598,1862
1340,D011160366,1862
1340,D031448420,1862
1340,D076383045,1862
1340,D071364377,1862
1340,D018025224,1862
1340,D061495319,1862
1340,D022733702,1862
1340,D0697778,1862
1340,D001583830,1862
1340,D0832989,1862
1340,D065860151,1862
1340,D0833717,1862
1340,D0644954,1862
1340,D016889835,1862
1340,D0513276,1862
1340,D034066645,1862
1340,D081274901,1862
1340,D087679052,1862
1340,D013215941,1862
1340,D047716254,1862
1340,D035157304,1862
1340,D0573403,1862
1340,D0869233,1862
1340,D001476934,1862
1340,D020568061,1862
1340,D0690325,1862
1340,D007128257,1862
1340,D052412554,1862
1340,D0738447,1862
1340,D0573321,1862
1340,D0754903,1862
1340,D019940052,1862
1340,D050608645,1862
1340,D0744249,1862
1340,D092790452,1862
1340,D099194550,1862
1340,D0761027,1862
1340,D0926551,1862
1340,D090657405,1862
1340,D0705821,1862
1340,D071653761,1862
1340,D074587032,1862
1340,D087457230,1862
1340,D088102122,1862
1340,D078862708,1862
1340,D074584796,1862
1340,D071176406,1862
1340,D045257308,1862
1340,D090735929,1862
1340,D097747109,1862
1340,D014889608,1862
1340,D039792792,1862
1340,D0601328,1862
1340,D055018487,1862
1340,D026656793,1862
1340,D0789340,1862
1340,D095906348,1862
1340,D052591068,1862
1340,D080124191,1862
1340,D0744322,1862
1340,D056299960,1862
1340,D046523600,1862
1340,D0592717,1862
1340,D0905380,1862
1340,D016287884,1862
1340,D066268208,1862
1340,D0701911,1862
1340,D0783146,1862
1340,D057539188,1862
1340,D082633356,1862
1340,D077910004,1862
1340,D057214436,1862
1340,D085762138,1862
1340,D045774980,1862
1340,D075580186,1862
1340,D092962651,1862
1340,D0800446,1862
1340,D095411347,1862
1340,D007582233,1862
1340,D042365839,1862
1340,D041912690,1862
1340,D0735328,1862
1340,D0725537,1862
1340,D0660922,1862
1340,D084322333,1862
1340,D0725107,1862
1340,D0797671,1862
1340,D012612758,1862
1340,D029997282,1862
1340,D0722556,1862
1340,D0732726,1862
1340,D0909333,1862
1340,D0521026,1862
1340,D0751561,1862
1340,D032322699,1862
1340,D021346569,1862
1340,D083971846,1862
1340,D038636530,1862
1340,D041491386,1862
1340,D087692419,1862
1340,D095368634,1862
1340,D0901936,1862
1340,D011420552,1862
1340,D050608997,1862
1340,D043462384,1862
1340,D001822335,1862
1340,D096782118,1862
1340,D063538762,1862
1340,D040696225,1862
1340,D005478163,1862
1340,D078031746,1862
1340,D080421498,1862
1340,D0898263,1862
1340,D0910341,1862
1340,D0999607,1862
1340,D089847886,1862
1340,D078361126,1862
1340,D0971854,1862
1340,D0920133,1862
1340,D005723454,1862
1340,D0905013,1862
1340,D056297690,1862
1340,D049178180,1862
1340,D0609993,1862
1340,D097473084,1862
1340,D0581479,1862
1340,D0939754,1862
1340,D033379555,1862
1340,D057211688,1862
1340,D035747727,1862
1340,D0618678,1862
1340,D069431609,1862
1340,D058538692,1862
1340,D008476609,1862
1340,D0702326,1862
1340,D0859541,1862
1340,D0542417,1862
1340,D0990529,1862
1340,D0769230,1862
1340,D0673794,1862
1340,D083091230,1862
1340,D078131316,1862
1340,D027494240,1862
1340,D072511299,1862
1340,D047754652,1862
1340,D078233331,1862
1340,D0665655,1862
1340,D084439789,1862
1340,D0527552,1862
1340,D010763353,1862
1340,D0509453,1862
1340,D037817022,1862
1340,D0789175,1862
1340,D038743054,1862
1340,D087828566,1862
1340,D051217983,1862
1340,D034609637,1862
1340,D097351931,1862
1340,D089817438,1862
1340,D015605221,1862
1340,D067320080,1862
1340,D0892688,1862
1340,D013308452,1862
1340,D007292941,1862
1340,D099144944,1862
1340,D007946127,1862
1340,D073654483,1862
1340,D075220426,1862
1340,D0600321,1862
1340,D070163223,1862
1340,D036605798,1862
1340,D0626944,1862
1340,D0618919,1862
1340,D0786158,1862
1340,D0966637,1862
1340,D003660027,1862
1340,D0564272,1862
1340,D0561333,1862
1340,D025184013,1862
1340,D0825812,1862
1340,D0604563,1862
1340,D004699545,1862
1340,D068551698,1862
1340,D055085373,1862
1340,D093997539,1862
1340,D074740093,1862
1340,D072233283,1862
1340,D0909241,1862
1340,D0984329,1862
1340,D039411167,1862
1340,D0869375,1862
1340,D0900134,1862
1340,D093857710,1862
1340,D036055906,1862
1340,D023922693,1862
1340,D082911331,1862
1340,D0916057,1862
1340,D035939351,1862
1340,D018729603,1862
1340,D091553997,1862
1340,D042941835,1862
1340,D0702049,1862
1340,D014172663,1862
1340,D066141082,1862
1340,D081853984,1862
1340,D001575170,1862
1340,D074542239,1862
1340,D071083674,1862
1340,D0749356,1862
1340,D0945998,1862
1340,D087142266,1862
1340,D015423818,1862
1340,D0966272,1862
1340,D035674276,1862
1340,D003923351,1862
1340,D0930172,1862
1340,D005502530,1862
1340,D0873458,1862
1340,D007165696,1862
1340,D084824929,1862
1340,D018359343,1862
1340,D0907699,1862
1340,D0784978,1862
1340,D048425278,1862
1340,D0772780,1862
1340,D045041266,1862
1340,D092708082,1862
1340,D036789474,1862
1340,D039826466,1862
1340,D0831246,1862
1340,D015534446,1862
1340,D0761327,1862
1340,D087477665,1862
1340,D011476979,1862
1340,D025757446,1862
1340,D036141142,1862
1340,D0726413,1862
1340,D042751106,1862
1340,D078876521,1862
1340,D0628833,1862
1340,D041936504,1862
1340,D0885467,1862
1340,D077305435,1862
1340,D0742004,1862
1340,D015865137,1862
1340,D062028134,1862
1340,D0873277,1862
1340,D033617701,1862
1340,D077442598,1862
1340,D014407482,1862
1340,D0640871,1862
1340,D0617935,1862
1340,D049346640,1862
1340,D027920619,1862
1340,D0601686,1862
1340,D0988831,1862
1340,D091517791,1862
